PathogenSpecies,PathTaxID,PathGenus,PathFamily,PathOrder,PathClass,PathKingdom
Leidyana peregrinata,NA,NA,NA,NA,NA,NA
Leidyana saigonensis,NA,NA,NA,NA,NA,NA
Leidyana stejskali,NA,NA,NA,NA,NA,NA
Leidyana suzumushi,NA,NA,NA,NA,NA,NA
Leidyana tinei,NA,NA,NA,NA,NA,NA
Leidyana xylocopae,NA,NA,NA,NA,NA,NA
Sphaerocystis termitis,NA,NA,NA,NA,NA,NA
Schneideria mucronata,NA,NA,NA,NA,NA,NA
Schneideria caudata,NA,NA,NA,NA,NA,NA
Schneideria pusilla,NA,NA,NA,NA,NA,NA
Schneideria quadrinotati,NA,NA,NA,NA,NA,NA
Schneideria schneideri,NA,NA,NA,NA,NA,NA
Paraschneideria metamorphosa,650286,Paraschneideria,Sphaerocystidae,Eugregarinorida,Conoidasida,NA
Neoschneideria aprilinae,NA,NA,NA,NA,NA,NA
Neoschneideria douxi,NA,NA,NA,NA,NA,NA
Stylocephalus africanus,NA,NA,NA,NA,NA,NA
Stylocephalus bahli,NA,NA,NA,NA,NA,NA
Stylocephalus brevirostris,NA,NA,NA,NA,NA,NA
Stylocephalus carabi,NA,NA,NA,NA,NA,NA
Stylocephalus depressicus,NA,NA,NA,NA,NA,NA
Stylocephalus devdhari,NA,NA,NA,NA,NA,NA
Stylocephalus conoides,NA,NA,NA,NA,NA,NA
Stylocephalus oblongatus,NA,NA,NA,NA,NA,NA
Entomophaga tenthredinis,NA,NA,NA,NA,NA,NA
Furia crustosa,NA,NA,NA,NA,NA,NA
Massospora levispora,2230924,Massospora,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
Beauveria tenella,37999,Beauveria,Cordycipitaceae,Hypocreales,Sordariomycetes,Fungi
Stylocephalus longicollis,NA,NA,NA,NA,NA,NA
Stylocephalus mesomorphi,NA,NA,NA,NA,NA,NA
Stylocephalus pauliani,NA,NA,NA,NA,NA,NA
Stylocephalus phaleriae,NA,NA,NA,NA,NA,NA
Stylocephalus eastoni,NA,NA,NA,NA,NA,NA
Stylocephalus filiformis,NA,NA,NA,NA,NA,NA
Stylocephalus eledonae,NA,NA,NA,NA,NA,NA
Stylocephalus elongatus,NA,NA,NA,NA,NA,NA
Stylocephalus ensiferus,NA,NA,NA,NA,NA,NA
Stylocephalus giganteus,650331,Stylocephalus,Stylocephalidae,Eugregarinorida,Conoidasida,NA
Stylocephalus gigas,1857026,Stylocephalus,Stylocephalidae,Eugregarinorida,Conoidasida,NA
Stylocephalus reticulatus,NA,NA,NA,NA,NA,NA
Stylocephalus lingulus,NA,NA,NA,NA,NA,NA
Stylocephalus japonicus,NA,NA,NA,NA,NA,NA
Stylocephalus ingeri,NA,NA,NA,NA,NA,NA
Stylocephalus gonocephali,NA,NA,NA,NA,NA,NA
Stylocephalus hoffmannseggi,NA,NA,NA,NA,NA,NA
Stylocephalus indicus,NA,NA,NA,NA,NA,NA
Stylocephalus punctulatus,NA,NA,NA,NA,NA,NA
Stylocephalus phalloides,NA,NA,NA,NA,NA,NA
Stylocephalus variabilis,NA,NA,NA,NA,NA,NA
Stylocephaloides monodi,NA,NA,NA,NA,NA,NA
Stylocephaloides setenis,NA,NA,NA,NA,NA,NA
Cystocephalus aethiopicus,NA,NA,NA,NA,NA,NA
Cystocephalus algerianus,NA,NA,NA,NA,NA,NA
Cystocephalus albrechti,NA,NA,NA,NA,NA,NA
Cystocephalus trapezus,NA,NA,NA,NA,NA,NA
Cystocephalus gabei,NA,NA,NA,NA,NA,NA
Cystocephalus hollandei,NA,NA,NA,NA,NA,NA
Cystocephalus leidyi,NA,NA,NA,NA,NA,NA
Cystocephalus rhytinotus,NA,NA,NA,NA,NA,NA
Bulbocephalus indicus,NA,NA,NA,NA,NA,NA
Xiphocephalus africanus,NA,NA,NA,NA,NA,NA
Xiphocephalus gladiator,NA,NA,NA,NA,NA,NA
Xiphocephalus karnatakaensis,NA,NA,NA,NA,NA,NA
Xiphocephalus latipes,NA,NA,NA,NA,NA,NA
Xiphocephalus phaleriae,NA,NA,NA,NA,NA,NA
Xiphocephalus serpentula,NA,NA,NA,NA,NA,NA
Lophocephalus insignis,NA,NA,NA,NA,NA,NA
Lophocephalus fernandezi,NA,NA,NA,NA,NA,NA
Lophocephaloides ardoini,NA,NA,NA,NA,NA,NA
Lophocephaloides thripterae,NA,NA,NA,NA,NA,NA
Sphaerorhynchus ophioides,NA,NA,NA,NA,NA,NA
Sphaerorhynchus stenosiae,NA,NA,NA,NA,NA,NA
Sphaerorhynchus chabaudi,NA,NA,NA,NA,NA,NA
Sphaerorhynchus hamoni,NA,NA,NA,NA,NA,NA
Oocephalus hispanus,NA,NA,NA,NA,NA,NA
Oocephalus dromii,NA,NA,NA,NA,NA,NA
Campanacephalus villiersi,NA,NA,NA,NA,NA,NA
Clavicephalus laosensis,NA,NA,NA,NA,NA,NA
Clavicephalus papuensis,NA,NA,NA,NA,NA,NA
Cystocephaloides prionothecae,NA,NA,NA,NA,NA,NA
Lepismatophila campodea,NA,NA,NA,NA,NA,NA
Lepismatophila orientalis,NA,NA,NA,NA,NA,NA
Lepismatophila parva,NA,NA,NA,NA,NA,NA
Lepismatophila piliformis,NA,NA,NA,NA,NA,NA
Lepismatophila plusiocampae,NA,NA,NA,NA,NA,NA
Lepismatophila rhombocephala,NA,NA,NA,NA,NA,NA
Lepismatophila thermobiae,NA,NA,NA,NA,NA,NA
Colepismatophila buckleyi,NA,NA,NA,NA,NA,NA
Colepismatophila burti,NA,NA,NA,NA,NA,NA
Colepismatophila watsonae,651455,Colepismatophila,Stylocephalidae,Eugregarinorida,Conoidasida,NA
Actinocephalus acanthaclisis,NA,NA,NA,NA,NA,NA
Actinocephalus acutispora,NA,NA,NA,NA,NA,NA
Actinocephalus tipulae,NA,NA,NA,NA,NA,NA
Actinocephalus digitatus,NA,NA,NA,NA,NA,NA
Actinocephalus conicus,NA,NA,NA,NA,NA,NA
Actinocephalus giganteus,NA,NA,NA,NA,NA,NA
Actinocephalus fimbriatus,NA,NA,NA,NA,NA,NA
Actinocephalus elongatus,NA,NA,NA,NA,NA,NA
Actinocephalus enigmaticus,NA,NA,NA,NA,NA,NA
Actinocephalus ellipsoidus,NA,NA,NA,NA,NA,NA
Actinocephalus echinatus,NA,NA,NA,NA,NA,NA
Actinocephalus dytiscorum,NA,NA,NA,NA,NA,NA
Actinocephalus dicaeli,NA,NA,NA,NA,NA,NA
Actinocephalus dermestica,NA,NA,NA,NA,NA,NA
Actinocephalus crassus,NA,NA,NA,NA,NA,NA
Actinocephalus ceropriae,NA,NA,NA,NA,NA,NA
Actinocephalus ceriagrionae,NA,NA,NA,NA,NA,NA
Actinocephalus bradinopygi,NA,NA,NA,NA,NA,NA
Actinocephalus capritermes,NA,NA,NA,NA,NA,NA
Actinocephalus americanus,NA,NA,NA,NA,NA,NA
Actinocephalus ginbeli,NA,NA,NA,NA,NA,NA
Actinocephalus harpali,NA,NA,NA,NA,NA,NA
Actinocephalus grassei,NA,NA,NA,NA,NA,NA
Actinocephalus teffli,NA,NA,NA,NA,NA,NA
Actinocephalus zophus,NA,NA,NA,NA,NA,NA
Actinocephalus histoliticus,NA,NA,NA,NA,NA,NA
Actinocephalus nitiophili,NA,NA,NA,NA,NA,NA
Actinocephalus laticaudatus,NA,NA,NA,NA,NA,NA
Actinocephalus licini,NA,NA,NA,NA,NA,NA
Actinocephalus megabuni,NA,NA,NA,NA,NA,NA
Actinocephalus parvus,NA,NA,NA,NA,NA,NA
Actinocephalus permagnus,NA,NA,NA,NA,NA,NA
Actinocephalus puisseguri,NA,NA,NA,NA,NA,NA
Caulocephalus bhatiasetnai,NA,NA,NA,NA,NA,NA
Caulocephalus japonicus,NA,NA,NA,NA,NA,NA
Asterophora caliciformis,NA,NA,NA,NA,NA,NA
Asterophora cordiformis,NA,NA,NA,NA,NA,NA
Asterophora cupressiformis,NA,NA,NA,NA,NA,NA
Asterophora tiaroides,NA,NA,NA,NA,NA,NA
Asterophora capitata,NA,NA,NA,NA,NA,NA
Asterophora pachydera,NA,NA,NA,NA,NA,NA
Asterophora caloglyphi,NA,NA,NA,NA,NA,NA
Asterophora elegans,NA,NA,NA,NA,NA,NA
Asterophora mucronata,NA,NA,NA,NA,NA,NA
Asterophora philica,NA,NA,NA,NA,NA,NA
Asterophora hemicerae,NA,NA,NA,NA,NA,NA
Asterophora orientalis,NA,NA,NA,NA,NA,NA
Pilidiophora fragilis,NA,NA,NA,NA,NA,NA
Gemmicephalus mutabilis,NA,NA,NA,NA,NA,NA
Pileocephalus agilis,NA,NA,NA,NA,NA,NA
Pileocephalus lanceatus,NA,NA,NA,NA,NA,NA
Pileocephalus astaurovi,NA,NA,NA,NA,NA,NA
Pileocephalus chinensis,NA,NA,NA,NA,NA,NA
Pileocephalus dinarthrodes,NA,NA,NA,NA,NA,NA
Pileocephalus glyphotaelii,NA,NA,NA,NA,NA,NA
Pileocephalus nemourae,NA,NA,NA,NA,NA,NA
Pileocephalus heeri,NA,NA,NA,NA,NA,NA
Pileocephalus rhytinotae,NA,NA,NA,NA,NA,NA
Pileocephalus suhoensis,NA,NA,NA,NA,NA,NA
Pileocephalus tachycines,NA,NA,NA,NA,NA,NA
Geneiorhynchus aeshnae,NA,NA,NA,NA,NA,NA
Geneiorhynchus monnieri,NA,NA,NA,NA,NA,NA
Phialoides ornata,NA,NA,NA,NA,NA,NA
Legeria agilis,NA,NA,NA,NA,NA,NA
Pyxinia anobii,NA,NA,NA,NA,NA,NA
Pyxinia bulbifera,NA,NA,NA,NA,NA,NA
Pyxinia crystalligera,650295,Pyxinia,Actinocephalidae,Eugregarinorida,Conoidasida,NA
Pyxinia firma,NA,NA,NA,NA,NA,NA
Pyxinia japonica,NA,NA,NA,NA,NA,NA
Pyxinia major,NA,NA,NA,NA,NA,NA
Pyxinia moebuszi,NA,NA,NA,NA,NA,NA
Pyxinia trogodermi,NA,NA,NA,NA,NA,NA
Pyxinia myelophili,NA,NA,NA,NA,NA,NA
Pyxinia rubecula,NA,NA,NA,NA,NA,NA
Pyxinia tenuis,NA,NA,NA,NA,NA,NA
Discorhynchus truncatus,NA,NA,NA,NA,NA,NA
Steinina alphitobii,NA,NA,NA,NA,NA,NA
Steinina coptotermitis,NA,NA,NA,NA,NA,NA
Steinina diaperis,NA,NA,NA,NA,NA,NA
Steinina maxima,NA,NA,NA,NA,NA,NA
Steinina microgoni,NA,NA,NA,NA,NA,NA
Steinina harpali,NA,NA,NA,NA,NA,NA
Steinina dollfusi,NA,NA,NA,NA,NA,NA
Steinina ellipsoidalis,NA,NA,NA,NA,NA,NA
Steinina obconica,NA,NA,NA,NA,NA,NA
Steinina ovalis,NA,NA,NA,NA,NA,NA
Steinina rotunda,NA,NA,NA,NA,NA,NA
Steinina sphaerosphora,NA,NA,NA,NA,NA,NA
Steinina rotundata,NA,NA,NA,NA,NA,NA
Steinina trycheri,NA,NA,NA,NA,NA,NA
Steinina termitis,NA,NA,NA,NA,NA,NA
Pomania hovassei,NA,NA,NA,NA,NA,NA
Bothriopsides agrypniae,NA,NA,NA,NA,NA,NA
Bothriopsides histrio,NA,NA,NA,NA,NA,NA
Bothriopsides acilii,NA,NA,NA,NA,NA,NA
Bothriopsides graphoderi,NA,NA,NA,NA,NA,NA
Bothriopsides claviformis,NA,NA,NA,NA,NA,NA
Bothriopsides terpsichorella,NA,NA,NA,NA,NA,NA
Stictospora kabutomusi,NA,NA,NA,NA,NA,NA
Coleorhynchus heros,NA,NA,NA,NA,NA,NA
Taeniacystis mira,NA,NA,NA,NA,NA,NA
Stylocystis ensifera,NA,NA,NA,NA,NA,NA
Stylocystis riouxi,NA,NA,NA,NA,NA,NA
Agrippina bona,NA,NA,NA,NA,NA,NA
Anthorhynchus longispora,NA,NA,NA,NA,NA,NA
Anthorhynchus sophiae,NA,NA,NA,NA,NA,NA
Sciadiophora goronowitschi,NA,NA,NA,NA,NA,NA
Sciadiophora phalangii,NA,NA,NA,NA,NA,NA
Sciadiophora gagrellula,NA,NA,NA,NA,NA,NA
Sciadiophora fissidens,NA,NA,NA,NA,NA,NA
Sciadiophora caudata,NA,NA,NA,NA,NA,NA
Alaspora depressa,NA,NA,NA,NA,NA,NA
Ascocephalus armatus,NA,NA,NA,NA,NA,NA
Epicavus araeoceri,NA,NA,NA,NA,NA,NA
Epicavus cratoparis,NA,NA,NA,NA,NA,NA
Levinea agriocnemidis,NA,NA,NA,NA,NA,NA
Acanthospora crypturgi,NA,NA,NA,NA,NA,NA
Acanthospora elongata,NA,NA,NA,NA,NA,NA
Acanthospora psychodae,NA,NA,NA,NA,NA,NA
Acanthospora bengalensis,NA,NA,NA,NA,NA,NA
Corycella armata,NA,NA,NA,NA,NA,NA
Acanthospora polymorpha,NA,NA,NA,NA,NA,NA
Ancyrophora gracilis,NA,NA,NA,NA,NA,NA
Ancyrophora stelliformis,NA,NA,NA,NA,NA,NA
Ancyrophora similis,NA,NA,NA,NA,NA,NA
Ancyrophora uncinata,NA,NA,NA,NA,NA,NA
Ancyrophora uleiotae,NA,NA,NA,NA,NA,NA
Ramicephalus albertianus,NA,NA,NA,NA,NA,NA
Ramicephalus zophophili,NA,NA,NA,NA,NA,NA
Ramicephalus amphoriformis,NA,NA,NA,NA,NA,NA
Ancyrophora balazyi,NA,NA,NA,NA,NA,NA
Ancyrophora codreanui,NA,NA,NA,NA,NA,NA
Ancyrophora gigantea,NA,NA,NA,NA,NA,NA
Ancyrophora umbelliformis,NA,NA,NA,NA,NA,NA
Ancyrophora rostrata,NA,NA,NA,NA,NA,NA
Ancyrophora puytoraci,NA,NA,NA,NA,NA,NA
Ancyrophora octacantha,NA,NA,NA,NA,NA,NA
Ancyrophora noteri,NA,NA,NA,NA,NA,NA
Ancyrophora hispani,NA,NA,NA,NA,NA,NA
Ancyrophora ischnurae,NA,NA,NA,NA,NA,NA
Ancyrophora ovoides,NA,NA,NA,NA,NA,NA
Ancyrophora penetreti,NA,NA,NA,NA,NA,NA
Ancyrophora philonthi,NA,NA,NA,NA,NA,NA
Ancyrophora tuzetae,NA,NA,NA,NA,NA,NA
Ancyrophora mutabilis,NA,NA,NA,NA,NA,NA
Rhizionella tenuis ,NA,NA,NA,NA,NA,NA
Cometoides pileatus,NA,NA,NA,NA,NA,NA
Cometoides capitatus,NA,NA,NA,NA,NA,NA
Prismatospora evansi,650289,Prismatospora,Actinocephalidae,Eugregarinorida,Conoidasida,NA
Tetraedrospora sciarae,NA,NA,NA,NA,NA,NA
Ramicephalus cecheni,NA,NA,NA,NA,NA,NA
Ramicephalus cervicornis,NA,NA,NA,NA,NA,NA
Ramicephalus licini,NA,NA,NA,NA,NA,NA
Ramicephalus rostratus,NA,NA,NA,NA,NA,NA
Ramicephalus tuzetae,NA,NA,NA,NA,NA,NA
Ramicephalus wellmeri,NA,NA,NA,NA,NA,NA
Ramicephalus olivacus,NA,NA,NA,NA,NA,NA
Ramicephalus ozakii,NA,NA,NA,NA,NA,NA
Coronoepimeritus japonicus,NA,NA,NA,NA,NA,NA
Coronoepimeritus monospinus,NA,NA,NA,NA,NA,NA
Dinematospora grassei,NA,NA,NA,NA,NA,NA
Doliospora repelini,NA,NA,NA,NA,NA,NA
Doliospora troguli,NA,NA,NA,NA,NA,NA
Quadruspinospora acridae,NA,NA,NA,NA,NA,NA
Quadruspinospora megaspinosa,NA,NA,NA,NA,NA,NA
Quadruspinospora dichotoma,NA,NA,NA,NA,NA,NA
Menospora polyacantha,NA,NA,NA,NA,NA,NA
Hoplorhynchus oligacanthus,NA,NA,NA,NA,NA,NA
Hoplorhynchus hexacanthus,NA,NA,NA,NA,NA,NA
Hoplorhynchus gracilis,NA,NA,NA,NA,NA,NA
Hoplorhynchus orthetri,NA,NA,NA,NA,NA,NA
Hoplorhynchus magnus,NA,NA,NA,NA,NA,NA
Hoplorhynchus miyanensis,NA,NA,NA,NA,NA,NA
Hoplorhynchus ramidigitus,NA,NA,NA,NA,NA,NA
Odonaticola hexacantha,NA,NA,NA,NA,NA,NA
Odonaticola longicollare,NA,NA,NA,NA,NA,NA
Odonaticola orthetri,NA,NA,NA,NA,NA,NA
Odonaticola rodgii,NA,NA,NA,NA,NA,NA
Odonaticola crocothemis,NA,NA,NA,NA,NA,NA
Acuta rousseaui,NA,NA,NA,NA,NA,NA
Monoica apis,NA,NA,NA,NA,NA,NA
Gigaductus agoni,NA,NA,NA,NA,NA,NA
Gigaductus brachyni,NA,NA,NA,NA,NA,NA
Gigaductus americanus,NA,NA,NA,NA,NA,NA
Gigaductus anchi,NA,NA,NA,NA,NA,NA
Gigaductus exiguus,NA,NA,NA,NA,NA,NA
Gigaductus elongata,NA,NA,NA,NA,NA,NA
Gigaductus macrospora,NA,NA,NA,NA,NA,NA
Gigaductus parvus,NA,NA,NA,NA,NA,NA
Gigaductus podurae,NA,NA,NA,NA,NA,NA
Gigaductus steropi,NA,NA,NA,NA,NA,NA
Ophryocystis schneideri,NA,NA,NA,NA,NA,NA
Ophryocystis hessei,NA,NA,NA,NA,NA,NA
Ophryocystis duboscqi,NA,NA,NA,NA,NA,NA
Ophryocystis francisi,NA,NA,NA,NA,NA,NA
Ophryocystis elekroscirrha,NA,NA,NA,NA,NA,NA
Machadoella triatomae,NA,NA,NA,NA,NA,NA
Caulleryella annulatae,NA,NA,NA,NA,NA,NA
Caulleryella anophelis,NA,NA,NA,NA,NA,NA
Caulleryella aphiochaetae,NA,NA,NA,NA,NA,NA
Caulleryella maligna,NA,NA,NA,NA,NA,NA
Caulleryella pipientis,NA,NA,NA,NA,NA,NA
Tipulocystis maximae,NA,NA,NA,NA,NA,NA
Barrouxia ornata,NA,NA,NA,NA,NA,NA
Legerella parva,NA,NA,NA,NA,NA,NA
Adelina akidium,NA,NA,NA,NA,NA,NA
Adelina acarinae,NA,NA,NA,NA,NA,NA
Adelina mesnili,NA,NA,NA,NA,NA,NA
Adelina riouxi,NA,NA,NA,NA,NA,NA
Adelina transita,NA,NA,NA,NA,NA,NA
Adelina zonula,NA,NA,NA,NA,NA,NA
Chagasella ganapatii,NA,NA,NA,NA,NA,NA
Chagasella gibbsi,NA,NA,NA,NA,NA,NA
Chagasella hartmanni,NA,NA,NA,NA,NA,NA
Legerella grassii,NA,NA,NA,NA,NA,NA
Ganapatiella odontotermitis,NA,NA,NA,NA,NA,NA
Ithania wenrichi,NA,NA,NA,NA,NA,NA
Steganorhynchus dunwoodyi,NA,NA,NA,NA,NA,NA
Hoplorhynchus acanthatholius,650283,Hoplorhynchus,Actinocephalidae,Eugregarinorida,Conoidasida,NA
Heterovesicula cowani,485630,Heterovesicula,Heterovesiculidae,NA,NA,Fungi
Nosema grylli,235222,Paranosema,Nosematidae,NA,NA,Fungi
Nosema muscidifuracis,NA,NA,NA,NA,NA,NA
Napamichum cellatum,NA,NA,NA,NA,NA,NA
Chytridiopsis trichopterae,NA,NA,NA,NA,NA,NA
Gregarina coronata,650277,Gregarina,Gregarinidae,Eugregarinorida,Conoidasida,NA
Cosmetophilus vonones,NA,NA,NA,NA,NA,NA
Gregarina niphandrodes,110365,Gregarina,Gregarinidae,Eugregarinorida,Conoidasida,NA
Ascogregarina saraviae,NA,NA,NA,NA,NA,NA
Actinocephalus carrilynnae,NA,NA,NA,NA,NA,NA
Anisolobus indicus,NA,NA,NA,NA,NA,NA
Hirmocystis minuta,NA,NA,NA,NA,NA,NA
Leidyana oryzaephili,NA,NA,NA,NA,NA,NA
Babesia equi,5872,Theileria,Theileriidae,Piroplasmida,Aconoidasida,NA
Ascocystis taiwanensis,NA,NA,NA,NA,NA,NA
Ascocystis armigerei,NA,NA,NA,NA,NA,NA
Mattesia geminata,238096,Mattesia,Lipotrophidae,Neogregarinorida,Conoidasida,NA
Theileria ovis,237578,Theileria,Theileriidae,Piroplasmida,Aconoidasida,NA
Herpetomonas mariadeanei,1967301,Lafontella,Trypanosomatidae,Trypanosomatida,Kinetoplastea,NA
Herpetomonas ampelophilae,NA,NA,NA,NA,NA,NA
Bacillus laterosporus/alvei,NA,NA,NA,NA,NA,NA
Ascogregarina armigerei,380599,Ascogregarina,Lecudinidae,Eugregarinorida,Conoidasida,NA
Ascogregarina barretti,247477,Ascogregarina,Lecudinidae,Eugregarinorida,Conoidasida,NA
Ascogregarina geniculati,NA,NA,NA,NA,NA,NA
Ascogregarina galliardi,NA,NA,NA,NA,NA,NA
Ascogregarina clarki,NA,NA,NA,NA,NA,NA
Ascogregarina chagasi,NA,NA,NA,NA,NA,NA
Ascogregarina brachyceri,NA,NA,NA,NA,NA,NA
Syncystis mirabilis,348448,Syncystis,Syncystidae,Neogregarinorida,Conoidasida,NA
Lipotropha calliphorae,NA,NA,NA,NA,NA,NA
Lipotropha dorci,NA,NA,NA,NA,NA,NA
Lipotropha macrospora,NA,NA,NA,NA,NA,NA
Enterocystis hydrophili,NA,NA,NA,NA,NA,NA
Ophryocystis perezi,NA,NA,NA,NA,NA,NA
Diplocystis clerci,NA,NA,NA,NA,NA,NA
Gregarina coelomica,NA,NA,NA,NA,NA,NA
Gregarina chelidurellae,NA,NA,NA,NA,NA,NA
Gregarina cylindrica,NA,NA,NA,NA,NA,NA
Gregarina culleata,NA,NA,NA,NA,NA,NA
Gregarina legeri,NA,NA,NA,NA,NA,NA
Gregarina gibbii,NA,NA,NA,NA,NA,NA
Gregarina dichirotrichi,NA,NA,NA,NA,NA,NA
Gregarina hirakawaenis,NA,NA,NA,NA,NA,NA
Gregarina panchlorae,NA,NA,NA,NA,NA,NA
Gregarina mesomorphi,NA,NA,NA,NA,NA,NA
Nosema buckleyi,NA,NA,NA,NA,NA,NA
Ramicephalus bodenheimeri,NA,NA,NA,NA,NA,NA
Lepismatophila ctenolepismae,NA,NA,NA,NA,NA,NA
Quadruspinospora atractomorphae,NA,NA,NA,NA,NA,NA
Odonaticola haldari,NA,NA,NA,NA,NA,NA
Cordyceps aphodii,386282,Ophiocordyceps,Ophiocordycipitaceae,Hypocreales,Sordariomycetes,Fungi
Cordyceps clavatula,NA,NA,NA,NA,NA,NA
Cordyceps kirkii,2449033,Cordyceps,Cordycipitaceae,Hypocreales,Sordariomycetes,Fungi
Cordyceps robertsii,169037,Ophiocordyceps,Ophiocordycipitaceae,Hypocreales,Sordariomycetes,Fungi
Gibberella baccata,5523,Fusarium,Nectriaceae,Hypocreales,Sordariomycetes,Fungi
Aegerita webberi,NA,NA,NA,NA,NA,NA
Isaria sinclairii,1909266,Isaria,Cordycipitaceae,Hypocreales,Sordariomycetes,Fungi
Myriangium thwaitessi,NA,NA,NA,NA,NA,NA
Sphaerostible auranticola,NA,NA,NA,NA,NA,NA
Fusarium stilboides,57150,Fusarium,Nectriaceae,Hypocreales,Sordariomycetes,Fungi
Hirsutella subulata,270391,Hirsutella,Ophiocordycipitaceae,Hypocreales,Sordariomycetes,Fungi
Erynia neoaphidis,76017,Pandora,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
Bacillus larvae,1464,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,NA
Diplocystis oxycani,NA,NA,NA,NA,NA,NA
Gregarina botulina,NA,NA,NA,NA,NA,NA
Pseudomonocystis spinosus,NA,NA,NA,NA,NA,NA
Ophryocystis marplesi,NA,NA,NA,NA,NA,NA
Leptomonas ctenocephali,109467,Leptomonas,Trypanosomatidae,Trypanosomatida,Kinetoplastea,NA
Aspergillus parasiticus,5067,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Fungi
Coelomomyces borealis,NA,NA,NA,NA,NA,NA
Saprolegnia ferax,4770,Saprolegnia,Saprolegniaceae,Saprolegniales,NA,NA
Saprolegnia hypogyna,120417,Saprolegnia,Saprolegniaceae,Saprolegniales,NA,NA
Tetrahymena pyriformis,5908,Tetrahymena,Tetrahymenidae,Hymenostomatida,Oligohymenophorea,NA
Epistylis sp.,155142,Epistylis,Epistylidae,Sessilida,Oligohymenophorea,NA
Vorticella striata,1126582,Vorticella,Vorticellidae,Sessilida,Oligohymenophorea,NA
Vorticella sp.,60849,Vorticella,Vorticellidae,Sessilida,Oligohymenophorea,NA
Lankesteria barretti,NA,NA,NA,NA,NA,NA
Lankesteria clarki,NA,NA,NA,NA,NA,NA
Caulleryella sp.,NA,NA,NA,NA,NA,NA
Tetrahymena sp.,5890,Tetrahymena,Tetrahymenidae,Hymenostomatida,Oligohymenophorea,NA
Tetrahymena gelei,NA,NA,NA,NA,NA,NA
Parathelohania evansae,NA,NA,NA,NA,NA,NA
Bacillus euloomarahae,NA,NA,NA,NA,NA,NA
Leptomonas agilis,NA,NA,NA,NA,NA,NA
Leptomonas ampelophilae,NA,NA,NA,NA,NA,NA
Leptomonas anthomyiae,NA,NA,NA,NA,NA,NA
Leptomonas anophelini,NA,NA,NA,NA,NA,NA
Leptomonas apis,NA,NA,NA,NA,NA,NA
Leptomonas arctocorixae,NA,NA,NA,NA,NA,NA
Leptomonas aspongopi,NA,NA,NA,NA,NA,NA
Leptomonas blaberae,NA,NA,NA,NA,NA,NA
Leptomonas capsularis,NA,NA,NA,NA,NA,NA
Leptomonas chattoni,NA,NA,NA,NA,NA,NA
Leptomonas collosoma,1906844,Wallacemonas,Trypanosomatidae,Trypanosomatida,Kinetoplastea,NA
Leptomonas costoris,1227078,Leptomonas,Trypanosomatidae,Trypanosomatida,Kinetoplastea,NA
Leptomonas craggi,NA,NA,NA,NA,NA,NA
Leptomonas ctenophthalmi,NA,NA,NA,NA,NA,NA
Leptomonas ctenopsyllae,NA,NA,NA,NA,NA,NA
Leptomonas drosophilae,NA,NA,NA,NA,NA,NA
Leptomonas emphyti,NA,NA,NA,NA,NA,NA
Leptomonas eristalis,NA,NA,NA,NA,NA,NA
Leptomonas familiaris,NA,NA,NA,NA,NA,NA
Leptomonas familiaris saxatilis,NA,NA,NA,NA,NA,NA
Leptomonas foveati,NA,NA,NA,NA,NA,NA
Leptomonas gracilis,NA,NA,NA,NA,NA,NA
Leptomonas inhospes,NA,NA,NA,NA,NA,NA
Leptomonas jaculum,428467,Leptomonas,Trypanosomatidae,Trypanosomatida,Kinetoplastea,NA
Leptomonas jordanoi,NA,NA,NA,NA,NA,NA
Leptomonas larvicola,NA,NA,NA,NA,NA,NA
Leptomonas legerorum,NA,NA,NA,NA,NA,NA
Leptomonas leptoglossi,NA,NA,NA,NA,NA,NA
Leptomonas lineata,NA,NA,NA,NA,NA,NA
Leptomonas lygaei,NA,NA,NA,NA,NA,NA
Leptomonas lygaeorum,NA,NA,NA,NA,NA,NA
Leptomonas mercieri,NA,NA,NA,NA,NA,NA
Leptomonas mesnili,NA,NA,NA,NA,NA,NA
Leptomonas mirabilis,223603,Herpetomonas,Trypanosomatidae,Trypanosomatida,Kinetoplastea,NA
Leptomonas mirperi,NA,NA,NA,NA,NA,NA
Leptomonas naucoridis,NA,NA,NA,NA,NA,NA
Leptomonas oestrorum,NA,NA,NA,NA,NA,NA
Leptomonas oncopelti,NA,NA,NA,NA,NA,NA
Leptomonas pattoni,NA,NA,NA,NA,NA,NA
Leptomonas pediculi,NA,NA,NA,NA,NA,NA
Leptomonas periplanetae,NA,NA,NA,NA,NA,NA
Leptomonas pierantoni,NA,NA,NA,NA,NA,NA
Leptomonas pulicis,NA,NA,NA,NA,NA,NA
Leptomonas pycnosomae,NA,NA,NA,NA,NA,NA
Leptomonas pyrrhocoris,157538,Leptomonas,Trypanosomatidae,Trypanosomatida,Kinetoplastea,NA
Leptomonas rhinoestri,NA,NA,NA,NA,NA,NA
Leptomonas scatophagae,NA,NA,NA,NA,NA,NA
Leptomonas serpens,NA,NA,NA,NA,NA,NA
Leptomonas soudanensis,NA,NA,NA,NA,NA,NA
Leptomonas stomoxyae,NA,NA,NA,NA,NA,NA
