"","CitationCode","Reference","CreationDate","ModificationDate","ReadBy","GetIt","nvpCount"
"630",692,"Couch, J. N., Andreeva, R. V., Laird, M., and Nolan, R. A. 1979. Tabanomyces milkoi (Dudka and Koval) emended, genus novum, a fungal pathogen of horseflies. Proc. Natl. Acad. Sci.  USA  76:2299-2302.","8/2/2096","2/21/2099","","",2
"631",693,"Fantham, H.B., Porter, A., and Richardson, L.R., 1941. Some microsporidia found in certain fishes and insects in eastern Canada.  Parasitology 33: 186-208.","8/4/2096","8/4/2096","","",2
"632",694,"Leger, L., and Duboscq, O., 1909. Protistes parasites de lintestin dune larve de Ptychoptera et leur action sur lhote.  Bulletin de lAcademie Royale de Belgique (Classe des Sciences) 8: 885-902.","8/4/2096","1/18/2099","","",3
"633",695,"Kalavati, C. 1976. Four new species of microsporidians from termites. Acta Protozoologica 15: 411-422.","8/4/2096","6/22/2000","smb","",4
"634",696,"Garcia, J.J., 1990. Helmichia simuliae sp. nov. (Microspora, Thelohaniidae), a new species of microsporidian pathogenic to blackfly larvae from Argentina.  Neotropica 35: 71-79.","8/4/2096","8/4/2096","","",1
"635",697,"Issi, I.V., and Pankova, T.F., 1983. New microsporidian, Issia globulifera sp. n. (Nosematidae), from Anopheles maculipennis.  Parazitologiya 17: 190-194.","8/4/2096","8/4/2096","","",1
"636",698,"Wen, J-Z., Sun, C-X., and Li, S-P., 1990. Notes on three new microsporidia (Protozoa, Microspora) from Semiothisa cineraaria Bremer et Grey and Argyrogramma agnata.  Acta Zootaxonomica Sinica 15: 257-261.","8/4/2096","8/5/2096","","",11
"637",699,"Issi, I.V., and Krylova, S.V., 1987.  Locust microsporidia. Saranochovye-Ecologiya imery borby: 58-62.","8/4/2096","8/4/2096","","",1
"638",700,"Levchenko, N.G., and Andreyeva, R.V., 1979. A new species of microporidians (Microsporidia, Nosematidae) from horse flies larvae of Ukraine.  Parazitologiya 13: 241-244.","8/4/2096","8/4/2096","","",1
"639",702,"Ghosh, S., 1990. Studies on histopathology and development of a microsporidian, Microsporidium lesiodermi sp. n., from a coleopteran insect, Lesioderma sericorne (L.) infesting common spice, Coriandrum sativum (L.). Acta Protozoologica 29: 381-386.","8/4/2096","8/4/2096","","",1
"640",703,"Ghose, S., 1989.  First record of microsporan infection on Sitophilus oryzae (L.) in India. Acta Protozoologica 28: 187-190.","8/4/2096","8/4/2096","","",1
"641",704,"Lipa, J.J., and Triggiani, O., 1991. Menzebieria adelae n.sp. (Neogregarinida) and Nosema adelae n. sp. (Microsporida), two new protozoan parasites of Adela reamurella L. (Lepidoptera, Incurvariidae) in Italy. Roczniki Nauk Rolniczyck Seria E,T. 21, Z. 1/2: 79-82.","8/4/2096","8/4/2096","","",1
"642",705,"Christophers, S.R., 1922. Editorial note on bodies found by Mrs. Adie in salivary glands of bed-bug (Kala-Azar inquiry of the Indian Research Fund Association).  Indian J. Med. Res. 9:V.","8/4/2096","8/4/2096","","",1
"643",706,"Purrini, K., 1982. Light and electron microscopic studies on three microsporidians (Microsporida, Microspora) parasitizing springtails (Collembola, Apterygota).  Arch Protistenkd.  126: 383-392.","8/4/2096","8/4/2096","","",2
"644",707,"Lutz, A., and Splendore, A., 1903. Ueber pebrine und vervandte Mikrosporidien. Ein Beitrag zur Kenntnis der brasilianischen Sprorozoeen.  Zentralbl. Bakteriol. Parasitenkd. Infektionskr. Hyg. Abt. I Orig., 33: 150-157.","8/4/2096","8/4/2096","","",7
"645",708,"Toguebaye, B.S., and Marchand, B., 1986.  Etude dune infection microsporidienne due a Nosema birgii n.sp. (Microsporidia, Nosematidae) chez Mesoplatys cincta Oliver, 1790 (Coleoptera, Chrysomelidae) Z. Parasitenkd. 72: 723-737.","8/4/2096","3/30/2099","","",1
"646",709,"Weiser, J., 1956. Die Krankheiten des Tannentriebwicklers, Cacoecia murina Hb., in der Mittelslowakei (CSI.). Z. Pflanzenkr. Pflanzenpathol. Pflanzenschutz 63: 193-197.","8/4/2096","8/4/2096","","",2
"647",710,"Kudo, R., 1924.  A biologic and taxonomic study of the Microsporidia. III. Biol. Monogr. 9: 1-268.","8/4/2096","2/21/2099","","",9
"648",711,"Lipa, J.J., 1982. Nosema euzeti sp. n. and Gregarina euzeti sp. n. two new protozoan parasites of the mite Euzetes seminulum (O.F. Mueller) (Acarina, Oribatei). Acta Protozoologica 21: 121-126.","8/4/2096","8/4/2096","","",2
"649",712,"Wen, J.-Z. and Sun, C.-X., 1988. Two new species of Nosema (Microspora: Nosematidae). Acta Zootaxonomica Sinica 13: 105-111.","8/4/2096","8/5/2096","","",4
"650",713,"Lipa, J.J., 1977. Microsporidian infections of Galleria mellonellae (L.) (Lepidptera, Galleridae) with the description of a new species Nosema galleriae n.sp. Acta Protozoologica 16: 141-149.","8/4/2096","8/4/2096","","",1
"651",714,"Toguebaye, B.S., and Bouix, G., 1989. Nosema galerucellae n. sp., microsporidian (Protozoa, Microspora), parasite of Galerucella luteola Muller (Chrysomelidae, Coleoptera): Development cycle and ultrastructure. Europ. J. Protistol. 24: 346-353.","8/4/2096","8/10/2096","","",1
"652",715,"Hostounsky, Z., and Weiser, J., 1973. Nosema gastroideae sp. n. (Nosematidae, Microsporidia) infecting Gastroidea polygoni and Leptinotarsa decemlineata (Coleoptera, Chrysomelidae). Acta Entomol. Bohemoslov. 70: 345-350.","8/4/2096","8/4/2096","","",2
"653",716,"Wenn, C.S., and sun, C.X., 1989. Notes on microsporidia (Protozoa, Microspora) from the silkworm Bombyx mori L. and the sugarcane stem borer Chilo infuscatellus Snella in China.  Scientia Agricultura Sinica 22: 15-19.","8/4/2096","8/5/2096","","",2
"654",717,"Weiser, J. 1957. Cizopasnici nekterych druhu hmyzu ssajiciho krev. Cesk. Parasitol. 4: 2-4.","8/4/2096","8/4/2096","","",1
"655",718,"Narsimhamurti, C.C., Nazeer Ahamed, S., and Kalavati, C., 1980.Two new species of microsporidia fromt he larvae of Tramea limbata (Odonata: Insecta). Proc. Indian Acad. Sci. (anim.Sci.) 89: 531-535.","8/4/2096","8/4/2096","","",2
"656",719,"LI, S.P., and Wenn, T.C., 1987. Nosema liturae n.sp. a new species of microsopridia from the cotton leafworm,  Prodenia litura. Scientia Agricultura Sinica 20: 71-74.","8/5/2096","8/5/2096","","",1
"657",720,"Hesse, E., 1905.  Microsporidies nouvelles des insectes. C.R. Assoc. Franc. 33: 917-919.","8/5/2096","8/5/2096","","",3
"658",721,"Issi, I.V., Simchuk, P.A., and Radicheva, D.F., 1980.  Microsporidiosis of the beet webworm, Loxostege sticticalis L. (Lepidoptera, Pyralidae). Bulletin of the All-Union Research Institute for Plant Protection 48: 1-6.","8/5/2096","8/5/2096","","",1
"659",722,"Krylova, S.V., and Nurzhanov, A.A., 1987. Nosema sp. n. (Nosematidae) microsporidium from Marokkan locust Doliostaurus macroccanus Thunb. (Orthoptera). Bycell. Vses Nauchono-Issled Inst. Zashch Rast No. 68: 10-14.","8/5/2096","8/5/2096","","",1
"660",723,"Lutz, A., and Splendore, A., 1904. Ueber pebrine und vervandte Mikrosporidien. Zentralbl. Bakteriol. Parasitenkd. Infektionskr. Hyg. Abt. I Orig., 36: 645-650. ","8/5/2096","8/5/2096","","",6
"661",724,"Coste-Mathiez, F., and Manier, J.F., 1968.  Nosema othocladii n. sp. (Microsporidie - Nosematidae) parasite des larves dOrthocladius lignicola Kieffer (Diptere, Chironomidae). Bull. Soc. Zool. Fr. 93: 127-133.","8/5/2096","8/5/2096","","",2
"662",725,"Lipa, J.J., 1979. Nosema peridromae sp. n., anew microsporidian parasite of the variegated cutworm Peridroma suacia (Hbn.) (Lepidoptera, Noctuidae). Acta Protozoologica 18: 461-464.","8/5/2096","8/5/2096","","",1
"663",726,"Ding, J., Su, G., and Wen, J., 1992.  Study on the pebrine pathogens in Chinese tussah silkworm Antheraea pernyl Guerin-Meneville.  Canye Kexue 18: 88-92.","8/5/2096","8/5/2096","","",1
"664",727,"Lipa, J.J., 1977. Nosema porphyrinie n. sp., a new microsporidian parasite of Porphyrinia amasina Eversman (Lepidoptera, Noctuidae). Acta Protozoologica 16:131-134.","8/5/2096","8/5/2096","","",1
"665",728,"Purrini, K., and Baumler, W., 1976. Nosema ptyctimae sp. n., eine neue Mikrosporidie aus Rhysotria ardua C.L. Koch (Fam. Phthiracaridae, Ptyctima, Acarina). Anz Schadlingskunde Pflanzenschutz. Umweltschutz 49: 169-171.","8/5/2096","8/5/2096","","",1
"666",729,"Toguebaye, B.S., 1986. Contribution a la connaissance des Miscrosporidies (Protozoaires): Recherches ultrastructurales et biologiques sur les Microsporidies parasites dInsectes de la Senegambie. These. Universite des Sciences et Techniques du Languedoc. pp. 173-181.","8/5/2096","8/5/2096","","",3
"667",730,"Toguebaye, B.S., Seck, A., and Marchand, B., 1988. Histpathologie et ultrastructure de Nosema pyrgomorphae n. sp. (Microspora, Nosematidae) parasite de Pyrgomorpha conica tereticornis (Orthoptera, Pyrgomorphidae).  Arch. Protistenkd. 136: 283-292.","8/5/2096","8/5/2096","","",1
"668",731,"Lipa, J.J., 1977. Nosema pyrrhocoridis n.sp., anew microsporidian parasite of red soldier bug (Pyrrhocoris apterus L.) (Heteroptera, Pyrrhocoridae). Acta Protozoologica 16: 135-140.","8/6/2096","8/6/2096","","",1
"669",732,"Weiser, J., 1956. Nosema steinhausi n.sp., nova mikrosporidie z roztoce Tyrophagus noxius (Acarina, Tyroglyphidae). Cesk. Parasitol. 3: 187-192.","8/6/2096","8/6/2096","","",1
"670",733,"Fuji, J.K., and Tamashiro, M., 1972.  Nosema tephrititae sp. n., a microsporidian (Protozoa) pathogen of the Oriental fruit fly, Dacus dorsalis Hendel (Dipt., Tephritidae). Entomol. Soc. 21: 191-203.","8/6/2096","8/6/2096","","",1
"671",734,"Kudo, R., 1943.  Nosema termitis n.sp. parasitic in Reticulitermes flavipes. J. Morphol.  73: 265-279.","8/6/2096","7/2/2097","","",2
"672",735,"Purrini, K., 1977.  Uber eine neue Mikrosporidien-Krankheit, Nosema yponomeutae n.sp. (Microsporidia, Nosematidae) der Gespinstmotten Yponomeuta padella L. und Y. evonymella L. (Lep., Yponomeutidae). Anz. Schadlingskde., Pflanzenschutz Unweltschutz 50: 122-124.","8/6/2096","8/6/2096","","",2
"673",737,"Khodzhaeva, L.F., Krylova, S.V.,and Issi, I.V., 1990. Microsporidia of Simuliidae. FAN, Tashkent, pp. 80-81.","8/6/2096","8/6/2096","","",6
"674",738,"Levchenko, N.G., and Issi, I.V., 1973.  Mikrosporidii krovososuusich dvukrylynch. Regulatory cislennosti gnusia na jugo-vostoke Kazachstana. Alma-Ata. 42-63.","8/6/2096","2/7/2097","","",17
"675",740,"Weiser, J., and Ibrahim, M.E., 1985.  Two microsporidia (Microsporidia, Protozoa) infecting mosquitoes in sudan.  Vestn. CS. spol. zool.  49: 297-300.","8/6/2096","8/6/2096","","",1
"676",742,"Hazard, E. I. and Anthony, D. W., 1974.  A redescription of the genus Parathelohania Codreanu 1966 (Microsporida: Protozoa) with a reexamination of previously described species of Thelohania Henneguy 1892 and descriptions of two new species of Parathelohania from anopheline mosquitoes. USDA Tech. Bull.  No. 1505: 22-24.","8/6/2096","7/2/2097","","",7
"677",743,"Narasimhamurti, C.C., and Kalavati, C., 1976.  A new microsporidian, Pleistophora blatellae n.sp., from Blatella germanica (Orthoptera, Insecta). Proc. 1st. Int. Coll. Invertebr. Pathol. 377.","8/8/2096","8/8/2096","","",1
"678",744,"Weiser, J., 1956. Studien uber Mikrosporidien in Susswasser-Insekten II.  Cesk. Parasitol. 3: 193-202.","8/8/2096","8/8/2096","","",3
"679",745,"Purrini, K., 1984. Pleistophora carabidorum n. sp. (Microsporida, Microspora) - new microsporidian parasitizing reproductive organ of beetle Amara aenea Deg. (Carabidae, Coleoptera). Arch. Protistenkd. 128: 265-271.","8/8/2096","8/8/2096","","",1
"680",746,"Hiller, S.R., 1959. The morphology and life cycle of Plistophora scatopsi sp. nov. a microsporidian parasitic in the mid-gut of Scatopse notata Mg. (Diptera, Nematocera). Parasitology 49: 464-472.","8/8/2096","8/8/2096","","",1
"681",747,"Kalavati, C., and Narasimhamurti, C.C., 1976. A new microsporidian, Pleistophora eretesi n.sp., from Eretes sticticus (L.) (Dytiscidae, Coleoptera). Acta Protozoologica 15: 139-142.","8/8/2096","3/3/2099","","",1
"682",748,"Purrini, K., 1980. Pleistophora malthodes sp. n. (Microsporidia, Protozoa) - eine neue Mikrosporidie aus Malthodes fuscus Waltl. (Cantharidae, Coleoptera). Anz. Schadlingskde, Pflanzenshutz Umwltschutz 52: 87-88.","8/8/2096","8/8/2096","","",1
"683",749,"Trebitzky, C., 1992. Die pathogen der Waldmaikafers, Melolontha hippocastani, in Sudwestdeutschland und eine Beschreinbung einer neuen Microsporidie der Gattung Pleistophora.  MITTEILUNGEN DER DEUTSCHEN GESELLSCHAFT FUER ALLGEMEINE UND ANGEWANDTE ENTOMOLOGIE 8(1-3) 1991[1992]: 279-283.","8/8/2096","7/20/2099","","",1
"684",752,"Lipa, J.J., 1980. Plistophora syleptae n. sp., a new microsporidian parasite of Sylepta ruralis Scop. (Lepidoptera, Pyraustidae). Bull. Acad. Pol. Sci., SEr. biol. Cl. II, 28: 459-462. ","8/8/2096","8/8/2096","","",1
"685",753,"Fernandez, O.T., Munos de Hoyos, P., and Perez, G.R., 1993.  Microspora (Protozoa) en Simuliidae y ultraestructura de Polydispyrenia simulii y Polydispyrenia sp. nov. parasitos en simulidos de los Andes columbianos. Caldasia 17: 211-229.","8/8/2096","8/8/2096","","",1
"686",754,"Vedmed, A. I., Krylova, S. V., and Issi, I. V., 1991. The microsporidium Pulicispora xenopsyllae gen. n., sp. n. from fleas of the genus Xenopsylla.  Parazitologiya (St. Petersburg) 25(1): 13-19. (In Russian)","8/8/2096","7/12/2099","","",2
"687",755,"Issi, I.V., 1986. Microsporidia as a phylum of parasitic protozoa. Protozoology, Leningrad, p. 102.","8/8/2096","8/8/2096","","",1
"688",757,"Issi, I.V., 1968. Stempellia rubtsovi sp. n. (Microsporidia, Nosematidae), a microsporidian parasite of Odagmia caucasica larvae (Diptera, Simuliidae). Acta Ptorozool. 6: 345-353.","8/8/2096","2/5/2097","","",2
"689",758,"Tour, S., Rioux, J.-A., and Croset, H., 1971. Systematique et ecologie des Microsporidies (Microsporidi - Nosematidae) parasites des larves de Culicides (Diptera, Culicidae): Enquete sur les especes du Midi mediterraneen Stempellia tuzetae n. sp. Snn. Parasitol. Hum. Comp. 46: 295-223.","8/8/2096","8/8/2096","","",3
"690",759,"Leger, L., and Hesse, E., 1910. Cnidosporidies des larves dEphemeres. C.R. Acad. 150: 411-414.","8/8/2096","8/8/2096","","",3
"691",760,"Levchenko, I.G., 1977. Noviij vid mikrosporidiij -Thelohania assovi sp. n. (Microsporidia, Nosematidae) izlicinok moschek. Parazitologiya 11: 272-275.","8/8/2096","8/8/2096","","",1
"692",762,"Weiser, J., 1953. Prispevek k znalosti parasitu prastevnika americkeho (Hyphantria cunea Drury). Vest. Cz. Spol. zool. 17: 228.","8/8/2096","8/8/2096","","",2
"693",763,"Paillot, A., 1924. Sur Thelohania mesnili, Microsporidie nouvelle, parasite des chenilles de Pieris brassicae L.C.R. Soc. biol. 90: 501-503.","8/10/2096","4/1/2099","","",2
"694",764,"Lipa, J.J., 1977. thelohania ostriniae n.sp., a new microsporidian parasite of the European corn borer Ostrinia nubialis Hbn. (Lepidoptera, Pyralidae). Acta Protozoologica 16: 151-155.","8/10/2096","8/10/2096","","",1
"695",765,"Kramer, J. P., 1961. Thelohania thomsoni n.sp., a microsporidian parasite of Muscina assimilis (Fallen) (Diptera, Muscidae). J. Insect Pathol. 3: 259-594.","8/10/2096","7/1/2097","","",2
"696",766,"Kalavati, C., and Narasimhamurti, C.C., (1978). Anew microsporidian parasite, Toxoglugea tillargi sp. n. from an odonate, Tholymis tillarga. Acta Protozoologica 17: 279-283.","8/10/2096","8/10/2096","","",2
"697",767,"Mattes, O., 1928. Uber den Entwicklungsgang der Microsporidie Thelohania ephestiae und die von ihr hervorgerufenen Krankheitserscheinungen. Z. wiss. Zool. 132: 526-558.","8/10/2096","8/10/2096","","",2
"698",768,"Knell, J.D., and Allen, G.E., 1978. Morphology and ultrastructure of Unikaryon minutum sp. n. (Microsporida: Protozoa), a parasite of the southern pine beetle, Dendroctonus frontalis. Acta Protozoologica 17: 271-278.","8/10/2096","8/10/2096","","",1
"699",769,"Ignoffo, C.M., and Couch, T.L.  The nucleopolyhedrosis virus of Heliothis species as a microbial insecticide.  Chapter 17 [pp. 330-362] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.","8/10/2096","9/26/2000","","",NA
"700",770,"Abol-Ela, S., Fediere, G., Nour El-Din, A., Khamiss, O., and Salah, M., 1994. Restriction endonuclease analysis and diagnosis of the granulosis virus isolated from Spodoptera littoralis Boisd. in West Africa and multiplied in Egypt.  Bull. Fac. Agric., Univ. Cairo 45: 919-932.","8/11/2096","8/11/2096","","",NA
"701",771,"Fediere, G., Taha, A.A., Veyrunes, J.C., Lery, X., Zeddam, J.L., Abol-Ela, S., El Husseini, M., Giannotti, J., 1994.  Characterization of a picorna-like virus isolated from the maize stem borer Sesamia cretica Led. (Noctuidae) in Egypt.  Bulletin OILB srop, 17(3).","8/11/2096","8/11/2096","","",NA
"702",772,"Fediere, G., Lery, X., El-Sheikh, M.A.K., Salah, M., Masri, M., 1995. The polyspecific Densovirus of Mythimna loreyi: its host range on gramineous insect pests in Egyp, and its relplication on an established cell line. 5th European Meeting Microbial Control of Pests, Poznan, Poland. Abstract.","8/11/2096","8/11/2096","","",NA
"703",773,"Hostetter, D.L., and Puttler, B., 1991.  A new broad host spectrum nuclear polyhedrosis virus isolated from a celery looper, Anagrapha falcifera (Kirby), (Lepidoptera: Noctuidae).  Environ. Entomol. 20: 1480-1488.","8/13/2096","8/13/2096","","",NA
"704",774,"Munster-Swendsen, M.,  1991. The effect of sublethal neogregarine infections in the spruce needleminer, Epinotia tedella (Lepidoptera: Tortricidae).  Ecol. Entomol. 16: 211-219.","8/14/2096","8/14/2096","","",1
"705",775,"Gelernter, W. D., and Federici, B. A. 1986. Isolation, identification, and determination of virulence of a nuclear polyhedrosis virus from beet armyworm, Spodoptera exigua (Lepidoptera: Noctuidae).  Environ. Entomol. 15:240-245.","8/15/2096","8/15/2096","","",NA
"706",776,"Heimpel, A. M., and Adams, J. R. 1966. A new nuclear polyhedrosis of the cabbage looper, Trichoplusia ni.  J. Invert. Path. 8:340-346.","8/15/2096","8/15/2096","","",NA
"707",777,"Hughes, K. M., and Addison, R. B. 1970. Two nuclear polyhedrosis viruses of the Douglas-fir tussock moth.  J. Invert. Path. 16:196-204.","8/15/2096","8/15/2096","","",NA
