"","CitationCode","Reference","CreationDate","ModificationDate","ReadBy","GetIt","nvpCount"
"1488",1593,"Ludwig, F. W. 1946.  Studies on the protozoan fauna of the larvae of the cranefly Tipula abdominalis.  I.  Flagellates, amoeba, and gregarines.  Transactions of the American Microscopical Society 65:  189-214.","1/18/2099","1/18/2099","","",1
"1489",1594,"Shortt, H. E. 1923.  Herpetomonas ctenocephali Fantham; some observations on its life history and reactions to different environments.   Indian Journal of Medical Research 10:  721-738.","1/18/2099","1/24/2099","","",1
"1490",1595,"Vickerman, K.  1960.  Herpetomonas ludwigi (Kramar, 1950) n. comb., the trypanosomatid parasite of cranefly larvae (Diptera, Tipulidae).  Parasitology 50:  351-363.","1/18/2099","1/18/2099","","",1
"1491",1596,"Yamasaki, S. 1924.  Ueber Leptomonas ctenocephali, Trypanosoma lewisi und pathogene Trypanosomenarten im Hundefloh.  Archiv fur Protistenkunde 48:  136-179.","1/18/2099","1/24/2099","","",1
"1492",1597,"Durham, H. E.  1902.  Report of the yellow fever expedition to Para of the Liverpool School of Tropical Medicine and Medical Parasitology.  Thompson Yates Laboratories Reports 4:  479-563.","1/18/2099","1/18/2099","","",NA
"1493",1598,"Noc, F., and Stevenel, L.  1913.  Flore intestinale du Stegomyia fasciata adulte.  Bulletin de la Societe de Pathologie Exotique 6:  708-710.","1/18/2099","1/18/2099","","",NA
"1494",1599,"Sergent, Ed., and Sergent, Et.  1906.  Sur un flagelle nouveau de lintestin des Culex et des Stegomyia, Herpetomonas algeriense.  Sur un autre flagelle et sur des spirochaete de lintestin des larves, de moustiques.  Comptes Rendus des Seances de la Societe de Biologie 60:  291-293.","1/18/2099","1/18/2099","","",3
"1495",1600,"Heisch, R. B., and Garnham, P. C. C.  1953.  Fortuitous xenodiagnosis of bat trypanosomiasis.  Nature 172:  248.","1/18/2099","1/18/2099","","",2
"1496",1601,"Wallace, F. G., and Johnson, A.  1961.  The infectivity of old cultured strains of mosquito flagellates.  Journal of Insect Pathology 3:  75-80.","1/18/2099","1/18/2099","","",7
"1497",1602,"Viswanathan, D. K., and Bhatt, H. R.  1948.  A new species of protozoa met with in the salivary glands of A. culicifacies Giles, in the course of routine malaria survey:  Trypanosoma kalwanensis Journal of the National Malaria Society 7:  207-211.","1/18/2099","1/18/2099","","",1
"1498",1603,"Laird, M.  1956.  Studies of mosquito and freshwater ecology in the South Pacific.  Royal Society of New Zealand, Bulletin 6:  213 pp.","1/18/2099","1/18/2099","","",4
"1499",1604,"Schwetz, J.  1029.  The sporozoic and the zygotic index of the Anopheles of Stanleyville (Congo Belge).  Transactions of the Royal Society of Tropical Medicine and Hygiene 22:  457.","1/18/2099","1/18/2099","","",2
"1500",1605,"Lom, J. 1964.  The occurrence of a Crithidia-species within the gut of the honey-bee, Apis mellifica L.  Entomophaga, Memoire H; serie 2.  Colloque International de Pathologie dInsectes, Paris, 1962, pp. 91-93.","1/18/2099","1/24/2099","","",1
"1501",1606,"Lotmar, R. 1946.  Uber Flagellaten und Bakterien im Dunndarm der Honigbiene (Apis mellifica).  Beihefte zur Schweizerische Bienen-Zeitung 2 Heft 14:  50-76.","1/18/2099","1/24/2099","","",1
"1502",1607,"Missiroli, A.  1930.  Richerchi sui flagellate che si rescontrano nell Anopheles maculipennis.  Rivista di Malariologia 9:  111-119.","1/18/2099","1/18/2099","","",3
"1503",1608,"Lopez-Neyra, C. R., and Guardiola Mira, A.  1939.  Protozoos parasitos de los mosquitos y sus larvas en Espana.  Boletin de la Universidad de Granda 11:  83-101.","1/18/2099","1/18/2099","","",2
"1504",1609,"Ayroza Galvao, A. L., and Coutinho, J. O.  1941.  Nota sobre um flagelado parasita de anofielinos do subgenero Nyssorhynchus,  Herpetomonas pessoai n. sp.  Revista Brasileira de Biologia 1:  311-319.","1/18/2099","1/18/2099","","",2
"1505",1610,"Thomson, J. G., and Robertson, A.  1925.  A note of the flagellates of anophelines and culicines previously mentioned in the literature with a description of a crithidial form in a new host Anopheles umbrosus from the Federated Malay States.  Journal of Tropical Medicine and Hygiene 28:  419-424.","1/18/2099","1/18/2099","","",2
"1506",1611,"Noller, W.   1917.  Blut und Insectenflagellatensuchtung auf Platten.  Archiv fur Schiffs-und-Tropen-Hygiene 21:  53-94","1/23/2099","1/23/2099","","",1
"1507",1612,"Colas-Belcourt, J. and Nicolle, P.  1944.  Infestation experimentale, par voie digestive de triatomes avec un Leptomonas parasite Pyrrhocoris apterus L.  Bulletin de la Societe de Pathologie Exotique 37:  240-245. ","1/23/2099","2/15/2099","","",2
"1508",1613,"Mezincescu, D.  1908.  Les trypanosomes des moustiques et leurs relations avec les Haemoproteus des oiseaux.  Comptes Rendus des Seances de la Societe de Biologie 64:  975-976.","1/23/2099","1/23/2099","","",2
"1509",1614,"Prosen, A. F., Boehringer, E., and Zuretti, S., 1959.  Sobre un tripanosomido hallado en tabanos del genero Chrysops.  Anales del Instituto de Medicina Regional, Resistencia (Chaco) Argentina 5:  83-90.","1/23/2099","1/23/2099","","",1
"1510",1615,"Fraser, A. D., and Duke, H. L.  1912.  Various experiments.  Reports of the Sleeping Sickness Commission of the Royal Society 12:  75-78.","1/23/2099","1/23/2099","","",3
"1511",1616,"Rodhain, J., Pons, C., Branden, F. van den, and Bequaert, J., 1913.  Note sur les trypanosomides intestinaux dHaematopota au Congo belge.  Bulletin de la Societe de Pathologie Exotique 6:  182-184.","1/23/2099","1/23/2099","","",3
"1512",1617,"Jegen, G.  1924.  Die protozoare Parasitenfauna der Stechfliege Stomoxys calcitrans.  Zoologische Jahrubucher.  Abteilung fur Anatomie und Ontogenie der Tiere 46:  389-472.","1/23/2099","1/23/2099","","",5
"1513",1618,"Rodhain, J., Pons, C., Branden, F. van den, and Bequaert, J., 1912.  Leptomonas pangoniae, parasite de Pangonia infusca.  Bulletin de la Societe de Pathologie Exotique 5:  604-608. ","1/23/2099","1/23/2099","","",2
"1514",1619,"Wenyon, C. M. 1908.  Report of the traveling pathologist and protozoologist.  Third Report Wellcome Tropical Research Laboratories, Khartoum, pp. 121-168.","1/23/2099","1/23/2099","","",6
"1515",1620,"Thomson, J. G.  1933.  The natural occurrence of flagellates of the subgenus Strogomonas M. and A. Lwoff in the gut of Tabanus africanus from Nyassaland and Lucilia serricata in England.  Journal of Tropical medicine and Hygiene 36:  361-365.","1/23/2099","1/23/2099","","",2
"1516",1621,"Noller, W.  1916.  Die Ubertragung des Trypanosoma theileri Laveran 1902.  Vorlaufige Mitteilung.  Berlin Tierarztliche Wochenschrift 32:  457-460.  ","1/23/2099","1/23/2099","","",2
"1517",1622,"Wallace,  F. G.  1962.   The Trypansomatid parasites of horseflies with the description of Crithidia rileyi n. sp.  Journal of Protozoology 9:  53-58.","1/23/2099","1/23/2099","","",2
"1518",1623,"Bruce, D., Hamerton, A. E., and Bateman, H. R.  1911.  Experiments to ascertain if certain Tabanidae act as the carriers of Trypanosoma pecorum.  Proceedings of the Royal Society,  London Series B 83:  349-358.","1/23/2099","1/23/2099","","",6
"1519",1624,"Costa, B. F. Bruto da, SantAnna, F., Santos, H. Correia dos, and Aranjo Alvarez, M. G. de.  1915.  Relatorio final do missao da doenca do sono da ilha do Principe.  Arquivos de Higiene e Patologia Exoticas, Lisboa 5:  181-256.","1/23/2099","1/23/2099","","",1
"1520",1625,"Hollande,  A. A., 1922.  Herpetomonas lepto-trypanoides n. sp., flagelle a corps helicoidal de lintestin dune mouche (Dioctria rufipes Meig.).  Archives de Zoologie Experimentale et Generale 61, Notes et Revue (1): 29-34.","1/23/2099","1/23/2099","","",1
"1521",1626,"Laird, M.  1952.  Protozoological studies at Macquarie Island.  Transactions of the Royal Society of New Zealand 79:  583-588.","1/23/2099","1/23/2099","","",1
"1522",1627,"Roubaud, E.  1912.  Phenomenese autogamiques et formes trypanosomiennes chez quelques flagelles de muscides africains.  Comptes Rendus des Seances de la Societe de Biologie 72:  552-554.","1/23/2099","1/23/2099","","",NA
"1523",1628,"Roubaud, E.  1912.  Sur un nouveau flagelle a forme trypanosome des drosophiles dAfrique, Cercoplasma drosophilae n. sp.  Comptes Rendus des Seances de la Societe de Biologie 72:  554-556","1/23/2099","1/23/2099","","",1
"1524",1629,"Bayon, H. 1915.  Herpetomonidae found in Scatophaga hottentota and Chameleon pumilus.  Transactions of the Royal Society of South Africa 5:  61-63.","1/24/2099","1/24/2099","","",1
"1525",1630,"Nieschulz, O.  1935.  Uber zwei Trypanosoma-ahnliche Flagellaten aus Fannia canicularis.  Archiv fur Protistenkunde 85:  416-420.","1/24/2099","1/24/2099","","",2
"1526",1631,"Lloyd, L. 1924.  Note on the occurrence of a herpetomonad in Glossina morsitans.  Bulletin of Entomological Research 15:  185-186.","1/24/2099","1/24/2099","","",1
"1527",1632,"Leger, M.  1922.  Formes crithidiennes observees chez Lyperosia thirouxi Roubaud.  Comptes Rendus des Seances de la Societe de Biologie 87:  134-136.","1/24/2099","1/24/2099","","",1
"1528",1633,"Wenyon, C. M. 1911.  Oriental sore in Bagdad, together with observations on a gregarine in Stegomyia fasciata, the haemogregarine of dogs and the flagellates of house flies.  Parasitology 4:  273-344.","1/24/2099","1/24/2099","","",1
"1529",1634,"Macfie, J. W. S. 1913.  Preliminary note on the development of a human trypanosome in the gut of Stomoxys nigra.  Annals of Tropical Medicine and Parasitology 7:  359-362.","1/24/2099","1/24/2099","","",1
"1530",1635,"Corradetti, A.  1936.  Alcuni protozoi parassiti de Nycteribiidae del genera Listropoda.  Annali dIgiene, Roma 46:  444-448.  ","1/24/2099","1/24/2099","","",1
"1531",1636,"Reichenow, E. 1940.  Ostafrikanische Beobachtungen an Trypanosomiden.   Archiv fur Protistenkunde 94:  267-287.","1/24/2099","1/24/2099","","",1
"1532",1637,"Roubaud, E.  1911.  Cercoplasma (n. gen.) caulleryi (n. sp.); nouveau flagella a formes trypanosomiennes de lintestin dAuchmeromyia luteola Fabr. (Muscide).  Comptes Rendus des Seances de la Societe de Biologie 71:  503-505.","1/24/2099","1/24/2099","","",1
"1533",1638,"Shortt, H. E.  1923.  The pathogenicity of insect flagellates to vertebrates, with special reference to Herpetomonas ctenocephali Fantham.  Indian Journal of Medical Research 10:  908-933.","1/24/2099","1/24/2099","","",1
"1534",1639,"Fantham, H. B. 1912.  Herpetomonas pediculi nov. spec., parasitic in the alimentary tract of Pediculus vestimenti, the human body louse.  Proceedings of the Royal Society, Series B 84: 505-517.","1/24/2099","1/24/2099","","",1
"1535",1640,"Drbohlav, J. J. 1926.  The cultivation of Herpetomonas muscarum (Leidy 1856) Kent 1881 from Lucilia sericata.  Journal of Parasitology 12:  183-190.  ","1/24/2099","1/24/2099","","",2
"1536",1641,"Bellosillo, G. 1937.  Herpetomonas muscarum (Leidy) in Lucilia sericata Meigen.  Philippine Journal of Science 63:  285-305.","1/24/2099","1/24/2099","","",2
"1537",1642,"Prowazek, S. v.  1904.  Die Entwicklung von Herpetomonas, einen mit den Trypanosomen verwandten Flagellaten. (Vorlaufige Mitteilung).  Arbeiten aus dem Kaiserlichen Gesundheitsamte, Berlin 20:  440-452.","1/24/2099","1/24/2099","","",1
"1538",1643,"Noller, W.  1914.  Die Ubertragungsweise der Rattentrypanosomen. 2 Teil.  Archiv fur Protistenkunde 34:  295-335","1/24/2099","1/24/2099","","",2
"1539",1644,"Hollande,  A. C.1912.  Sur lHerpetomonas emphyti n. sp. parasite dune larve dhymenoptere, lEmphytus cinctus Klug.  Comptes Rendus des Seances de la Societe de Biologie 72:  940-942.  ","1/24/2099","1/24/2099","","",1
"1540",1645,"Franchini, G.  1922.  Flagellose du chou et des punaises du chou.  Bulletin de lat Societe de Pathologie Exotique 15:  163-165","1/24/2099","1/24/2099","","",2
"1541",1646,"Gibbs, A. J. 1951.  Crithidia sandoni sp. nov. in Holopterna alata (Hemiptera).  Journal of Parasitology 37:  587-593.","1/24/2099","1/24/2099","","",2
"1542",1647,"Shortt, 1923.  Record of kala-azar research work carried on at the King Edward VII Memorial Pasteur Institute, SHillong, during 1922.  Indian Journal of Medical Research 10: 1150-1168.","1/27/2099","1/27/2099","","",1
"1543",1648,"Drbohlav, J. J. 1925.  Studies on the relation of insect flagellates to Leishmaniasis.  American Journal of Hygiene 5:  580-621.","1/27/2099","1/27/2099","","",NA
"1544",1649,"Wallace, F. G.  1943.  Flagellate parasites of mosquitoes with special reference to Crithidia fasciculata Leger, 1902.  Journal of Parasitology 29:  196-205.","2/15/2099","2/15/2099","","",NA
"1545",1650,"Anderson, J. F. 1968.  Microsporidia parasitizing mosquitoes collected in Connecticut.  Journal of Invertebrate Pathology 11:  440-455.","2/21/2099","2/21/2099","","",2
"1546",1651,"Chapman, H. C. 1966.  The mosquitoes of Nevada.  University of Nevada Bulletin T-2, 43 pp.","2/21/2099","2/21/2099","","",1
"1547",1652,"Chapman, H. C., et al. 1970.  Protozoans, nematodes, and viruses of anophelines.  Miscellaneous Publications of the Entomological Society of America, 7:  134-139.","2/21/2099","2/21/2099","","",3
"1548",1653,"Hazard, E. I., and Weiser, J. 1968.  Spores of Thelohania in adult female Anopheles:  Development and transovarial transmission, and redescriptions of T. legeri Hesse and T. obesa Kudo.  Journal of Protozoology 15(4):  817-823.","2/21/2099","4/1/2099","","",1
"1549",1654,"Canning, E. U. 1957.  On the occurrence of Plistophora culicis Weiser in Anopheles gambiae.  Riv. Malario., 36: 39-50.","2/21/2099","2/21/2099","","",1
"1550",1655,"Camey-Pacheco, H. L. 1965.  Encuesta para determinar la presencia de Coelomomyces (Blastocladiales) y Thelohania (Sporozoa: Microsporidia), parasitos de larvas de Anopheles, en Guatemala, como contribucion a su posible control biologico.  Univ. San Carlos 67:  139-182","2/21/2099","2/21/2099","","",1
"1551",1656,"Laird, M. 1961.  New American locality records for four species of Coelomomyces (Blastocladiales: Coelomomycetaceae).  Journal of Insect Pathology 3:  249-253.","2/21/2099","2/21/2099","","",1
"1552",1657,"Undeen, A. H., and Alger, N. E. 1976.  Nosema algerae:  Infection of the white mouse by a mosquito parasite.  Exptl. Parasitol., 40: 86-88.","2/23/2099","2/23/2099","","",1
"1553",1658,"Sneller, V. P. 1979.  Inhibition of Dirofilaria immitis in gregarine-infected Aedes aegypti.   Preliminary observations.  Journal of Invertebrate Pathology 34(1):  62-70.","2/28/2099","6/16/2099","smb","",NA
"1554",1659,"Gad, A. M.; Maier, W. A.; and Piekarski, G.  1979.  Pathology of Anopheles stephensi after infection with Plasmodium berghei berghei.  II.  Changes in amino acid contents.  Z. Parasitenkd. 60(3):  263-275. ","2/28/2099","2/28/2099","","",1
"1555",1660,"Kilochitskii, P. J., Korzhov, V. M., and Sheremet, V. P. 1980.  [The effect of microsporidia upon the calorific value of tissues of bloodsucking mosquitoes larvae.  (in Russian, English summary)].  Parazitologiya (Leningr.) 14(4):  340-344.","2/28/2099","2/28/2099","","",1
"1556",1661,"Dylko, N. I. 1978.  Pathogenicity of Thelohania opacita Kudo 1922 to the blood-sucking mosquito larvae in the Bylorussian SSR.  In:  Fourth International Congress of Parasitology Warsaw, Poland, Short Communications, Section H, pp. 10-11.","2/28/2099","2/28/2099","","",1
"1557",1662,"Hazard, E. I., Andreadis, T. G., Joslyn, D. J., and Ellis, E. A. 1979.  Meiosis and its implications in the life cycle of Amblyospora and Parathelohania (Microspora).  J. Parasitol. 65(1):  117-122.","2/28/2099","2/28/2099","","",1
"1558",1663,"Ellis, R. A., and Chapman, H. C.  1980.  Mermithid parasites of Canadian anophelines.  Mosq. News 40(1):  115-116.","2/28/2099","2/28/2099","","",1
"1559",1664,"Glenn, F. E., and Chapman, H. C.  1978.  A natural epizootic of the aquatic fungus Lagenidium giganteum in the mosquito Culex territans.  Mosquito News, 38(4):   522-524.","3/1/2099","3/1/2099","","",1
"1560",1665,"Knight, A. L. 1980.  Host range and temperature requirements of Culicinomyces clavosporus.  J. Invertebr. Pathol.  36(3): 423-425.","3/1/2099","3/1/2099","","",2
"1561",1666,"Dubitskii, A. M., Dzerzhinskii, V. A., and Deshevykh, N. D.  1979.  [Pathogenic effect of the micorsporidian Pleistophora culicoidi on the larvae of punkies of the genus Culicoides.  (In Russian, English summary)]  Parazitologiya (Leningr.), 13(1):  80-81.","3/1/2099","3/1/2099","","",1
"1562",1667,"Chiu, M.-H.  1977.  [The gonotrophic cycle of the blood-sucking midge Culicoides riethi Kieffer, and the influence of its parasites.  (In Chinese, English summary)]  Acta Entomol. Sin., 20(1):  57-67.","3/1/2099","3/1/2099","","",1
"1563",1668,"Lacey, L. A., Mulla, M. S., and Dulmage, H. T. 1978.  Some factors affecting the pathogenicity of Bacillus thuringiensis Beliner against blackflies.  Environ. Entomol. 7(4):  583-588.","3/1/2099","3/1/2099","","",1
"1564",1669,"Undeen, A. H. 1979.  Simuliid larval midgut pH and its implications for control.  Mosquito News 39(2):  391-392.","3/1/2099","3/1/2099","","",NA
"1565",1670,"Sweeney, A. W.  1979.  Further observations on the host range of the mosquito fungus Culicinomyces.  Mosquito News 39(1): 140-142.","3/1/2099","3/1/2099","","",1
"1566",1671,"Yakushkina, V. M., and Dubitskii, A. M.  1980.  [First findings of the fungus Coelomycidium simulii in pape and imagoes of blackflies. (In Russian, English summary)]  Parazitologiya (Leningr.) 14(2):  183-184","3/1/2099","3/1/2099","","",1
"1567",1672,"Nam, E. A., and Dubitskii, A. M. 1978.  [Description of a new regulator of the numbers of bloodsucking blackflies, the fungus Simuliomyces lairdi g.n. sp. n. (Entomophthorales).  (In Russian)]  Vestn. Akad. Nauk. Kaz. SSR 1978(4):  73-75.","3/1/2099","3/1/2099","","",1
"1568",1673,"Shemanchuk, J. A., and Humber, R. A. 1978.  Entomophthora culicis (Phycomycetes: Entomophthorales) parasitizing black fly adults (Diptera: Simuliidae) in Alberta.  Canadian Entomologist 110(3):  253-256.","3/1/2099","3/1/2099","","",2
"1569",1674,"Federici, B. A., Lacey, L. A., and Mulla, M. S.  1977.  Coelomycidium simulii: a fungal pathogen in larvae of Simulium vittatum from the Colorado River.  Proc. Pap. Annu. Conf. Calif. Mosq. Vector Control Assoc. 45:  110-113.","3/1/2099","3/1/2099","","",1
"1570",1675,"Kadyrova, M. K., Shcherbak, V. P., and Scherban, Z. P. 1977.  [The effect of bacterial preparations on larvae of bloodsucking mosquitoes and horseflies. (In Russian)]  Dok. Akad. Nauk. Uzb. SSR 1977(1): 69-70.","3/2/2099","3/2/2099","","",1
"1571",1676,"Andreeva, R. V., and Levchenko, N. G. 1978.  [A study of the role of microsporidia in the natural biocoenoses of Tabanidae larvae.   (In Russian)]  Pp. 13-15 In:  I Vsesoyuznyi Sezd. parazit. (Poltava, Sentyabr 1978), Tezisy dokladov. Chast I.  Kiev, USSR, Naukova Dumka. ","3/2/2099","3/2/2099","","",2
"1572",1677,"Shcherbak, V. P., and Kadyrova, M. K. 1978.  [Entomogenous fungi of horse-fly larvae in Uzbekistan.  (In Russian)]  Uzb. Biol. Zh. 1978(2):  58-60.","3/2/2099","3/2/2099","","",2
"1573",1678,"Ben-Zeev, I., and Kenneth, R. G.  1980.  Zoophthora phytonomi and Conidiobolus osmodes (Zygomycetes, Entomophthoraceae), 2 pathogens of Hypera species (Coleoptera, Curculionidae) coincidental in time and place.  Entomophaga 25(2): 171-186.","3/2/2099","3/2/2099","","",1
"1574",1679,"Matanmi, A. 1979.  Entomophthora apiculata (Thaxter) Gustags.  (Zygomycetes, Entomophthorales) as a pathogen of calypterate flies in Nigeria.  Mycopathologia 69(3): 157-160.","3/2/2099","3/2/2099","","",1
"1575",1680,"Kapoor, J. N., and Chowdhury, P. N. 1976.  Notes on Indian microfungi.  Indian Phytopathol. 19(3): 348-352.","3/2/2099","3/2/2099","","",1
"1576",1681,"Kramer, J. P. 1981.  The house-fly mycosis caused by Entomophthora muscae: influence of relative humidity on infectivity and conidial germination.  J. NY. Enomol. Soc. 88(4): 236-240.","3/2/2099","3/2/2099","","",1
"1577",1682,"Kramer, J. P. 1980.  Entomophthora sepulchris Thaxter (Entomophthoraceae):  its rediscovery and experimentally induced infections in muscoid flies.  Mycopathologia 70(3):  163-167.","3/2/2099","3/2/2099","","",1
"1578",1683,"Ben-Zeev, I. and Uziel, A.  1979.  Monellia costalis, a new host for Zoophtora radicans and Entomophthora planchoniana (Zygomycetes: Entomophthoraceae) in Israel.  Phytoparasitica 7(3):  159-168.","3/2/2099","3/2/2099","","",1
"1579",1684,"Poinar, G. O., Jr., van der Geest, L., Helle, W., and Wassink, H. 1977.  Experiments with organisms from hosts other than Glossina.  Pp. 88-92 In Laird, M. (ed.) Tsetse:  The Future for Biological Methods in Integrated Control, International Development Research Centre, Ottawa.  ","3/3/2099","3/3/2099","","",5
"1580",1685,"Nelzina, E. N., Mironov, N. P., Sorokina, L. Y., and Baktinova, N. Z. 1978.  [The nature of the parasite-host relationship of Metarrhizium anisopliae (Metsch.) and Beauveria bassiana (Bals.) Vuill. (Fungi Imperfecti) with Ceratophyllus fasciatus (Siphonaptera).  (In Russian]     I. Vsesoyuznyi Sezd Parasit. Te isy Dokl. Chastl; Chast2 Chast3, Kiev, USSR, Naukova Dumka, 2:  29-30.  First All-Union Conf. of Parasitocoenologists, (Poltava, September, 1978) Abstr. of Repts. Part 1; Part 2; Part 3. )]","3/3/2099","3/3/2099","","",2
"1581",1686,"Nelzina, E. N., Mironov, N. P., Sorokina, L. Y., and Baktinova, N. Z. 1978.  [The pattern of parasite-host relationships of enomopathogenic fungi Metarrhizium anisoplieae (Metsch.) Sorokin and Beauveria bassiana (Bals.) Vuill. (Fungi Imperfecti) with fleas Ceratophyllus fasciatus Bosc. (Siphonaptera). (In Russian, English summary)]  Med. Parazitol. Parazit. Bolezni, 47(4): 86-89.  ","3/3/2099","3/3/2099","","",2
"1582",1687,"Bower, S. M., and Woo, P. T. K. 1981.  Development of Trypanosoma (Schizotrypanum) hedricki in Cimex brevis (Hemiptera: Cimicidae).  Can. J. Zool. 59(3):  546-554","3/3/2099","3/3/2099","","",1
"1583",1688,"Narasimhamurti, C.C., and Kalavati, C., 1978.  A new microsporidian, Pleistophora blatellae sp. n. from the malpighian tubules of Blattella germanica.  Acta Protozool. 17(3):  461-466.","3/3/2099","3/3/2099","","",1
"1584",1689,"Khan, A. M. 1974.  Isolation of an intracellular bacterium from Cimex hemipterus.  Indian J. Entomol. 36(3): 240-241.","3/3/2099","3/3/2099","","",1
"1585",1690,"Barrett, T. V.  1977.  Triatominae (Hemiptera: Reduviidae) as hosts of coccidia.  Trans. Roy. Soc. Trop. Med. Hyg. 71(5): 382-383.","3/3/2099","3/3/2099","","",3
"1586",1691,"Barrett, T. V., and Oliveira, T. S. de. 1977.  A trypanosome, indistinguishable from Trypanosoma rangeli, in the haemolymph of  Rhodnius domesticus from Brazil.  Trans. Roy. Soc. Trop. Med. Hyg. 71(5):  445-446.","3/3/2099","3/3/2099","","",1
"1587",1692,"Pushkala, K. and  Muralirangan, M. C. 1998.  Life History and description of Leidyana subramanii sp. n. (Apicomplexa:Eugregarinida).  A new cephaline gregarine parasite of a grasshopper (Insecta: Orthoptera) in Tamil Nadu, India.Acta Protozoologica  37: 247 - 258.","3/5/2099","3/5/2099","","",1
"1588",1693,"Gaino, E. and  Rebora, M.  1998.  Contribution to the Study of Enterocystis racovitzai, a Gregarine Parasite of Baetis rhodani (Ephemeroptera: Baetidae).  Acta Protozoologica 7: 125 - 131. ","3/5/2099","3/5/2099","","",1
"1589",1694,"Clopton, R. E. 1998.  Revision of the genus Torogregarina and description of Torogregarina sphinx n. sp. (Apicomplexa: Eugregarinida) from a Missouri River bank beetle, Bembidion laevigatum (Coleoptera: Carabidae), in Southeastern Nebraska. Journal of Parasitology 84: 823-827. ","3/17/2099","4/8/2099","smb","",1
"1590",1695,"Clopton, R. E., and Lucarotti, C. J. 1997. Leidyana canadensis N. Sp. (Apicomplexa:  Eugregarinida) from larval Eastern Hemlock Looper, Lambdina fiscellaria fiscellaria (Lepidoptoera: Geometridae).  Journal of Eukaryotic Microbiology 44: 383-387. ","3/17/2099","4/8/2099","smb","",1
"1591",1696,"Clopton R. E. 1996.  Leidyana migrator, n. sp. (Apicomplexa: Eugregarinida: Leidyanidae) from the Madagascar hissing cockroach, Gromphadorhina portentosa (Insecta: Blattodea). Invertebrate Biology 114: 271-278. ","3/17/2099","4/8/2099","smb","",1
"1592",1697,"Clopton, R. E. 1995.  Domadracunculus janovyii n. gen., n. sp., (Apicomplexa: Actinocephalidae) described from adults of Ischnura verticalis (Odonata: Zygoptera) in Texas. Journal of Parasitology 81:  256-260. ","3/17/2099","4/8/2099","smb","",1
"1593",1698,"Clopton, R. E. & R. E. Gold. 1996.  Host specificity of Gregarina blattarum von Siebold, 1839 (Apicomplexa: Eugregarinida) among five species of domiciliary roaches. Journal of Invertebrate Pathology 67: 219-223. ","3/17/2099","4/8/2099","smb","",1
"1594",1699,"Clopton, R. E., and Janovy, J., Jr. 1993.   Developmental niche structure in the gregarine assemblage parasitizing Tenebrio molitor.  Journal of Parasitology 79:  701-709. ","3/17/2099","4/8/2099","smb","",3
"1595",1700,"Clopton R. E., Percival, T. J., and Janovy, J., Jr. 1993. Nubenocephalus nebraskensis N. Gen., N. Sp. (Apicomplexa: Actinocephalidae) described from Argia bipunctulata (Odonata: Zygoptera). Journal of Parasitology 79: 533-537. ","3/17/2099","4/8/2099","smb","",2
"1596",1701,"Clopton, R. E., Percival, T. J., and Janovy, J., Jr. 1992.  Host stadium specificity in the gregarine assemblage parasitizing Tenebrio molitor. Journal of Parasitology 78: 334-337. ","3/17/2099","4/8/2099","smb","",4
"1597",1702,"Maddox, J. V.; Baker, M. D.; Jeffords, M. R.; Kuras, M; Linde, A.; Solter, L. F.; McManus, M. L.; Vavra, J.; and Vossbrinck, C. R.  1999.  Nosema portugal, N. SP., isolated from gypsy moths (Lymantria dispar L.) collected in Portugal.   Journal of Invertebrate Pathology 73:  1-14.","3/21/2099","4/8/2099","smb","",1
"1598",1703,"Theodorides, J. 1988.  Gregarines of Chrysomelidae.  In P. Jolivet, E. Petitpierre, and T. H. Hsiao (eds.), Biology of Chrysomelidae.  Kluwer Academic Publishers.","3/21/2099","4/8/2099","smb","",12
"1599",1704,"Lipa, J. J., and Simchuk, P. 1979.  Chrysomela menthastri Suffr. as a host for Gregarina munieri (Schneider) and Gregarina crenata (Bhatia and Setna).  Bull. Acad. Pol. Sci., Ser. Sci. Biol. 27:  105-108.","3/21/2099","3/21/2099","","",2
"1600",1705,"Kundu, T. K., and Haldar, D. P. 1984.  Observations on Quadruhyalodiscus gallerucidae sp. nov. (Apicomplexa: Sporozoa) from a chrysomelid beetle, Gallerucida bicolor, Arch. f. Protist. 128:  327-334.","3/21/2099","3/21/2099","","",1
"1601",1706,"Theodorides, J.; Desportes, I.; and Jolivet, P.; 1972.  Gregarines de la Nouvelle-Guinee et des iles voisines.  Cahiers Pacif. 16: 110-168.","3/21/2099","3/21/2099","","",1
"1602",1707,"Cossentine, J. E., and Lewis, L. C., 1987.  Development of Macrocentrus grandii Goidanich within microsporidian-infected Ostrinia nubilalis (Hubner) host larvae.  Can. J. Zool. 65:  2532-2535.","3/22/2099","4/8/2099","smb","",6
"1603",1708,"Andreadis, T. G.  1980.  Nosema pyrausta infection in Macrocentrus grandii, a braconid parasite of the European corn borer, Ostrinia nubilalis. J. Invertebr. Pathol. 3:  229-233.","3/22/2099","3/22/2099","","",1
"1604",1709,"Siegel, J. P.; Maddox, J. V.; and Ruesink, W. G. 1986.  Impact of Nosema pyrausta on a braconid, Macrocentrus grandii in central Illinois.  J. Invertebr. Pathol. 47:  271-276.","3/22/2099","3/22/2099","","",1
"1605",1710,"McCoy, E. E. 1947.  Elimination of a microsporidian parasite in the mass rearing of macrocentrus ancylivorus.  J. N. Y. Entomol. Soc. 55:  51-55.","3/22/2099","3/22/2099","","",1
