"ERNnem","refCode","Reference","HostSpecies","PathogenSpecies","HostTaxID","HostGenus","HostFamily","HostOrder","HostClass","PathTaxID","PathGenus","PathFamily","PathOrder","PathClass","PathKingdom"
160,1271,"Klein, M. G., 1990.  Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","Rhizotrogus majalis","Heterorhabditis sp.",221092,"Amphimallon","Scarabaeidae","Coleoptera","Insecta",37861,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
161,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Phyllopertha horticola","Heterorhabditis megidis",207390,"Phyllopertha","Scarabaeidae","Coleoptera","Insecta",52065,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
162,1271,"Klein, M. G., 1990.  Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","Costelytra zealandica","Steinernema glaseri",50579,"Costelytra","Scarabaeidae","Coleoptera","Insecta",37863,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
163,1271,"Klein, M. G., 1990.  Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","Costelytra zealandica","Heterorhabditis bacteriophora",50579,"Costelytra","Scarabaeidae","Coleoptera","Insecta",37862,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
164,1271,"Klein, M. G., 1990.  Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","Adoryphorus couloni","Steinernema glaseri",NA,NA,NA,NA,NA,37863,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
165,1271,"Klein, M. G., 1990.  Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","Alissonotum impressicolle","Steinernema glaseri",NA,NA,NA,NA,NA,37863,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
166,1271,"Klein, M. G., 1990.  Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","Ligyrus subtropicus","Steinernema glaseri",NA,NA,NA,NA,NA,37863,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
167,1271,"Klein, M. G., 1990.  Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","Alissonotum impressicolle","Heterorhabditis sp.",NA,NA,NA,NA,NA,37861,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
168,1271,"Klein, M. G., 1990.  Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","Ligyrus subtropicus","Steinernema carpocapsae",NA,NA,NA,NA,NA,34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
169,1271,"Klein, M. G., 1990.  Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","Popillia japonica","Steinernema carpocapsae",7064,"Popillia","Scarabaeidae","Coleoptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
170,1271,"Klein, M. G., 1990.  Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","Otiorhynchus sulcatus","Heterorhabditis bacteriophora",122849,"Otiorhynchus","Curculionidae","Coleoptera","Insecta",37862,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
171,1271,"Klein, M. G., 1990.  Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","Otiorhynchus sulcatus","Heterorhabditis bacteriophora",122849,"Otiorhynchus","Curculionidae","Coleoptera","Insecta",37862,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
172,1271,"Klein, M. G., 1990.  Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","Otiorhynchus sulcatus","Heterorhabditis sp.",122849,"Otiorhynchus","Curculionidae","Coleoptera","Insecta",37861,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
173,1271,"Klein, M. G., 1990.  Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","Otiorhynchus ovatus","Steinernema carpocapsae",202098,"Otiorhynchus","Curculionidae","Coleoptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
174,1271,"Klein, M. G., 1990.  Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","Otiorhynchus ovatus","Steinernema glaseri",202098,"Otiorhynchus","Curculionidae","Coleoptera","Insecta",37863,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
175,1271,"Klein, M. G., 1990.  Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","Otiorhynchus ovatus","Heterorhabditis bacteriophora",202098,"Otiorhynchus","Curculionidae","Coleoptera","Insecta",37862,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
176,1271,"Klein, M. G., 1990.  Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","Diaprepes abbreviatus","Steinernema carpocapsae",13040,"Diaprepes","Curculionidae","Coleoptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
177,1271,"Klein, M. G., 1990.  Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","Diaprepes abbreviatus","Steinernema glaseri",13040,"Diaprepes","Curculionidae","Coleoptera","Insecta",37863,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
178,1271,"Klein, M. G., 1990.  Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","Graphognathus sp.","Steinernema carpocapsae",NA,NA,NA,NA,NA,34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
179,1271,"Klein, M. G., 1990.  Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","Graphognathus sp.","Steinernema glaseri",NA,NA,NA,NA,NA,37863,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
180,1271,"Klein, M. G., 1990.  Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","Hylobius abietis","Steinernema carpocapsae",201999,"Hylobius","Curculionidae","Coleoptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
181,1271,"Klein, M. G., 1990.  Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","Curculio caryae","Steinernema carpocapsae",13025,"Curculio","Curculionidae","Coleoptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
182,1271,"Klein, M. G., 1990.  Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","Sphenophorus parvulus","Steinernema carpocapsae",2051964,"Sphenophorus","Curculionidae","Coleoptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
183,1271,"Klein, M. G., 1990.  Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","Sphenophorus parvulus","Heterorhabditis bacteriophora",2051964,"Sphenophorus","Curculionidae","Coleoptera","Insecta",37862,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
8,1301,"Begley, J. W., 1990.  Efficacy against insect in habitats other than soil, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","Anasa tristis","Steinernema carpocapsae",236421,"Anasa","Coreidae","Hemiptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
184,1301,"Begley, J. W., 1990.  Efficacy against insect in habitats other than soil, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","Holcocerus insularis","Steinernema affinis",1206366,"Streltzoviella","Cossidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
9,1301,"Begley, J. W., 1990.  Efficacy against insect in habitats other than soil, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","Amyelois transitella","Steinernema carpocapsae",680683,"Amyelois","Pyralidae","Lepidoptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
185,1301,"Begley, J. W., 1990.  Efficacy against insect in habitats other than soil, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","Cydia pomonella","Steinernema carpocapsae",82600,"Cydia","Tortricidae","Lepidoptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
186,1301,"Begley, J. W., 1990.  Efficacy against insect in habitats other than soil, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","Platyptilia carduidactyla","Steinernema carpocapsae",989796,"Platyptilia","Pterophoridae","Lepidoptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
187,1301,"Begley, J. W., 1990.  Efficacy against insect in habitats other than soil, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","Monochamus alternatus","Steinernema carpocapsae",192382,"Monochamus","Cerambycidae","Coleoptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
188,1301,"Begley, J. W., 1990.  Efficacy against insect in habitats other than soil, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","Monochamus alternatus","Steinernema glaseri",192382,"Monochamus","Cerambycidae","Coleoptera","Insecta",37863,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
10,1301,"Begley, J. W., 1990.  Efficacy against insect in habitats other than soil, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","Monochamus alternatus","Steinernema feltiae",192382,"Monochamus","Cerambycidae","Coleoptera","Insecta",52066,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
189,1301,"Begley, J. W., 1990.  Efficacy against insect in habitats other than soil, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","Monochamus alternatus","Heterorhabditis bacteriophora",192382,"Monochamus","Cerambycidae","Coleoptera","Insecta",37862,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
190,1301,"Begley, J. W., 1990.  Efficacy against insect in habitats other than soil, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","Liriomyza trifolii","Steinernema carpocapsae",198433,"Liriomyza","Agromyzidae","Diptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
191,1301,"Begley, J. W., 1990.  Efficacy against insect in habitats other than soil, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","Blattella germanica","Steinernema carpocapsae",6973,"Blattella","Ectobiidae","Blattodea","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
227,1301,"Begley, J. W., 1990.  Efficacy against insect in habitats other than soil, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","Periplaneta americana","Heterorhabditis zealandica",6978,"Periplaneta","Blattidae","Blattodea","Insecta",70532,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
20,1301,"Begley, J. W., 1990.  Efficacy against insect in habitats other than soil, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","Musca domestica","Heterorhabditis bacteriophora",7370,"Musca","Muscidae","Diptera","Insecta",37862,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
21,1301,"Begley, J. W., 1990.  Efficacy against insect in habitats other than soil, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","Musca domestica","Steinernema carpocapsae",7370,"Musca","Muscidae","Diptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
192,1301,"Begley, J. W., 1990.  Efficacy against insect in habitats other than soil, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","Lycoriella auripila","Steinernema carpocapsae",NA,NA,NA,NA,NA,34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
11,1301,"Begley, J. W., 1990.  Efficacy against insect in habitats other than soil, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","Lycoriella auripila","Steinernema feltiae",NA,NA,NA,NA,NA,52066,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
22,1301,"Begley, J. W., 1990.  Efficacy against insect in habitats other than soil, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","Lycoriella auripila","Heterorhabditis bacteriophora",NA,NA,NA,NA,NA,37862,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
193,1301,"Begley, J. W., 1990.  Efficacy against insect in habitats other than soil, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","Alphitobius diaperinus","Steinernema carpocapsae",27448,"Alphitobius","Tenebrionidae","Coleoptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
194,1301,"Begley, J. W., 1990.  Efficacy against insect in habitats other than soil, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","Lissorhoptrus oryzophilus","Steinernema carpocapsae",308863,"Lissorhoptrus","Brachyceridae","Coleoptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
23,1293,"Nguyen, K. B. and Smart, G. C., 1991. Pathogenicity of Steinernema scapterisci to selected invertebrates.  Journal of Nematology 23: 7-11.","Gryllus sp.","Steinernema scapterisci",6998,"Gryllus","Gryllidae","Orthoptera","Insecta",90986,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
24,1293,"Nguyen, K. B. and Smart, G. C., 1991. Pathogenicity of Steinernema scapterisci to selected invertebrates.  Journal of Nematology 23: 7-11.","Periplaneta americana","Steinernema scapterisci",6978,"Periplaneta","Blattidae","Blattodea","Insecta",90986,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
25,1293,"Nguyen, K. B. and Smart, G. C., 1991. Pathogenicity of Steinernema scapterisci to selected invertebrates.  Journal of Nematology 23: 7-11.","Scapteriscus abbreviatus","Steinernema scapterisci",935121,"Scapteriscus","Gryllotalpidae","Orthoptera","Insecta",90986,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
26,1293,"Nguyen, K. B. and Smart, G. C., 1991. Pathogenicity of Steinernema scapterisci to selected invertebrates.  Journal of Nematology 23: 7-11.","Anticarsia gemmatalis","Steinernema scapterisci",129554,"Anticarsia","Erebidae","Lepidoptera","Insecta",90986,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
27,1293,"Nguyen, K. B. and Smart, G. C., 1991. Pathogenicity of Steinernema scapterisci to selected invertebrates.  Journal of Nematology 23: 7-11.","Feltia subterranea","Steinernema scapterisci",691542,"Agrotis","Noctuidae","Lepidoptera","Insecta",90986,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
28,1293,"Nguyen, K. B. and Smart, G. C., 1991. Pathogenicity of Steinernema scapterisci to selected invertebrates.  Journal of Nematology 23: 7-11.","Galleria mellonella","Steinernema scapterisci",7137,"Galleria","Pyralidae","Lepidoptera","Insecta",90986,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
29,1293,"Nguyen, K. B. and Smart, G. C., 1991. Pathogenicity of Steinernema scapterisci to selected invertebrates.  Journal of Nematology 23: 7-11.","Spodoptera frugiperda","Steinernema scapterisci",7108,"Spodoptera","Noctuidae","Lepidoptera","Insecta",90986,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
30,1293,"Nguyen, K. B. and Smart, G. C., 1991. Pathogenicity of Steinernema scapterisci to selected invertebrates.  Journal of Nematology 23: 7-11.","Apis mellifera","Steinernema scapterisci",7460,"Apis","Apidae","Hymenoptera","Insecta",90986,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
195,1307,"Koppenhofer, A., observer.  Department of Nematology, University of California-Davis, Davis, CA 95616.","Sphenophorus venatus","Heterorhabditis bacteriophora",122822,"Sphenophorus","Curculionidae","Coleoptera","Insecta",37862,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
196,1271,"Klein, M. G., 1990.  Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","Cyclocephala borealis","Steinernema carpocapsae",1546013,"Cyclocephala","Scarabaeidae","Coleoptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
197,1271,"Klein, M. G., 1990.  Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","Cyclocephala borealis","Steinernema carpocapsae",1546013,"Cyclocephala","Scarabaeidae","Coleoptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
198,1271,"Klein, M. G., 1990.  Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","Cyclocephala borealis","Steinernema carpocapsae",1546013,"Cyclocephala","Scarabaeidae","Coleoptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
199,1271,"Klein, M. G., 1990.  Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","Cyclocephala borealis","Steinernema carpocapsae",1546013,"Cyclocephala","Scarabaeidae","Coleoptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
200,1271,"Klein, M. G., 1990.  Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","Cyclocephala borealis","Steinernema carpocapsae",1546013,"Cyclocephala","Scarabaeidae","Coleoptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
201,1271,"Klein, M. G., 1990.  Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","Cyclocephala borealis","Steinernema carpocapsae",1546013,"Cyclocephala","Scarabaeidae","Coleoptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
202,1271,"Klein, M. G., 1990.  Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","Cyclocephala borealis","Steinernema anomali",1546013,"Cyclocephala","Scarabaeidae","Coleoptera","Insecta",52070,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
203,1271,"Klein, M. G., 1990.  Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","Cyclocephala borealis","Steinernema glaseri",1546013,"Cyclocephala","Scarabaeidae","Coleoptera","Insecta",37863,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
204,1271,"Klein, M. G., 1990.  Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","Cyclocephala borealis","Heterorhabditis bacteriophora",1546013,"Cyclocephala","Scarabaeidae","Coleoptera","Insecta",37862,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
205,1271,"Klein, M. G., 1990.  Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","Cyclocephala borealis","Heterorhabditis megidis",1546013,"Cyclocephala","Scarabaeidae","Coleoptera","Insecta",52065,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
206,1271,"Klein, M. G., 1990.  Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","Popillia japonica","Steinernema carpocapsae",7064,"Popillia","Scarabaeidae","Coleoptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
207,1271,"Klein, M. G., 1990.  Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","Popillia japonica","Steinernema carpocapsae",7064,"Popillia","Scarabaeidae","Coleoptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
208,1271,"Klein, M. G., 1990.  Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","Popillia japonica","Steinernema carpocapsae",7064,"Popillia","Scarabaeidae","Coleoptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
209,1271,"Klein, M. G., 1990.  Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","Popillia japonica","Steinernema carpocapsae",7064,"Popillia","Scarabaeidae","Coleoptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
210,1271,"Klein, M. G., 1990.  Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","Popillia japonica","Steinernema carpocapsae",7064,"Popillia","Scarabaeidae","Coleoptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
211,1271,"Klein, M. G., 1990.  Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","Popillia japonica","Steinernema carpocapsae",7064,"Popillia","Scarabaeidae","Coleoptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
212,1271,"Klein, M. G., 1990.  Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","Popillia japonica","Steinernema anomali",7064,"Popillia","Scarabaeidae","Coleoptera","Insecta",52070,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
213,1271,"Klein, M. G., 1990.  Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","Popillia japonica","Steinernema glaseri",7064,"Popillia","Scarabaeidae","Coleoptera","Insecta",37863,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
214,1271,"Klein, M. G., 1990.  Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","Popillia japonica","Heterorhabditis bacteriophora",7064,"Popillia","Scarabaeidae","Coleoptera","Insecta",37862,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
215,1237,"Poinar, G. O., Jr., 1992. Nematodes associated with Scarabaeidae, in  Use of Pathogens in Scarab Pest Management (Jackson, T.A. & Glare, T.R., eds.) Intercept, Andover. pp 93-109","Melolontha afflicta","Steinernema bothynodera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,1237,"Poinar, G. O., Jr., 1992. Nematodes associated with Scarabaeidae, in  Use of Pathogens in Scarab Pest Management (Jackson, T.A. & Glare, T.R., eds.) Intercept, Andover. pp 93-109","Amphimallon solstitialis","Steinernema georgica",360071,"Amphimallon","Scarabaeidae","Coleoptera","Insecta",NA,NA,NA,NA,NA,NA
