"RefCode","Citation","ERNv","HostSpecies","PathogenSpecies","HostTaxID","HostGenus","HostFamily","HostOrder","HostClass","PathTaxID","PathGenus","PathFamily","PathOrder","PathClass","PathKingdom"
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",921,"Dendrolimus punctatus","NPV",238572,"Dendrolimus","Lasiocampidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",922,"Dendrolimus punctatus tehchangensis","NPV",238572,"Dendrolimus","Lasiocampidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",923,"Diprion liuwanenis","NPV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",924,"Erannis ankeraria","NPV",722663,"Erannis","Geometridae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",925,"Eriogyna pyretorum","NPV",364026,"Eriogyna","Saturniidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",926,"Euproctis bipunctapex","NPV",1706469,"Arna","Erebidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",927,"Euproctis kargalika","NPV",1706455,"Euproctis","Erebidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",928,"Euproctis varians","NPV",2249549,"Euproctis","Erebidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",929,"Euproctis vitellina","NPV",2163880,"Euproctis","Erebidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",930,"Gastropacha quercifolia","NPV",1502188,"Gastropacha","Lasiocampidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",931,"Gynaephora ruoergensis","NPV",1565377,"Gynaephora","Erebidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",932,"Hyphorma minax","NPV",1939682,"Hyphorma","Limacodidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",933,"Iragoides fasciata","NPV",571204,"Iragoides","Limacodidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",934,"Leucoma ochropoda","NPV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",935,"Jankowskia athleta","NPV",1502334,"Jankowskia","Geometridae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",936,"Lebeda nobilis","NPV",1502199,"Lebeda","Lasiocampidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",937,"Lymantria mathura ","NPV",335468,"Lymantria","Erebidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",938,"Lymantria viola ","NPV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",939,"Lymantria xylina ","NPV",78901,"Lymantria","Erebidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",940,"Mahasena oolona","NPV",2024751,"Mahasena","Psychidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",941,"Mesoneura rufonota","NPV",1384683,"Moricella","Tenthredinidae","Hymenoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",942,"Calliteara axutha","CPV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",943,"Dendrolimus punctatus wenshanensis","CPV",238572,"Dendrolimus","Lasiocampidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",944,"Dendrolimus tehchangensis","CPV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",945,"Dendrolimus tabulaeformis","CPV",416556,"Dendrolimus","Lasiocampidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",946,"Micromelalopha troglodyta","CPV",660574,"Micromelalopha","Notodontidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",947,"Pleonomus canaliculatus","CPV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",948,"Setora suberecta","CPV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",949,"Stilpnotia candida","CPV",1473150,"Leucoma","Erebidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",950,"Thosea postornata","CPV",2249629,"Setora","Limacodidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",951,"Apis mellifera","Picornavirus  ",7460,"Apis","Apidae","Hymenoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",952,"Apis sinensis","Picornavirus ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",953,"Aeropus sibiricus","EPV",1007316,"Gomphocerus","Acrididae","Orthoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",954,"Catopsilia pomona","DNV",320267,"Catopsilia","Pieridae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",955,"Dendrolimus punctatus","DNV",238572,"Dendrolimus","Lasiocampidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",956,"Odontosia morosa","Odontosia morosa DNV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",957,"Artogeia rapae","Pieris rapae DNV",64459,"Pieris","Pieridae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",958,"Trilocha varians","Ocinara varians DNV",941097,"Trilocha","Bombycidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",959,"Orgyia antiqua","Orgyia antiqua DNV",335469,"Orgyia","Erebidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",960,"Orgyia postia","Orgyia postia DNV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",961,"Papilio xuthus","Papilio xuthus DNV",66420,"Papilio","Papilionidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",962,"Parasa bicolor","Parasa bicolor DNV",1509328,"Parasa","Limacodidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",963,"Parasa consocia","Parasa consocia DNV",1481755,"Parasa","Limacodidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",964,"Parasa lepida","Parasa lepida DNV",1038400,"Parasa","Limacodidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",965,"Parasa sinica","Parasa sinica DNV",1509347,"Parasa","Limacodidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",966,"Parastichtis basilinea","Parastichtis basilinea DNV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",967,"Parnara guttata","Parnara guttata DNV",218706,"Parnara","Hesperiidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",968,"Pelopidas mathias ","Pelopidas mathias DNV",218750,"Pelopidas","Hesperiidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",969,"Perina nuda","Perina nuda DNV",497517,"Perina","Erebidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",970,"Phalera assimilis","Phalera assimilis DNV",1331057,"Phalera","Notodontidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",971,"Phalera flavescens","Phalera flavescens DNV",13634,"Phalera","Notodontidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",972,"Samia cynthia","Samia cynthia DNV",7127,"Samia","Saturniidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",973,"Samia cynthia ricini","Samia cynthia ricini DNV",63990,"Samia","Saturniidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",974,"Samia tendinosaria","Samia tendinosaria DNV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",975,"Pleonomus canaliculatus","Pleonomus canaliculatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",976,"Plusia agnata","DNV",254370,"Ctenoplusia","Noctuidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",977,"Plusia eriosoma","DNV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",978,"Trichoplusia ni","DNV",7111,"Trichoplusia","Noctuidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",979,"Plusia nigrisigna","DNV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",980,"Plusia nigrisigna","Plusia nigrisigna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",981,"Euproctis scintillans","DNV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",982,"Spodoptera litosia","DNV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",983,"Rodolia mehicana","DNV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",984,"Scopelodes contracta","DNV",1939687,"Scopelodes","Limacodidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",985,"Scopelodes venosa","DNV",2249627,"Scopelodes","Limacodidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",986,"Scopula  subkunctaria","DNV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",987,"Discestra trifolii","DNV",987454,"Anarta","Noctuidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",988,"Setora suberecta","DNV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",989,"Spilosoma subcarnea","DNV",1078815,"Spilarctia","Erebidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",990,"Spilarctia obliqua","DNV",1288830,"Spilarctia","Erebidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",991,"Stilpnotia candida","DNV",1473150,"Leucoma","Erebidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",992,"Leucoma salicis","DNV",688415,"Leucoma","Erebidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",993,"Sucra jujuba","DNV",1563999,"Sucra","Geometridae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",994,"Bombyx mandarina","DNV",7092,"Bombyx","Bombycidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",995,"Theretra japonica","DNV",644662,"Theretra","Sphingidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",996,"Sphinx pinastri","DNV",987436,"Sphinx","Sphingidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",997,"Thosea postornata","DNV",2249629,"Setora","Limacodidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",998,"Thosea baibarana","DNV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",999,"Thosea sinensis","DNV",1481763,"Thosea","Limacodidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",1000,"Ticera castanea","DNV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",1001,"Trabala vishnou","DNV",1418836,"Trabala","Lasiocampidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",1002,"Vanessa urticae","DNV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",1003,"Actias selene ningpoana","GV",37776,"Actias","Saturniidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",1004,"Agrotis exclamationis","GV",215162,"Agrotis","Noctuidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
127,"van der Geest, L.P.S., 1985.  Pathogens of spider mites. pp. 247-258. In  W. Helle and Sabelis, M.W.,  [eds.], Spider Mites: Their Biology, Natural Enemies and Control Vol. 1B.  Elsevier Science Publishers, Amsterdam.",1005,"Panonychus citri","Rod-shaped non-inclusion virus  ",50023,"Panonychus","Tetranychidae","Trombidiformes","Arachnida",NA,NA,NA,NA,NA,NA
127,"van der Geest, L.P.S., 1985.  Pathogens of spider mites. pp. 247-258. In  W. Helle and Sabelis, M.W.,  [eds.], Spider Mites: Their Biology, Natural Enemies and Control Vol. 1B.  Elsevier Science Publishers, Amsterdam.",1006,"Tetranychus cinnabarinus","Rod-shaped non-inclusion virus ",93129,"Tetranychus","Tetranychidae","Trombidiformes","Arachnida",NA,NA,NA,NA,NA,NA
127,"van der Geest, L.P.S., 1985.  Pathogens of spider mites. pp. 247-258. In  W. Helle and Sabelis, M.W.,  [eds.], Spider Mites: Their Biology, Natural Enemies and Control Vol. 1B.  Elsevier Science Publishers, Amsterdam.",1007,"Panonychus ulmi","Rod-shaped non-inclusion virus  ",50024,"Panonychus","Tetranychidae","Trombidiformes","Arachnida",NA,NA,NA,NA,NA,NA
