"RefCode","Citation","ERNv","HostSpecies","PathogenSpecies","HostTaxID","HostGenus","HostFamily","HostOrder","HostClass","PathTaxID","PathGenus","PathFamily","PathOrder","PathClass","PathKingdom"
484,"Jaques, R.P., 1976.  Field efficacy of viruses infectious to the cabbage looper and imported cabbageworm on late cabbage.  J. Econ. Entomol.  70:111-118.",479,"Trichoplusia ni","Trichoplusia ni NPV",7111,"Trichoplusia","Noctuidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",480,"Xestia c-nigrum","CPV",987431,"Xestia","Noctuidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",481,"Xestia c-nigrum","NPV",987431,"Xestia","Noctuidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
250,"Adams, J.R., and McClintock, J.T. 1991. Baculoviridae. nuclear polyhedrosis viruses Part 1. Nuclear polyhedrosis viruses of insects. pp. 87-204 in Adams, J.R. and Bonami, J.R. [Eds.] Atlas of Invertebrate Viruses. CRC Press, Boston.",482,"Xylena curvimacula","NPV",214385,"Xylena","Noctuidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",491,"Semidonta biloba","NPV",1502210,"Semidonta","Notodontidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
60,"Zimmermann, G. and Weiser, J. 1991. Pathogens and diseases. pp. 253-271. In van der Geest, L. P. S. and Evenhuis, H.H. [eds.], Tortricid Pests: Their Biology, Natural Enemies and Control. Elsevier Science Publishers, Amsterdam.",514,"Cryptophlebia leucotreta","CPV",463830,"Thaumatotibia","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",516,"Rhyacionia duplana","NPV",1870290,"Rhyacionia","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
25,"Martignoni, M.E., and Iwai, P.J., 1986. A Catalogue of Viral Diseases of insects, Mites, and Ticks. USDA Forest Service, Pacific Northwest Research Station, Portland, OR, General Technical Report PNW-195, 4th edition,51 pp.",1357,"Aporia crataegi","NPV",129397,"Aporia","Pieridae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
26,"Brooks, W. M. 1993. Host-parasitoid-pathogen interactions; Chapter 11. In  Ignoffo, C.M., et al. [eds.] Parasites and Pathogens of Insects. Vol. 2: Pathogens. Academic Press. Inc.",526,"Colias eurytheme","NPV",42296,"Colias","Pieridae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
15,"Kunimi, Y. 1993. A list of insect diseases of Japanese insects.  In Iwahana H.,  Okada M., Kunimi Y., and Shimazu M.  [eds.], Manual for the Research on Insect Pathogens. Nihon Shokubutuboeki-kyoukai, Tokyo, p222.",537,"Artogeia rapae crucivora","CPV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",545,"Chilo suppressalis","Chilo suppressalis IV Type 6  ",168631,"Chilo","Crambidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",546,"Cnaphalocrocis medinalis","IV",437488,"Cnaphalocrocis","Crambidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",547,"Chilo suppressalis","NPV",168631,"Chilo","Crambidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",1358,"Cadra cautella","Cadra cautella NPV  (CcMNPV)",12985,"Cadra","Pyralidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",554,"Galleria mellonella","CPV",7137,"Galleria","Pyralidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",555,"Galleria mellonella","IV",7137,"Galleria","Pyralidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",556,"Diaphania pyloalis","IV",1242752,"Glyphodes","Crambidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
250,"Adams, J.R., and McClintock, J.T. 1991. Baculoviridae. nuclear polyhedrosis viruses Part 1. Nuclear polyhedrosis viruses of insects. pp. 87-204 in Adams, J.R. and Bonami, J.R. [Eds.] Atlas of Invertebrate Viruses. CRC Press, Boston.",570,"Anisota senatoria","NPV",1337568,"Anisota","Saturniidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",575,"Antheraea pernyi","NPV",7119,"Antheraea","Saturniidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",576,"Antheraea pernyi","CPV",7119,"Antheraea","Saturniidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
94,"Taniai, K., and Yamakawa, M. 1992. Characterization of a Nuclear Polyhedrosis Virus from a Japanese oak silkworm, Antheraea yamamai. J. Invertebr. Pathol. 60: 314-316.",580,"Antheraea yamamai","NPV",7121,"Antheraea","Saturniidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
30,"Steinhaus, E.A.; and Marsh, G.A. 1967. Previously unreported accessions for diagnosis and new records.  Journal of Invertebrate Pathology 9(3):436-438",1359,"Hylesia nigricans","NPV",1216696,"Hylesia","Saturniidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
15,"Kunimi, Y. 1993. A list of insect diseases of Japanese insects.  In Iwahana H.,  Okada M., Kunimi Y., and Shimazu M.  [eds.], Manual for the Research on Insect Pathogens. Nihon Shokubutuboeki-kyoukai, Tokyo, p222.",615,"Agrius convolvuli","CPV",55055,"Agrius","Sphingidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",630,"Theretra japonica","NPV",644662,"Theretra","Sphingidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",632,"Theretra oldenlandiae","IV",1088304,"Theretra","Sphingidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
246,"Harpaz, I., Zlotkin, E., and Shaked, Y.B. 1965. On the pathology of cytoplasmic and nuclear polyhdroses of the Cyprus processionary caterpillar, Thaumetopoea wilkinsoni Tams. J. Invertebr. Pathol. 7:15-21.",1360,"Thaumetopoea wilkinsoni","CPV",408244,"Thaumetopoea","Notodontidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
246,"Harpaz, I., Zlotkin, E., and Shaked, Y.B. 1965. On the pathology of cytoplasmic and nuclear polyhdroses of the Cyprus processionary caterpillar, Thaumetopoea wilkinsoni Tams. J. Invertebr. Pathol. 7:15-21.",1361,"Thaumetopoea wilkinsoni","NPV",408244,"Thaumetopoea","Notodontidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
60,"Zimmermann, G. and Weiser, J. 1991. Pathogens and diseases. pp. 253-271. In van der Geest, L. P. S. and Evenhuis, H.H. [eds.], Tortricid Pests: Their Biology, Natural Enemies and Control. Elsevier Science Publishers, Amsterdam.",642,"Acleris gloverana","NPV",989723,"Acleris","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
60,"Zimmermann, G. and Weiser, J. 1991. Pathogens and diseases. pp. 253-271. In van der Geest, L. P. S. and Evenhuis, H.H. [eds.], Tortricid Pests: Their Biology, Natural Enemies and Control. Elsevier Science Publishers, Amsterdam.",643,"Acleris variana","NPV",904080,"Acleris","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
60,"Zimmermann, G. and Weiser, J. 1991. Pathogens and diseases. pp. 253-271. In van der Geest, L. P. S. and Evenhuis, H.H. [eds.], Tortricid Pests: Their Biology, Natural Enemies and Control. Elsevier Science Publishers, Amsterdam.",644,"Adoxophyes fasciata","CPV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,"Zimmermann, G. and Weiser, J. 1991. Pathogens and diseases. pp. 253-271. In van der Geest, L. P. S. and Evenhuis, H.H. [eds.], Tortricid Pests: Their Biology, Natural Enemies and Control. Elsevier Science Publishers, Amsterdam.",645,"Adoxophyes orana","CPV",480707,"Adoxophyes","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
60,"Zimmermann, G. and Weiser, J. 1991. Pathogens and diseases. pp. 253-271. In van der Geest, L. P. S. and Evenhuis, H.H. [eds.], Tortricid Pests: Their Biology, Natural Enemies and Control. Elsevier Science Publishers, Amsterdam.",646,"Adoxophyes orana","Adoxophyes orana NPV",480707,"Adoxophyes","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
60,"Zimmermann, G. and Weiser, J. 1991. Pathogens and diseases. pp. 253-271. In van der Geest, L. P. S. and Evenhuis, H.H. [eds.], Tortricid Pests: Their Biology, Natural Enemies and Control. Elsevier Science Publishers, Amsterdam.",647,"Archips cerasivorana","NPV",191705,"Archips","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
60,"Zimmermann, G. and Weiser, J. 1991. Pathogens and diseases. pp. 253-271. In van der Geest, L. P. S. and Evenhuis, H.H. [eds.], Tortricid Pests: Their Biology, Natural Enemies and Control. Elsevier Science Publishers, Amsterdam.",648,"Choristoneura fumiferana","Choristoneura fumiferana NPV  (CfMNPV)",7141,"Choristoneura","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
60,"Zimmermann, G. and Weiser, J. 1991. Pathogens and diseases. pp. 253-271. In van der Geest, L. P. S. and Evenhuis, H.H. [eds.], Tortricid Pests: Their Biology, Natural Enemies and Control. Elsevier Science Publishers, Amsterdam.",649,"Choristoneura fumiferana","CPV",7141,"Choristoneura","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
60,"Zimmermann, G. and Weiser, J. 1991. Pathogens and diseases. pp. 253-271. In van der Geest, L. P. S. and Evenhuis, H.H. [eds.], Tortricid Pests: Their Biology, Natural Enemies and Control. Elsevier Science Publishers, Amsterdam.",650,"Choristoneura murinana","NPV",106494,"Choristoneura","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
60,"Zimmermann, G. and Weiser, J. 1991. Pathogens and diseases. pp. 253-271. In van der Geest, L. P. S. and Evenhuis, H.H. [eds.], Tortricid Pests: Their Biology, Natural Enemies and Control. Elsevier Science Publishers, Amsterdam.",651,"Choristoneura occidentalis","Choristoneura fumiferana NPV  (CfMNPV)",27541,"Choristoneura","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
60,"Zimmermann, G. and Weiser, J. 1991. Pathogens and diseases. pp. 253-271. In van der Geest, L. P. S. and Evenhuis, H.H. [eds.], Tortricid Pests: Their Biology, Natural Enemies and Control. Elsevier Science Publishers, Amsterdam.",652,"Choristoneura pinus","NPV",27542,"Choristoneura","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
60,"Zimmermann, G. and Weiser, J. 1991. Pathogens and diseases. pp. 253-271. In van der Geest, L. P. S. and Evenhuis, H.H. [eds.], Tortricid Pests: Their Biology, Natural Enemies and Control. Elsevier Science Publishers, Amsterdam.",653,"Choristoneura rosaceana","NPV",27543,"Choristoneura","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
60,"Zimmermann, G. and Weiser, J. 1991. Pathogens and diseases. pp. 253-271. In van der Geest, L. P. S. and Evenhuis, H.H. [eds.], Tortricid Pests: Their Biology, Natural Enemies and Control. Elsevier Science Publishers, Amsterdam.",1362,"Epiphyas postvittana","NPV",65032,"Epiphyas","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
60,"Zimmermann, G. and Weiser, J. 1991. Pathogens and diseases. pp. 253-271. In van der Geest, L. P. S. and Evenhuis, H.H. [eds.], Tortricid Pests: Their Biology, Natural Enemies and Control. Elsevier Science Publishers, Amsterdam.",655,"Homona magnanima","CPV",410822,"Homona","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
60,"Zimmermann, G. and Weiser, J. 1991. Pathogens and diseases. pp. 253-271. In van der Geest, L. P. S. and Evenhuis, H.H. [eds.], Tortricid Pests: Their Biology, Natural Enemies and Control. Elsevier Science Publishers, Amsterdam.",656,"Homona magnanima","NPV",410822,"Homona","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
60,"Zimmermann, G. and Weiser, J. 1991. Pathogens and diseases. pp. 253-271. In van der Geest, L. P. S. and Evenhuis, H.H. [eds.], Tortricid Pests: Their Biology, Natural Enemies and Control. Elsevier Science Publishers, Amsterdam.",657,"Merophyas divulsana","NPV",1375107,"Merophyas","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
60,"Zimmermann, G. and Weiser, J. 1991. Pathogens and diseases. pp. 253-271. In van der Geest, L. P. S. and Evenhuis, H.H. [eds.], Tortricid Pests: Their Biology, Natural Enemies and Control. Elsevier Science Publishers, Amsterdam.",658,"Pandemis lamprosana","NPV",1144656,"Pandemis","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
60,"Zimmermann, G. and Weiser, J. 1991. Pathogens and diseases. pp. 253-271. In van der Geest, L. P. S. and Evenhuis, H.H. [eds.], Tortricid Pests: Their Biology, Natural Enemies and Control. Elsevier Science Publishers, Amsterdam.",659,"Platynota idaeusalis","CPV",81692,"Platynota","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
60,"Zimmermann, G. and Weiser, J. 1991. Pathogens and diseases. pp. 253-271. In van der Geest, L. P. S. and Evenhuis, H.H. [eds.], Tortricid Pests: Their Biology, Natural Enemies and Control. Elsevier Science Publishers, Amsterdam.",660,"Platynota idaeusalis","NPV",81692,"Platynota","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
60,"Zimmermann, G. and Weiser, J. 1991. Pathogens and diseases. pp. 253-271. In van der Geest, L. P. S. and Evenhuis, H.H. [eds.], Tortricid Pests: Their Biology, Natural Enemies and Control. Elsevier Science Publishers, Amsterdam.",661,"Ptycholomoides aeriferana","NPV",1858066,"Ptycholomoides","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
60,"Zimmermann, G. and Weiser, J. 1991. Pathogens and diseases. pp. 253-271. In van der Geest, L. P. S. and Evenhuis, H.H. [eds.], Tortricid Pests: Their Biology, Natural Enemies and Control. Elsevier Science Publishers, Amsterdam.",662,"Sparganothis pettitana","NPV",687138,"Sparganothis","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
60,"Zimmermann, G. and Weiser, J. 1991. Pathogens and diseases. pp. 253-271. In van der Geest, L. P. S. and Evenhuis, H.H. [eds.], Tortricid Pests: Their Biology, Natural Enemies and Control. Elsevier Science Publishers, Amsterdam.",663,"Tortrix viridana","CPV",311328,"Tortrix","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
60,"Zimmermann, G. and Weiser, J. 1991. Pathogens and diseases. pp. 253-271. In van der Geest, L. P. S. and Evenhuis, H.H. [eds.], Tortricid Pests: Their Biology, Natural Enemies and Control. Elsevier Science Publishers, Amsterdam.",664,"Tortrix viridana","NPV",311328,"Tortrix","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
15,"Kunimi, Y. 1993. A list of insect diseases of Japanese insects.  In Iwahana H.,  Okada M., Kunimi Y., and Shimazu M.  [eds.], Manual for the Research on Insect Pathogens. Nihon Shokubutuboeki-kyoukai, Tokyo, p222.",666,"Plutella xylostella","NPV",51655,"Plutella","Plutellidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
15,"Kunimi, Y. 1993. A list of insect diseases of Japanese insects.  In Iwahana H.,  Okada M., Kunimi Y., and Shimazu M.  [eds.], Manual for the Research on Insect Pathogens. Nihon Shokubutuboeki-kyoukai, Tokyo, p222.",667,"Plutella xylostella","IV",51655,"Plutella","Plutellidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",670,"Yponomeuta malinellus","NPV",33466,"Yponomeuta","Yponomeutidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
230,"Kunimi, Yasuhisa. 1990. A list of viral diseases of Japanese insects.  Shokubutsu-boueki (Plant Protection)  44:411-418.",685,"Dichomeris acuminata","NPV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",686,"Cnidocampa flavescens","NPV",1078814,"Monema","Limacodidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",687,"Cnidocampa flavescens","CPV",1078814,"Monema","Limacodidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
230,"Kunimi, Yasuhisa. 1990. A list of viral diseases of Japanese insects.  Shokubutsu-boueki (Plant Protection)  44:411-418.",689,"Parasa sinica","NPV",1509347,"Parasa","Limacodidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
230,"Kunimi, Yasuhisa. 1990. A list of viral diseases of Japanese insects.  Shokubutsu-boueki (Plant Protection)  44:411-418.",690,"Scopelodes contracta","NPV",1939687,"Scopelodes","Limacodidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
230,"Kunimi, Yasuhisa. 1990. A list of viral diseases of Japanese insects.  Shokubutsu-boueki (Plant Protection)  44:411-418.",691,"Conogethes punctiferalis","NPV",1133088,"Conogethes","Crambidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
230,"Kunimi, Yasuhisa. 1990. A list of viral diseases of Japanese insects.  Shokubutsu-boueki (Plant Protection)  44:411-418.",692,"Cryptoblabes loxiella","NPV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,"Kunimi, Yasuhisa. 1990. A list of viral diseases of Japanese insects.  Shokubutsu-boueki (Plant Protection)  44:411-418.",693,"Dioryctria sylvestrella","NPV",357121,"Dioryctria","Pyralidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
106,"Poinar, R.H., Poinar, G.O. Jr., and Jackson, T., 1991.  Electron microscope evidence of a new virus in the grass grub, Costelytra zealandica (Coleoptera: Scarabaeidae).   J.  Invertebr. Pathol. 57: 137-140.",1644,"Costelytra zealandica","Lake Grassmere virus ",50579,"Costelytra","Scarabaeidae","Coleoptera","Insecta",NA,NA,NA,NA,NA,NA
108,"Scotti, P.D., Dearing, S.C., and Mossop, D.W., 1983.   Flock House virus: A Nodavirus isolated  from Costelytra zealandica (White) (Coleoptera: Scarabaeidae).  Arch. Virology. 75: 181-189.",1645,"Costelytra zealandica","Costelytra zealandica Flock House Virus",50579,"Costelytra","Scarabaeidae","Coleoptera","Insecta",NA,NA,NA,NA,NA,NA
109,"Scotti, P.D. and Fredericksen, S., 1987.   Manawatu virus: a Nodavirus isolated from Costelytra zealandica (White) (Coleoptera: Scarabaeidae)Arch. Virology. 97: 85-92.",1646,"Costelytra zealandica","Manawatu virus",50579,"Costelytra","Scarabaeidae","Coleoptera","Insecta",NA,NA,NA,NA,NA,NA
667,"Ward, V.K., and Kalmakoff, J. 1987. Physical mapping of the DNA genome of insect iridescent virus type 9 from Wiseana  spp. larvae. Virology 160: 507-510.",694,"Wiseana cervinata","Wiseana cervinata IV ",107013,"Wiseana","Hepialidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
60,"Zimmermann, G. and Weiser, J. 1991. Pathogens and diseases. pp. 253-271. In van der Geest, L. P. S. and Evenhuis, H.H. [eds.], Tortricid Pests: Their Biology, Natural Enemies and Control. Elsevier Science Publishers, Amsterdam.",696,"Adoxophyes fasciata","GV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,"Zimmermann, G. and Weiser, J. 1991. Pathogens and diseases. pp. 253-271. In van der Geest, L. P. S. and Evenhuis, H.H. [eds.], Tortricid Pests: Their Biology, Natural Enemies and Control. Elsevier Science Publishers, Amsterdam.",697,"Adoxophyes orana","Adoxophyes orana GV",480707,"Adoxophyes","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
60,"Zimmermann, G. and Weiser, J. 1991. Pathogens and diseases. pp. 253-271. In van der Geest, L. P. S. and Evenhuis, H.H. [eds.], Tortricid Pests: Their Biology, Natural Enemies and Control. Elsevier Science Publishers, Amsterdam.",698,"Adoxophyes orana","EPV",480707,"Adoxophyes","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",699,"Aleimna loeflingiana","NPV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,"Zimmermann, G. and Weiser, J. 1991. Pathogens and diseases. pp. 253-271. In van der Geest, L. P. S. and Evenhuis, H.H. [eds.], Tortricid Pests: Their Biology, Natural Enemies and Control. Elsevier Science Publishers, Amsterdam.",701,"Archips argyrospila","GV",139974,"Archips","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
60,"Zimmermann, G. and Weiser, J. 1991. Pathogens and diseases. pp. 253-271. In van der Geest, L. P. S. and Evenhuis, H.H. [eds.], Tortricid Pests: Their Biology, Natural Enemies and Control. Elsevier Science Publishers, Amsterdam.",702,"Archips breviplicana","GV",571296,"Archips","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
60,"Zimmermann, G. and Weiser, J. 1991. Pathogens and diseases. pp. 253-271. In van der Geest, L. P. S. and Evenhuis, H.H. [eds.], Tortricid Pests: Their Biology, Natural Enemies and Control. Elsevier Science Publishers, Amsterdam.",703,"Archips breviplicana","EPV",571296,"Archips","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
60,"Zimmermann, G. and Weiser, J. 1991. Pathogens and diseases. pp. 253-271. In van der Geest, L. P. S. and Evenhuis, H.H. [eds.], Tortricid Pests: Their Biology, Natural Enemies and Control. Elsevier Science Publishers, Amsterdam.",705,"Archips fuscocupreanus","EPV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,"Zimmermann, G. and Weiser, J. 1991. Pathogens and diseases. pp. 253-271. In van der Geest, L. P. S. and Evenhuis, H.H. [eds.], Tortricid Pests: Their Biology, Natural Enemies and Control. Elsevier Science Publishers, Amsterdam.",706,"Archips issikii","EPV",1418649,"Archips","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
60,"Zimmermann, G. and Weiser, J. 1991. Pathogens and diseases. pp. 253-271. In van der Geest, L. P. S. and Evenhuis, H.H. [eds.], Tortricid Pests: Their Biology, Natural Enemies and Control. Elsevier Science Publishers, Amsterdam.",707,"Hoshinoa longicellana","GV",928821,"Choristoneura","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
60,"Zimmermann, G. and Weiser, J. 1991. Pathogens and diseases. pp. 253-271. In van der Geest, L. P. S. and Evenhuis, H.H. [eds.], Tortricid Pests: Their Biology, Natural Enemies and Control. Elsevier Science Publishers, Amsterdam.",708,"Archips packardiana","GV",191714,"Archips","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
60,"Zimmermann, G. and Weiser, J. 1991. Pathogens and diseases. pp. 253-271. In van der Geest, L. P. S. and Evenhuis, H.H. [eds.], Tortricid Pests: Their Biology, Natural Enemies and Control. Elsevier Science Publishers, Amsterdam.",709,"Argyrotaenia velutinana","GV",106492,"Argyrotaenia","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
60,"Zimmermann, G. and Weiser, J. 1991. Pathogens and diseases. pp. 253-271. In van der Geest, L. P. S. and Evenhuis, H.H. [eds.], Tortricid Pests: Their Biology, Natural Enemies and Control. Elsevier Science Publishers, Amsterdam.",1363,"Choristoneura biennis","EPV Subgroup B ",27540,"Choristoneura","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
