"","HostOriginal","HostTaxID","HostNCBIResolved","HostGenus","HostFamily","HostOrder","HostClass","PathTaxID","PathNCBIResolved","PathGenus","PathFamily","PathOrder","PathClass","PathKingdom","Group","HighTaxon","Host","HostStageTested","HostTissueInfected","interaction","LogMaxDose","LowTaxon","Pathogen","insectStatus"
"9022","Orgyia leucostigma","95259",TRUE,"Orgyia","Erebidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Orgyia leucostigma","","",1,NA,"Baculoviridae","NPV","Pest"
"9023","Trichoplusia ni","7111",TRUE,"Trichoplusia","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Trichoplusia ni","Larva","fat body, hypodermis, tracheal matrix",1,NA,"Baculoviridae","Trichoplusia ni NPV  (TnSNPV)","Pest"
"9024","Trichoplusia ni","7111",TRUE,"Trichoplusia","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Trichoplusia ni","Larva","gut, fat body, hypodermis, tracheal matrix",1,NA,"Baculoviridae","Trichoplusia ni NPV  (TnMNPV)","Pest"
"9025","Pseudoplusia includens","689277",TRUE,"Chrysodeixis","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Pseudoplusia includens","Larva","",1,NA,"Baculoviridae","Pseudoplusia includens NPV  (PiSNPV)","Pest"
"9026","Argyrogramma basigera","690214",TRUE,"Enigmogramma","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Argyrogramma basigera","Larva","",1,NA,"Baculoviridae","Pseudoplusia includens NPV  (PiSNPV)",NA
"9027","Autographa bimaculata","1316636",TRUE,"Autographa","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Autographa bimaculata","Larva","",1,NA,"Baculoviridae","Pseudoplusia includens NPV  (PiSNPV)","Wildlife"
"9028","Autographa californica","572729",TRUE,"Autographa","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Autographa californica","Larva","",1,NA,"Baculoviridae","Pseudoplusia includens NPV  (PiSNPV)","Pest"
"9029","Trichoplusia ni","7111",TRUE,"Trichoplusia","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Trichoplusia ni","Larva","",1,NA,"Baculoviridae","Pseudoplusia includens NPV  (PiSNPV)","Pest"
"9030","Argyrogramma basigera","690214",TRUE,"Enigmogramma","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Argyrogramma basigera","Larva","",1,NA,"Baculoviridae","Rachiplusia ou NPV  (RoMNPV)",NA
"9031","Autographa biloba",NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Autographa biloba","Larva","",1,NA,"Baculoviridae","Rachiplusia ou NPV  (RoMNPV)","Pest"
"9032","Autographa bimaculata","1316636",TRUE,"Autographa","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Autographa bimaculata","Larva","",1,NA,"Baculoviridae","Rachiplusia ou NPV  (RoMNPV)","Wildlife"
"9033","Autographa californica","572729",TRUE,"Autographa","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Autographa californica","Larva","",1,NA,"Baculoviridae","Rachiplusia ou NPV  (RoMNPV)","Pest"
"9034","Diachrysia balluca","689076",TRUE,"Diachrysia","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Diachrysia balluca","Larva","",1,NA,"Baculoviridae","Rachiplusia ou NPV  (RoMNPV)",NA
"9035","Pseudoplusia includens","689277",TRUE,"Chrysodeixis","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Pseudoplusia includens","Larva","",1,NA,"Baculoviridae","Rachiplusia ou NPV  (RoMNPV)","Pest"
"9036","Trichoplusia ni","7111",TRUE,"Trichoplusia","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Trichoplusia ni","Larva","",1,NA,"Baculoviridae","Rachiplusia ou NPV  (RoMNPV)","Pest"
"9037","Argyrogramma basigera","690214",TRUE,"Enigmogramma","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Argyrogramma basigera","Larva","",1,NA,"Baculoviridae","Syngrapha selecta NPV  (SsSNPV)",NA
"9038","Autographa bimaculata","1316636",TRUE,"Autographa","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Autographa bimaculata","Larva","",1,NA,"Baculoviridae","Syngrapha selecta NPV  (SsSNPV)","Wildlife"
"9039","Autographa californica","572729",TRUE,"Autographa","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Autographa californica","Larva","",1,NA,"Baculoviridae","Syngrapha selecta NPV  (SsSNPV)","Pest"
"9040","Diachrysia balluca","689076",TRUE,"Diachrysia","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Diachrysia balluca","Larva","",1,NA,"Baculoviridae","Syngrapha selecta NPV  (SsSNPV)",NA
"9041","Trichoplusia ni","7111",TRUE,"Trichoplusia","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Trichoplusia ni","Larva","",1,NA,"Baculoviridae","Syngrapha selecta NPV  (SsSNPV)","Pest"
"9042","Autographa californica","572729",TRUE,"Autographa","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Autographa californica","Larva","",1,NA,"Baculoviridae","Plusia gamma NPV (PgSNPV)","Pest"
"9043","Argyrogramma basigera","690214",TRUE,"Enigmogramma","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Argyrogramma basigera","Larva","",1,NA,"Baculoviridae","Trichoplusia ni NPV  (TnSNPV)",NA
"9044","Autographa californica","572729",TRUE,"Autographa","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Autographa californica","Larva","",1,NA,"Baculoviridae","Trichoplusia ni NPV  (TnSNPV)","Pest"
"9045","Diachrysia balluca","689076",TRUE,"Diachrysia","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Diachrysia balluca","Larva","",1,NA,"Baculoviridae","Trichoplusia ni NPV  (TnSNPV)",NA
"9046","Microplitis croceipes","72115",TRUE,"Microplitis","Braconidae","Hymenoptera","Insecta","10469",TRUE,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA,"Viruses","DNA virus","Microplitis croceipes","","fat body",1,NA,"Baculoviridae","baculovirus","Beneficial"
"9047","Bassaris gonerilla gonerilla",NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Bassaris gonerilla gonerilla","","",1,NA,"Baculoviridae","NPV",NA
"9048","Eutorna phaulocosoma",NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Eutorna phaulocosoma","","",1,NA,"Baculoviridae","NPV",NA
"9049","Nyctemera annulata","2170630",TRUE,"Nyctemera","Erebidae","Lepidoptera","Insecta","558017",TRUE,"Betabaculovirus","Baculoviridae","Lefavirales","Naldaviricetes",NA,"Viruses","DNA virus","Nyctemera annulata","","",1,NA,"Baculoviridae","GV",NA
"9050","Persectania aversa",NA,FALSE,NA,NA,NA,NA,"558017",TRUE,"Betabaculovirus","Baculoviridae","Lefavirales","Naldaviricetes",NA,"Viruses","DNA virus","Persectania aversa","","",1,NA,"Baculoviridae","GV",NA
"9051","Artogeia rapae","64459",TRUE,"Pieris","Pieridae","Lepidoptera","Insecta","558017",TRUE,"Betabaculovirus","Baculoviridae","Lefavirales","Naldaviricetes",NA,"Viruses","DNA virus","Artogeia rapae","","",1,NA,"Baculoviridae","GV",NA
"9052","Nyctemera annulata","2170630",TRUE,"Nyctemera","Erebidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Nyctemera annulata","","",1,NA,"Reoviridae","CPV",NA
"9053","Zizinia otis labradus",NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Zizinia otis labradus","","",1,NA,"Reoviridae","CPV",NA
"9054","Chrysodeixis eriosoma","254718",TRUE,"Chrysodeixis","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Chrysodeixis eriosoma","","",1,NA,"Reoviridae","CPV",NA
"9055","Sceliodes cordalis","1558240",TRUE,"Sceliodes","Crambidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Sceliodes cordalis","","",1,NA,"Reoviridae","CPV","Pest"
"9056","Vespula germanica","30212",TRUE,"Vespula","Vespidae","Hymenoptera","Insecta","12136",TRUE,"Cripavirus","Dicistroviridae","Picornavirales","Pisoniviricetes","Orthornavirae","Viruses","DNA virus","Vespula germanica","","",1,NA,"Picornaviridae","Cricket paralysis virus",NA
"9057","Harrisina brillians",NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Harrisina brillians","LarvaAdult","midgut",1,NA,"Baculoviridae","Harrisina brillians GV",NA
"9058","Agrotis segetum","47767",TRUE,"Agrotis","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Agrotis segetum","Larva",NA,0,"4 pibs/larva","Baculoviridae","Plusia gamma NPV (PgSNPV)","Pest"
"9059","Agrotis segetum","47767",TRUE,"Agrotis","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Agrotis segetum","Larva",NA,0,"6 pibs/larva","Baculoviridae","Pieris brassicae GV","Pest"
"9060","Agrotis exclamationis","215162",TRUE,"Agrotis","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Agrotis exclamationis","Larva",NA,0,"4 pibs/larva","Baculoviridae","Plusia gamma NPV (PgSNPV)","Pest"
"9061","Agrotis exclamationis","215162",TRUE,"Agrotis","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Agrotis exclamationis","Larva",NA,0,"6 pibs/larva","Baculoviridae","Pieris brassicae GV","Pest"
"9062","Agrotis exclamationis","215162",TRUE,"Agrotis","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Agrotis exclamationis","Larva",NA,0,"6 pibs/larva","Baculoviridae","Pieris brassicae GV","Pest"
"9063","Noctua pronuba","214277",TRUE,"Noctua","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Noctua pronuba","Larva",NA,0,"4 pibs/larva","Baculoviridae","Plusia gamma NPV (PgSNPV)","Pest"
"9064","Noctua pronuba","214277",TRUE,"Noctua","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Noctua pronuba","Larva",NA,0,"6 pibs/larva","Baculoviridae","Pieris brassicae GV","Pest"
"9065","Mamestra brassicae","55057",TRUE,"Mamestra","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Mamestra brassicae","Larva",NA,0,"4 pibs/larva","Baculoviridae","Plusia gamma NPV (PgSNPV)","Pest"
"9066","Mamestra brassicae","55057",TRUE,"Mamestra","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Mamestra brassicae","Larva",NA,0,"6 pibs/larva","Baculoviridae","Agrotis segetum GV","Pest"
"9067","Mamestra brassicae","55057",TRUE,"Mamestra","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Mamestra brassicae","Larva",NA,0,"6 pibs/larva","Baculoviridae","Pieris brassicae GV","Pest"
"9068","Lacanobia oleracea","79499",TRUE,"Lacanobia","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Lacanobia oleracea","Larva",NA,0,"4 pibs/larva","Baculoviridae","Agrotis segetum NPV  (AsMNPV)","Pest"
"9069","Lacanobia oleracea","79499",TRUE,"Lacanobia","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Lacanobia oleracea","Larva",NA,0,"4 pibs/larva","Baculoviridae","Plusia gamma NPV (PgSNPV)","Pest"
"9070","Lacanobia oleracea","79499",TRUE,"Lacanobia","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Lacanobia oleracea","Larva",NA,0,"6 pibs/larva","Baculoviridae","Agrotis segetum GV","Pest"
"9071","Lacanobia oleracea","79499",TRUE,"Lacanobia","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Lacanobia oleracea","Larva",NA,0,"6 pibs/larva","Baculoviridae","Pieris brassicae GV","Pest"
"9072","Autographa gamma","254363",TRUE,"Autographa","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Autographa gamma","Larva",NA,0,"4 pibs/larva","Baculoviridae","Agrotis segetum NPV  (AsMNPV)","Pest"
"9073","Autographa gamma","254363",TRUE,"Autographa","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Autographa gamma","Larva",NA,0,"6 pibs/larva","Baculoviridae","Agrotis segetum GV","Pest"
"9074","Artogeia rapae","64459",TRUE,"Pieris","Pieridae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Artogeia rapae","Larva",NA,0,"4 pibs/larva","Baculoviridae","Mamestra brassicae NPV (MbMNPV)",NA
"9075","Artogeia rapae","64459",TRUE,"Pieris","Pieridae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Artogeia rapae","Larva",NA,0,"4 pibs/larva","Baculoviridae","Agrotis segetum NPV  (AsMNPV)",NA
"9076","Artogeia rapae","64459",TRUE,"Pieris","Pieridae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Artogeia rapae","Larva",NA,0,"4 pibs/larva","Baculoviridae","Plusia gamma NPV (PgSNPV)",NA
"9077","Artogeia rapae","64459",TRUE,"Pieris","Pieridae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Artogeia rapae","Larva",NA,0,"6 pibs/larva","Baculoviridae","Agrotis segetum GV",NA
"9078","Choristoneura rosaceana","27543",TRUE,"Choristoneura","Tortricidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Choristoneura rosaceana","Larva",NA,0,"5 pibs/insect","Baculoviridae","Lymantria dispar NPV  (LdMNPV)","Pest"
"9079","Choristoneura fumiferana","7141",TRUE,"Choristoneura","Tortricidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Choristoneura fumiferana","Larva",NA,0,"5 pibs/insect","Baculoviridae","Lymantria dispar NPV  (LdMNPV)","Pest"
"9080","Artogeia napi","78633",TRUE,"Pieris","Pieridae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Artogeia napi","Larva",NA,0,"5 pibs/insect","Baculoviridae","Lymantria dispar NPV  (LdMNPV)","Wildlife"
"9081","Phyciodes tharos","82579",TRUE,"Phyciodes","Nymphalidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Phyciodes tharos","Larva",NA,0,"5 pibs/insect","Baculoviridae","Lymantria dispar NPV  (LdMNPV)","Endangered Species"
"9082","Ostrinia nubilalis","29057",TRUE,"Ostrinia","Crambidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Ostrinia nubilalis","Larva",NA,0,"5 pibs/insect","Baculoviridae","Lymantria dispar NPV  (LdMNPV)","Pest"
"9083","Campaea perlata","82598",TRUE,"Campaea","Geometridae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Campaea perlata","Larva",NA,0,"5 pibs/insect","Baculoviridae","Lymantria dispar NPV  (LdMNPV)","Wildlife"
"9084","Nemoria mimosaria","214270",TRUE,"Nemoria","Geometridae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Nemoria mimosaria","Larva",NA,0,"5 pibs/insect","Baculoviridae","Lymantria dispar NPV  (LdMNPV)",NA
"9085","Orthonama obstipata","214290",TRUE,"Orthonama","Geometridae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Orthonama obstipata","Larva",NA,0,"5 pibs/insect","Baculoviridae","Lymantria dispar NPV  (LdMNPV)","Wildlife"
"9086","Horisme intestinata","687098",TRUE,"Horisme","Geometridae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Horisme intestinata","Larva",NA,0,"5 pibs/insect","Baculoviridae","Lymantria dispar NPV  (LdMNPV)","Wildlife"
"9087","Hyles gallii","283843",TRUE,"Hyles","Sphingidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Hyles gallii","Larva",NA,0,"5 pibs/insect","Baculoviridae","Lymantria dispar NPV  (LdMNPV)","Wildlife"
"9088","Estigmene acrea","56594",TRUE,"Estigmene","Erebidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Estigmene acrea","Larva",NA,0,"5 pibs/insect","Baculoviridae","Lymantria dispar NPV  (LdMNPV)","Pest"
"9089","Spilosoma congrua","214367",TRUE,"Spilosoma","Erebidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Spilosoma congrua","Larva",NA,0,"5 pibs/insect","Baculoviridae","Lymantria dispar NPV  (LdMNPV)","Pest"
"9090","Spilosoma virginica","214366",TRUE,"Spilosoma","Erebidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Spilosoma virginica","Larva",NA,0,"5 pibs/insect","Baculoviridae","Lymantria dispar NPV  (LdMNPV)","Pest"
"9091","Spilosoma virginica","214366",TRUE,"Spilosoma","Erebidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Spilosoma virginica","Larva",NA,0,"5 pibs/insect","Baculoviridae","Lymantria dispar NPV  (LdMNPV)","Pest"
"9092","Dasychira pinicola","1496463",TRUE,"Dasychira","Erebidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Dasychira pinicola","Larva",NA,0,"5 pibs/insect","Baculoviridae","Lymantria dispar NPV  (LdMNPV)","Pest"
"9093","Orgyia leucostigma","95259",TRUE,"Orgyia","Erebidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Orgyia leucostigma","Larva",NA,0,"5 pibs/insect","Baculoviridae","Lymantria dispar NPV  (LdMNPV)","Pest"
"9094","Orgyia pseudotsugata","33414",TRUE,"Orgyia","Erebidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Orgyia pseudotsugata","Larva",NA,0,"5 pibs/insect","Baculoviridae","Lymantria dispar NPV  (LdMNPV)","Pest"
"9095","Zanclognatha pedipilalis","689289",TRUE,"Zanclognatha","Erebidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Zanclognatha pedipilalis","Larva",NA,0,"5 pibs/insect","Baculoviridae","Lymantria dispar NPV  (LdMNPV)",NA
"9096","Autographa precationis","319802",TRUE,"Autographa","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Autographa precationis","Larva",NA,0,"5 pibs/insect","Baculoviridae","Lymantria dispar NPV  (LdMNPV)","Pest"
"9097","Autographa flagellum","689065",TRUE,"Autographa","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Autographa flagellum","Larva",NA,0,"5 pibs/insect","Baculoviridae","Lymantria dispar NPV  (LdMNPV)",NA
"9098","Anagrapha falcifera","56368",TRUE,"Anagrapha","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Anagrapha falcifera","Larva",NA,0,"5 pibs/insect","Baculoviridae","Lymantria dispar NPV  (LdMNPV)","Pest"
"9099","Acronicta impleta","688469",TRUE,"Acronicta","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Acronicta impleta","Larva",NA,0,"5 pibs/insect","Baculoviridae","Lymantria dispar NPV  (LdMNPV)",NA
"9100","Oligia illocata","989791",TRUE,"Oligia","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Oligia illocata","Larva",NA,0,"5 pibs/insect","Baculoviridae","Lymantria dispar NPV  (LdMNPV)","Wildlife"
"9101","Phlogophora iris","689102",TRUE,"Phlogophora","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Phlogophora iris","Larva",NA,0,"5 pibs/insect","Baculoviridae","Lymantria dispar NPV  (LdMNPV)","Wildlife"
"9102","Hyppa xylinoides","214176",TRUE,"Hyppa","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Hyppa xylinoides","Larva",NA,0,"5 pibs/insect","Baculoviridae","Lymantria dispar NPV  (LdMNPV)","Pest"
"9103","Platyperigea multifera",NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Platyperigea multifera","Larva",NA,0,"5 pibs/insect","Baculoviridae","Lymantria dispar NPV  (LdMNPV)",NA
"9104","Eupsilia tristigmata","689083",TRUE,"Eupsilia","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Eupsilia tristigmata","Larva",NA,0,"5 pibs/insect","Baculoviridae","Lymantria dispar NPV  (LdMNPV)","Pest"
"9105","Polia latex",NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Polia latex","Larva",NA,0,"5 pibs/insect","Baculoviridae","Lymantria dispar NPV  (LdMNPV)",NA
"9106","Melanchra pulverulenta","685374",TRUE,"Melanchra","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Melanchra pulverulenta","Larva",NA,0,"5 pibs/insect","Baculoviridae","Lymantria dispar NPV  (LdMNPV)",NA
"9107","Lacanobia radix","685370",TRUE,"Lacanobia","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Lacanobia radix","Larva",NA,0,"5 pibs/insect","Baculoviridae","Lymantria dispar NPV  (LdMNPV)",NA
"9108","Lacanobia grandis","721908",TRUE,"Spiramater","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Lacanobia grandis","Larva",NA,0,"5 pibs/insect","Baculoviridae","Lymantria dispar NPV  (LdMNPV)",NA
"9109","Mythimna unipuncta","103831",TRUE,"Mythimna","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Mythimna unipuncta","Larva",NA,0,"5 pibs/insect","Baculoviridae","Lymantria dispar NPV  (LdMNPV)",NA
"9110","Leucania multilinea","688383",TRUE,"Leucania","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Leucania multilinea","Larva",NA,0,"5 pibs/insect","Baculoviridae","Lymantria dispar NPV  (LdMNPV)",NA
"9111","Orthosia revicta","214293",TRUE,"Orthosia","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Orthosia revicta","Larva",NA,0,"5 pibs/insect","Baculoviridae","Lymantria dispar NPV  (LdMNPV)",NA
"9112","Crocigrapha normani","214105",TRUE,"Crocigrapha","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Crocigrapha normani","Larva",NA,0,"5 pibs/insect","Baculoviridae","Lymantria dispar NPV  (LdMNPV)",NA
"9113","Homorthodes furfurata","989047",TRUE,"Homorthodes","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Homorthodes furfurata","Larva",NA,0,"5 pibs/insect","Baculoviridae","Lymantria dispar NPV  (LdMNPV)","Wildlife"
"9114","Agrotis ipsilon","56364",TRUE,"Agrotis","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Agrotis ipsilon","Larva",NA,0,"5 pibs/insect","Baculoviridae","Lymantria dispar NPV  (LdMNPV)","Pest"
"9115","Peridroma saucia","244290",TRUE,"Peridroma","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Peridroma saucia","Larva",NA,0,"5 pibs/insect","Baculoviridae","Lymantria dispar NPV  (LdMNPV)","Pest"
"9116","Diarsia rubifera","691569",TRUE,"Diarsia","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Diarsia rubifera","Larva",NA,0,"5 pibs/insect","Baculoviridae","Lymantria dispar NPV  (LdMNPV)",NA
"9117","Diarsia jucunda","688372",TRUE,"Diarsia","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Diarsia jucunda","Larva",NA,0,"5 pibs/insect","Baculoviridae","Lymantria dispar NPV  (LdMNPV)","Wildlife"
"9118","Xestia adela",NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Xestia adela","Larva",NA,0,"5 pibs/insect","Baculoviridae","Lymantria dispar NPV  (LdMNPV)","Pest"
"9119","Xestia smithii","690917",TRUE,"Xestia","Noctuidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Viruses","DNA virus","Xestia smithii","Larva",NA,0,"5 pibs/insect","Baculoviridae","Lymantria dispar NPV  (LdMNPV)","Pest"
