RefCode,ERNntr,HostSpecies,PathogenSpecies,Citation,HostTaxID,HostGenus,HostFamily,HostOrder,HostClass,PathTaxID,PathGenus,PathFamily,PathOrder,PathClass,PathKingdom
195,151,Galleria mellonella,Mamestra brassicae NPV (MbMNPV),"Groner, A. 1986. Specificity and safety of baculoviruses. pp. 177-202 in: Granados, R.R. and Federici, B.A. [eds.], The biology of baculoviruses, Vol 1: Biological properties and molecular biology. CRC Press, Boca Raton. ",7137,Galleria,Pyralidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
195,152,Evergestis forficalis,Mamestra brassicae NPV (MbMNPV),"Groner, A. 1986. Specificity and safety of baculoviruses. pp. 177-202 in: Granados, R.R. and Federici, B.A. [eds.], The biology of baculoviruses, Vol 1: Biological properties and molecular biology. CRC Press, Boca Raton. ",753182,Evergestis,Crambidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
195,153,Antheraea pernyi,Mamestra brassicae NPV (MbMNPV),"Groner, A. 1986. Specificity and safety of baculoviruses. pp. 177-202 in: Granados, R.R. and Federici, B.A. [eds.], The biology of baculoviruses, Vol 1: Biological properties and molecular biology. CRC Press, Boca Raton. ",7119,Antheraea,Saturniidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
195,154,Adoxophyes orana,Mamestra brassicae NPV (MbMNPV),"Groner, A. 1986. Specificity and safety of baculoviruses. pp. 177-202 in: Granados, R.R. and Federici, B.A. [eds.], The biology of baculoviruses, Vol 1: Biological properties and molecular biology. CRC Press, Boca Raton. ",480707,Adoxophyes,Tortricidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
195,155,Cydia pomonella,Mamestra brassicae NPV (MbMNPV),"Groner, A. 1986. Specificity and safety of baculoviruses. pp. 177-202 in: Granados, R.R. and Federici, B.A. [eds.], The biology of baculoviruses, Vol 1: Biological properties and molecular biology. CRC Press, Boca Raton. ",82600,Cydia,Tortricidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
195,156,Lacanobia oleracea,Mamestra brassicae NPV (MbMNPV),"Groner, A. 1986. Specificity and safety of baculoviruses. pp. 177-202 in: Granados, R.R. and Federici, B.A. [eds.], The biology of baculoviruses, Vol 1: Biological properties and molecular biology. CRC Press, Boca Raton. ",79499,Lacanobia,Noctuidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
196,157,Spodoptera littoralis,Heliothis armigera NPV  (HaMNPV),"McKinley, D.L., Brown, D.A., Payne, C.C., and Harrap, K.A. 1981. Cross-infectivity and activation studies with four baculoviruses. Entomophaga 26:79-90.",7109,Spodoptera,Noctuidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
198,158,Lymantria dispar,Dasychira basiflava NPV,"Kaya, H. K. and Anderson, J. F. 1976. A nuclear polyhedrosis virus of the dark tussock moth, Dasychira basiflava. J. Invertebr. Pathol. 27:411-412.",13123,Lymantria,Erebidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
204,159,Cadra cautella,Plodia interpunctella GV,"Hunter, D.K. and Hoffman, D.F. 1972. Cross infection of a granulosis virus of Cadra cautella with observations on its ultrastructure in infected cells of Plodia interpunctella. J. Invertebr. Pathol. 20:4-",12985,Cadra,Pyralidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
209,160,Helicoverpa zea,Cydia pomonella GV,"Falcon, L.A., Kane, W.R., and Bethell, R.S. 1968. Preliminary evaluation of a granulosis virus for the control of codling moth.  J. Econ. Entomol. 61:1208-1213.",7113,Helicoverpa,Noctuidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
209,161,Amyelois transitella,Cydia pomonella GV,"Falcon, L.A., Kane, W.R., and Bethell, R.S. 1968. Preliminary evaluation of a granulosis virus for the control of codling moth.  J. Econ. Entomol. 61:1208-1213.",680683,Amyelois,Pyralidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
217,162,Lemyra imparilis,Bombyx mori NPV,"Aratake, Y. and Kayamura, T. 1973. Pathogenicity of a nuclear-polyhedrosis virus of the silkworm, Bombyx mori, for a number of lepidopterous insects. Jpn. J. Appl. Entomol. Zool. 17:121-",1578839,Lemyra,Erebidae,Lepidoptera,Insecta,271108,Alphabaculovirus,Baculoviridae,Lefavirales,Naldaviricetes,NA
217,163,Euproctis similis,Bombyx mori NPV,"Aratake, Y. and Kayamura, T. 1973. Pathogenicity of a nuclear-polyhedrosis virus of the silkworm, Bombyx mori, for a number of lepidopterous insects. Jpn. J. Appl. Entomol. Zool. 17:121-",987935,Euproctis,Erebidae,Lepidoptera,Insecta,271108,Alphabaculovirus,Baculoviridae,Lefavirales,Naldaviricetes,NA
217,164,Euproctis similis,Bombyx mori NPV,"Aratake, Y. and Kayamura, T. 1973. Pathogenicity of a nuclear-polyhedrosis virus of the silkworm, Bombyx mori, for a number of lepidopterous insects. Jpn. J. Appl. Entomol. Zool. 17:121-",987935,Euproctis,Erebidae,Lepidoptera,Insecta,271108,Alphabaculovirus,Baculoviridae,Lefavirales,Naldaviricetes,NA
217,165,Papilio helenus,Bombyx mori NPV,"Aratake, Y. and Kayamura, T. 1973. Pathogenicity of a nuclear-polyhedrosis virus of the silkworm, Bombyx mori, for a number of lepidopterous insects. Jpn. J. Appl. Entomol. Zool. 17:121-",76195,Papilio,Papilionidae,Lepidoptera,Insecta,271108,Alphabaculovirus,Baculoviridae,Lefavirales,Naldaviricetes,NA
217,166,Artogeia rapae,Bombyx mori NPV,"Aratake, Y. and Kayamura, T. 1973. Pathogenicity of a nuclear-polyhedrosis virus of the silkworm, Bombyx mori, for a number of lepidopterous insects. Jpn. J. Appl. Entomol. Zool. 17:121-",64459,Pieris,Pieridae,Lepidoptera,Insecta,271108,Alphabaculovirus,Baculoviridae,Lefavirales,Naldaviricetes,NA
217,167,Diaphania pyloalis,Bombyx mori NPV,"Aratake, Y. and Kayamura, T. 1973. Pathogenicity of a nuclear-polyhedrosis virus of the silkworm, Bombyx mori, for a number of lepidopterous insects. Jpn. J. Appl. Entomol. Zool. 17:121-",1242752,Glyphodes,Crambidae,Lepidoptera,Insecta,271108,Alphabaculovirus,Baculoviridae,Lefavirales,Naldaviricetes,NA
217,168,Theretra oldenlandiae,Bombyx mori NPV,"Aratake, Y. and Kayamura, T. 1973. Pathogenicity of a nuclear-polyhedrosis virus of the silkworm, Bombyx mori, for a number of lepidopterous insects. Jpn. J. Appl. Entomol. Zool. 17:121-",1088304,Theretra,Sphingidae,Lepidoptera,Insecta,271108,Alphabaculovirus,Baculoviridae,Lefavirales,Naldaviricetes,NA
218,169,Thymelicus flavus,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,170,Lycaena phlaeas,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London.",282391,Lycaena,Lycaenidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
218,171,Polyommatus icarus,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London.",265386,Polyommatus,Lycaenidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
218,172,Aglais urticae,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London.",111881,Nymphalis,Nymphalidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
218,173,Argynnis paphia,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London.",171802,Argynnis,Nymphalidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
218,174,Clossiana selene,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London.",191398,Boloria,Nymphalidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
218,175,Vanessa cardui,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London.",171605,Vanessa,Nymphalidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
218,176,Inachis io,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London.",171585,Nymphalis,Nymphalidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
218,177,Polygonia c-album,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London.",929971,Nymphalis,Nymphalidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
218,178,Vanessa atalanta,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London.",42275,Vanessa,Nymphalidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
218,179,Pieris brassicae,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London.",7116,Pieris,Pieridae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
218,180,Artogeia napi,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London.",78633,Pieris,Pieridae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
218,181,Artogeia rapae,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London.",64459,Pieris,Pieridae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
218,182,Maniola jurtina,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London.",191418,Maniola,Nymphalidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
218,183,Melanargia galathea,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London.",111923,Melanargia,Nymphalidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
218,184,Pararge aegeria,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London.",116150,Pararge,Nymphalidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
218,185,Pyronia tithonus,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London.",2795565,Maniola,Nymphalidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
218,186,Cydia pomonella,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London.",82600,Cydia,Tortricidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
218,187,Epermenia chaerophyllella,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London.",1178097,Epermenia,Epermeniidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
218,188,Yponomeuta cagnatella,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,189,Nematus ribesii,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London.",362087,Euura,Tenthredinidae,Hymenoptera,Insecta,NA,NA,NA,NA,NA,NA
218,190,Neodiprion sertifer,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London.",441937,Neodiprion,Diprionidae,Hymenoptera,Insecta,NA,NA,NA,NA,NA,NA
218,191,Gilpinia hercyniae,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London.",1170502,Gilpinia,Diprionidae,Hymenoptera,Insecta,NA,NA,NA,NA,NA,NA
218,192,Arctia caja,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London.",289281,Arctia,Erebidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
218,193,Spilosoma lutea,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London.",875881,Spilarctia,Erebidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
218,194,Tyria jacobaeae,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London.",179666,Tyria,Erebidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
218,195,Cilix glaucata,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London.",104441,Cilix,Drepanidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
218,196,Biston betularia,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London.",82595,Biston,Geometridae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
218,197,Campaea margaritata,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London.",934813,Campaea,Geometridae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
218,198,Dysstroma truncata,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London.",685363,Dysstroma,Geometridae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
218,199,Cyclophora albipunctata,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London.",505405,Cyclophora,Geometridae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
218,200,Cyclophora punctaria,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London.",310442,Cyclophora,Geometridae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
218,201,Ecliptopera silaceata,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London.",104457,Ecliptopera,Geometridae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
218,202,Hemistola chrysoprasaria,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London.",934942,Hemistola,Geometridae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
218,203,Idaea aversata,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London.",104447,Idaea,Geometridae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
218,204,Odontopera bidentata,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London.",875882,Odontopera,Geometridae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
218,205,Operophtera brumata,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London.",104452,Operophtera,Geometridae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
218,206,Opisthograptis luteolata,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London.",934882,Opisthograptis,Geometridae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
218,207,Ourapteryx sambucaria,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London.",934883,Ourapteryx,Geometridae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
218,208,Selenia dentaria,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London.",934894,Selenia,Geometridae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
218,209,Timandra griseata,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London.",190367,Timandra,Geometridae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
218,210,Xanthorhoe montanata,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London.",934903,Xanthorhoe,Geometridae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
218,211,Xanthorhoe fluctuata,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London.",934902,Xanthorhoe,Geometridae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
218,212,Xanthorhoe spadicearia,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London.",934904,Xanthorhoe,Geometridae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
218,213,Malacosoma neustria,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London.",7098,Malacosoma,Lasiocampidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
218,214,Philudoria potatoria,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,215,Calliteara pudibunda,Autographa californica NPV (AcMNPV),"Bishop, D.H.L., Entwistle, P.F., Cameron, I.R., Allen, C.J., and Posee, R.D. 1988. Field trials of genetically-engineered baculovirus insecticides. in Sussman, M. Collins, C.H., Skinner, F.A., and Stewart-Tull, D.E. [eds.] The release of genetically-engineered micro-organisms. Acdemic Press, London.",875926,Calliteara,Erebidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
