"","presence","Host","Pathogen","HighTaxon","LowTaxon","LogMaxDose","HostStageTested","HostTissueInfected"
"3316",1,"Cyrtacanthacris tatarica","Gregarina nigra","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3317",1,"Epistaurus succineus","Gregarina nigra","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3318",1,"Eyprepocnemis plorans ibandana","Gregarina nigra","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3319",1,"Heteropternis obscurella","Gregarina nigra","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3320",1,"Melanoplus differentialis","Gregarina nigra","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3321",1,"Eupropacris coeruleus","Gregarina nigra","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3322",1,"Oxycatantops congoensis","Gregarina nigra","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3323",1,"Paracinema luculenta","Gregarina nigra","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3324",1,"Patanga succincta","Gregarina nigra","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3325",1,"Serpusia lemarineli","Gregarina nigra","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3326",1,"Taphronota calliparea","Gregarina nigra","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3327",1,"Heteracris guineensis","Gregarina nigra","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3328",1,"Valanga papuasica","Gregarina nigra","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3329",1,"Zonocerus elegans","Gregarina nigra","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3330",1,"Zonocerus variegatus","Gregarina nigra","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3331",1,"Limnephilus flavicornis","Gregarina mystacidarum","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3332",1,"Limnephilus ignotus","Gregarina mystacidarum","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3333",1,"Limnephilus politus","Gregarina mystacidarum","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3334",1,"Mystacides longicornis","Gregarina mystacidarum","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3335",1,"Acanthacris ruficornis","Gregarina rigida","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3336",1,"Arphia sulphurea","Gregarina rigida","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine; Enteric caeca; Midgut"
"3337",1,"Brachystola magna","Gregarina rigida","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3338",1,"Calliptamus italicus","Gregarina rigida","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3339",1,"Hadrolecocatantops quadratus","Gregarina rigida","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3340",1,"Chortophaga viridifasciata","Gregarina rigida","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine; Enteric caeca; Midgut"
"3341",1,"Dissosteira carolina","Gregarina rigida","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine; Enteric caeca; Midgut"
"3342",1,"Encoptolophus sordidus","Gregarina rigida","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine; Enteric caeca; Midgut"
"3343",1,"Ephippigerida nigromarginata","Gregarina rigida","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3344",1,"Hesperotettix viridis pratensis","Gregarina rigida","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3345",1,"Ruspolia nitidula","Gregarina rigida","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3346",1,"Melanoplus angustipennis","Gregarina rigida","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine;"
"3347",1,"Melanoplus bivittatus","Gregarina rigida","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine; Enteric caeca; Midgut"
"3348",1,"Melanoplus differentialis","Gregarina rigida","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine; Enteric caeca; Midgut"
"3349",1,"Melanoplus femurrubrum","Gregarina rigida","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine; Gizzard; Enteric caeca; Midgut"
"3350",1,"Melanoplus keeleri ","Gregarina rigida","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3351",1,"Melanoplus keeleri luridus","Gregarina rigida","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine; Enteric caeca; Midgut"
"3352",1,"Melanoplus sanguinipes sanguinipes","Gregarina rigida","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3353",1,"Melanoplus rusticus obovatipennis","Gregarina rigida","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine, Enteric caeca"
"3354",1,"Melanoplus scudderi","Gregarina rigida","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3355",1,"Oedipoda germanica","Gregarina rigida","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3356",1,"Oedipoda miniata","Gregarina rigida","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3357",1,"Parapropacris rhodopterus","Gregarina rigida","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3358",1,"Occidentosphena ruandensis","Gregarina rigida","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3359",1,"Pardalophora apiculata","Gregarina rigida","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine; Enteric caeca; Midgut"
"3360",1,"Saga pedo pedo","Gregarina rigida","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3361",1,"Schistocerca americana","Gregarina rigida","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3362",1,"Serpusia lemarineli","Gregarina rigida","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3363",1,"Spharagemon bolli","Gregarina rigida","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine; Enteric caeca, Midgut"
"3364",1,"Spharagemon collare","Gregarina rigida","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3365",1,"Peltoides senegalensis","Gregarina polymorpha","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3366",1,"Taraxides punctatus","Gregarina polymorpha","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3367",1,"Tenebrio guineensis","Gregarina polymorpha","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3368",1,"Tenebrio obscurus","Gregarina polymorpha","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3369",1,"Epilachna karisimbica","Gregarina straeleni","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3370",1,"Epilachna annulata","Gregarina straeleni","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3371",1,"Epilachna apicalis","Gregarina straeleni","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3372",1,"Epilachna bissexpustulata","Gregarina straeleni","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3373",1,"Epilachna lucifera","Gregarina straeleni","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3374",1,"Epilachna scutellaris","Gregarina straeleni","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3375",1,"Epilachna serva","Gregarina straeleni","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3376",1,"Epilachna connectens","Gregarina straeleni","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3377",1,"Epilachna wittei ab bentensis","Gregarina straeleni","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3378",1,"Epilachna apicornis","Gregarina straeleni","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3379",1,"Epilachna gibbosa","Gregarina straeleni","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3380",1,"Epilachna kaffaensis","Gregarina straeleni","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3381",1,"Epilachna rubropustulata","Gregarina straeleni","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3382",1,"Dendarus tristis","Gregarina cavalierina","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Midgut"
"3383",1,"Scaurus striatus","Gregarina cavalierina","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Midgut"
"3384",1,"Scaurus uncinus","Gregarina cavalierina","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Midgut"
"3385",1,"Coccinella californica","Gregarina californica","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3386",1,"Capritermes incola","Gregarina capritermitis","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,""
"3387",1,"Ceropria induta subocellata","Gregarina ceropriae","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3388",1,"Anabolia nervosa","Gregarina culleata","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3389",1,"Niptus hololeucus","Gregarina dorotheae","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,""
"3390",1,"Potamophylax rotundipennis","Gregarina eccrinifera","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3391",1,"Ernobius abietis","Gregarina ernobii","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3392",1,"Nauphoeta cinerea","Gregarina haasi","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3393",1,"Heterocerus sericans","Gregarina heteroceri","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,""
"3394",1,"Hylaster ater","Gregarina hylastidis","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Midgut"
"3395",1,"Hylaster cunicularius","Gregarina hylastidis","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Midgut"
"3396",1,"Hylaster opacus","Gregarina hylastidis","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Midgut"
"3397",1,"Rhyparobia maderae","Gregarina leucopaeae","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3398",1,"Litargus connexus","Gregarina litargi","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Midgut"
"3399",1,"Niptus hololeucus","Gregarina nipti","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,""
"3400",1,"Oxytelus tetracarinatus","Gregarina oxytelopsis","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Midgut"
"3401",1,"Pedicia rivosa","Gregarina pediciae","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3402",1,"Pharaxonotha hirschi","Gregarina pharaxonothae","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,""
"3403",1,"Philonthus concinnus","Gregarina philolonthi","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,""
"3404",1,"Philonthus immundus","Gregarina philolonthi","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3405",1,"Pityokteines curvidens","Gregarina pityoktenidis","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3406",1,"Pityogenes bidentatus","Gregarina pityogenidis","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3407",1,"Pocadius ferrugineus","Gregarina pocadii","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,""
"3408",1,"Poecilus lipidus","Gregarina poecili","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3409",1,"Pocadius ferrugineus","Gregarina pocadii","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,""
"3410",1,"Polyphaga aegyptiaca","Gregarina polyphagae","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3411",1,"Cyphoderes raptor","Gregarina raptoris","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3412",1,"Omalium rivulare","Gregarina rivularis","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3413",1,"Scaphosoma agaricinum","Gregarina scaphosomatis","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3414",1,"Ecdyonurus forcipula","Gregarina signata","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Midgut"
"3415",1,"Silvanus unidentatus","Gregarina spinata","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3416",1,"Carpelimus bilineatus","Gregarina trogophloei","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Midgut"
"3417",1,"Carpelimus rivularis","Gregarina trogophloei","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Midgut"
"3418",1,"Ptinus fur","Gregarina tuerkorum","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Midgut"
"3419",1,"Limnephilus bipunctatus","Gregarina vittata","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3420",1,"Limnephilus griseus","Gregarina vittata","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3421",1,"Limnephilus vittatus","Gregarina vittata","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3422",1,"Ceuthophilus brevipes","Gregarina ceuthophili","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine; Midgut"
"3423",1,"Ceuthophilus divergens","Gregarina ceuthophili","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine; Midgut"
"3424",1,"Ceuthophilus gracilipes","Gregarina ceuthophili","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine; Midgut"
"3425",1,"Hadenoecus putaneus","Gregarina hadenoeci","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine; Midgut"
"3426",1,"Parcoblatta virginica","Gregarina ohioensis","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3427",1,"Ceuthophilus uhleri","Gregarina prima","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Midgut"
"3428",1,"Parcoblatta pennsylvanica","Gregarina thomasi","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Midgut; Enteric caeca"
"3429",1,"Neoconocephalus fratellus","Gregarina chagasi","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Midgut"
"3430",1,"Periplaneta americana","Gregarina legeri","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Midgut"
"3431",1,"Periplaneta americana","Gregarina neobrasiliensis","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3432",1,"Omoplata normalis","Gregarina watsonae","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3433",1,"Coccinella septempunctata","Gregarina coccinellae","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3434",1,"Coccinella quinquepunctata","Gregarina coccinellae","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3435",1,"Hippodamia tredecimpunctata","Gregarina coccinellae","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3436",1,"Myrrha octodecimguttata","Gregarina coccinellae","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3437",1,"Forficula auricularia","Gregarina forficulae","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3438",1,"Corticeus unicolor","Gregarina hypophloei","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3439",1,"Ephemera vulgata","Gregarina clavata","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3440",1,"Limnephilus decipiens","Gregarina distinguenda","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3441",1,"Chaetopteryx villosa","Gregarina distinguenda","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3442",1,"Chaetopteryx villosa","Gregarina fontinalis","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3443",1,"Drusus rectus","Gregarina fontinalis","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3444",1,"Potamophylax nigricornis","Gregarina fontinalis","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3445",1,"Limnephilus flavicornis","Gregarina limnophili","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3446",1,"Limnephilus bipunctatus","Gregarina limnophili","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3447",1,"Limnephilus nigriceps","Gregarina limnophili","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3448",1,"Limnephilus stigma","Gregarina limnophili","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3449",1,"Nemotaulius punctatolineatus","Gregarina limnophili","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3450",1,"Glyphotaelius pellucidus","Gregarina limnophili","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3451",1,"Halesus interpunctatus","Gregarina limnophili","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3452",1,"Anabolia nervosa","Gregarina limnophili","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3453",1,"Sminthurus marginatus","Gregarina wellmeri","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3454",1,"Dicytorma ornata","Gregarina wellmeri","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3455",1,"Tetrodontophora bielanensis","Gregarina wellmeri","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3456",1,"Chilocorus rubidus","Gregarina chilocori","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3457",1,"Craspedonotus tibialis","Gregarina craspedonoti","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3458",1,"Gonocephalum pubens","Gregarina gonocephali","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3459",1,"Cis castaneus","Gregarina columnata","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3460",1,"Isotoma viridis","Gregarina isotomae","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3461",1,"Uloma latimanus","Gregarina tokonoi","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3462",1,"Sericostoma timidum","Gregarina tubuliformis","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3463",1,"Cis boleti","Gregarina umbilicata","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3464",1,"Cis hispidus","Gregarina umbilicata","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3465",1,"Cis americanus","Gregarina umbilicata","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3466",1,"Sulcacis affinis","Gregarina umbilicata","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3467",1,"Diaperis boleti","Gregarina compressa","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3468",1,"Gampsocleis burgeri","Gregarina concava","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine and gastric caeca"
"3469",1,"Allecula fuliginosa","Gregarina minor","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine "
"3470",1,"Ceuthophilus valgus","Gregarina consobrina","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,""
"3471",1,"Coptotomus interrogatus","Gregarina coptotomi","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3472",1,"Ceuthophilus meridionalis","Gregarina longiducta","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Alimentary canal; Intestine"
"3473",1,"Ceuthophilus neglectus","Gregarina neglecta","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3474",1,"Udeopsylla nigra","Gregarina udeopsyllae","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Midgut"
"3475",1,"Panesthia javanica","Gregarina corbeli","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3476",1,"Amarygmus laniger","Gregarina dragescoi","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3477",1,"Gryllus campestris","Gregarina cousinea","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3478",1,"Cetonia aurata","Gregarina curvata","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3479",1,"Osmoderma eremita","Gregarina curvata","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3480",1,"Potosia cuprea","Gregarina curvata","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3481",1,"Tribolium castaneum","Gregarina crassa","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3482",1,"Lucanus capreolus","Gregarina crawleyi","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3483",1,"Octotemnus glabriculus","Gregarina geusi","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Midgut"
"3484",1,"Sulcacis affinis","Gregarina geusi","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Midgut"
"3485",1,"Ctenolepisma villosa","Gregarina hoshidei","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3486",1,"Blaberus discoidalis","Gregarina cubensis","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Midgut; Caeca"
"3487",1,"Allognathotermes hypogeus silvestri","Gregarina cucumiformis","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3488",1,"Supella longipalpa","Gregarina cylindrosa","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Midgut"
"3489",1,"Gryllomorpha dalmatina","Gregarina davini","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine; Midgut"
"3490",1,"Pseudoblaps javana","Gregarina decourti","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3491",1,"Derispia maculipennis","Gregarina derispiae","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3492",1,"Chlaenius vestitus","Gregarina dimorpha","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3493",1,"Chlaenius velutinus","Gregarina dimorpha","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3494",1,"Chlaenius nogushii","Gregarina dimorpha","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3495",1,"Chlaenius nigricans","Gregarina dimorpha","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3496",1,"Chlaenius circumdotus","Gregarina dimorpha","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3497",1,"Chlaenius inops","Gregarina dimorpha","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3498",1,"Serpusia lemarineli","Gregarina garnhami","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3499",1,"Locusta migratoria migratorioides","Gregarina garnhami","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3500",1,"Anacridium aegyptium","Gregarina garnhami","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3501",1,"Erionomus planiceps","Gregarina golvani","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3502",1,"Erionomus platypleura","Gregarina golvani","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3503",1,"Didimus africanus","Gregarina golvani","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3504",1,"Prioscelis serrata","Gregarina haranti","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3505",1,"Prioscelis fabricii","Gregarina haranti","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3506",1,"Prioscelis westwoodi","Gregarina haranti","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3507",1,"Chiroscelis digitata","Gregarina haranti","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3508",1,"Dorcus passaloides","Gregarina haranti","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3509",1,"Opatrinus latipes","Gregarina haranti","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3510",1,"Eutochia pulla","Gregarina haranti","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3511",1,"Morion guineensis","Gregarina morioni","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3512",1,"Gryllus pennsylvanicus","Gregarina oviceps","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3513",1,"Gryllus vernalis","Gregarina oviceps","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3514",1,"Gryllus assimilis","Gregarina oviceps","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine; Gizzard; Midgut"
"3515",1,"Gryllus campestris","Gregarina oviceps","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3516",1,"Metrioptera saussuriana","Gregarina oviceps","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3517",1,"Nemobius sylvestris","Gregarina oviceps","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3518",1,"Harpalus ruficornis","Gregarina polyaulia","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3519",1,"Harpalus affinis","Gregarina polyaulia","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3520",1,"Harpalus servus","Gregarina polyaulia","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3521",1,"Amara aulica","Gregarina polyaulia","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3522",1,"Amara familiaris","Gregarina polyaulia","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
"3523",1,"Amara fulva","Gregarina polyaulia","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Intestine"
