"","presence","Host","Pathogen","HighTaxon","LowTaxon","LogMaxDose","HostStageTested","HostTissueInfected"
"703",1,"Chrysomphalus aonidum","Tetracrium coccicolum","Deuteromycetes","unknown",NA,NA,""
"704",1,"Ischnaspis sp.","Tetracrium coccicolum","Deuteromycetes","unknown",NA,NA,""
"705",1,"Lepidosaphes beckii","Tetracrium coccicolum","Deuteromycetes","unknown",NA,NA,""
"706",1,"Leucaspis sp.","Tetracrium coccicolum","Deuteromycetes","unknown",NA,NA,""
"707",1,"Lepidosaphes gloveri","Tetracrium coccicolum","Deuteromycetes","unknown",NA,NA,""
"708",1,"Parlatoria pergandii","Tetracrium coccicolum","Deuteromycetes","unknown",NA,NA,""
"709",1,"Parlatoria ziziphi","Tetracrium coccicolum","Deuteromycetes","unknown",NA,NA,""
"710",1,"Chionaspis vitis ","Tetracrium aurantii","Deuteromycetes","unknown",NA,NA,""
"711",1,"Lepidosaphes beckii","Tetracrium aurantii","Deuteromycetes","unknown",NA,NA,""
"712",1,"Parlatoria ziziphi","Tetracrium aurantii","Deuteromycetes","unknown",NA,NA,""
"713",1,"Lepidosaphes sp.","Tetracrium echinatum","Deuteromycetes","unknown",NA,NA,""
"714",1,"Chilocorus bipustulatus","Gregarina katherina","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Gut epithelium"
"715",1,"Pharoscymnus anchorago","Gregarina katherina","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Gut epithelium"
"716",1,"Adalia bipunctata","Nosema coccinellae","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut; Malpighian tubules; gonads; nerves; muscle"
"717",1,"Chilocorus sp.","Beauveria sp.","Deuteromycetes","unknown",NA,NA,""
"718",1,"Chilocorus sp.","Fusarium sp.","Deuteromycetes","unknown",NA,NA,""
"719",1,"Cnephasia longana","Beauveria bassiana","Deuteromycetes","unknown",NA,NA,""
"720",1,"Cnephasia sp.","Beauveria bassiana","Deuteromycetes","unknown",NA,NA,""
"721",1,"Cnephasia sp.","Zoophthora radicans ","Zygomycetes","Entomophthorales",NA,NA,""
"722",1,"Cydia nigricana ","Paecilomyces fumosoroseus","Deuteromycetes","unknown",NA,NA,""
"723",1,"Cydia pomonella","Aspergillus flavus","Deuteromycetes","unknown",NA,NA,""
"724",1,"Cydia pomonella","Beauveria bassiana","Deuteromycetes","unknown",NA,NA,""
"725",1,"Cydia pomonella","Fusarium oxysporum","Deuteromycetes","unknown",NA,NA,""
"726",1,"Cydia pomonella","Hirsutella sp.","Deuteromycetes","unknown",NA,NA,""
"727",1,"Cydia pomonella","Paecilomyces fumosoroseus","Deuteromycetes","unknown",NA,NA,""
"728",1,"Rhyacionia buoliana","Paecilomyces farinosus","Deuteromycetes","unknown",NA,NA,""
"729",1,"Xenotemna pallorana","Paecilomyces sp.","Deuteromycetes","unknown",NA,NA,""
"730",1,"Tortrix sp.","Batkoa apiculata","Zygomycetes","Entomophthorales",NA,NA,"fat body"
"731",1,"Archips sp.","Pleistophora sp.","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut; fat body"
"732",1,"Archips crataegana","Nosema crataeganae","Microspora","Microsporea (Microsporida)",NA,NA,"fat body"
"733",1,"Archips fervidana","Nosema fumiferanae","Microspora","Microsporea (Microsporida)",NA,NA,"fat body, gut, silk glands, epidermis, gonads, nerve cells"
"734",1,"Choristoneura fumiferana","Nosema cerasivoranae","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut, fat body, malpighian tubules, silk glands"
"735",1,"Cydia pomonella","Nosema carpocapsae","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut, malpighian tubules, fat body, silk glands; muscle; oenocytes; pericardial cells; reproductive organs; epidermis"
"736",1,"Cydia pomonella","Pleistophora carpocapsae","Microspora","Microsporea (Microsporida)",NA,NA,"Fat body  "
"737",1,"Cydia pomonella","Pleistophora californica","Microspora","Microsporea (Microsporida)",NA,NA,"Fat body, malpighian tubules"
"738",1,"Cydia pomonella","Nosema destructor","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut, malpighian tubules   (transovum)"
"739",1,"Cydia pomonella","Vairimorpha plodiae","Microspora","Microsporea (Microsporida)",NA,NA,""
"740",1,"Eupoecilia ambiguella","Pleistophora legeri","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut, malpighian tubules, fat body   (transovum)"
"741",1,"Endopiza viteana","Pleistophora legeri","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut, malpighian tubules, fat body,  ovaries"
"742",1,"Zeiraphera improbana","Thelohania  sp.","Microspora","Microsporea (Microsporida)",NA,NA,"Fat body"
"743",1,"Choristoneura crataegana","Pseudomonas chlororaphis","Non-spore-forming bacteria","Pseudomonadaceae ",NA,NA,""
"744",1,"Tortrix viridana","Leptomonas pyraustae","Euglenozoa","Kinetoplastidea (Trypanosomatida)",NA,NA,"Midgut"
"745",1,"Popillia japonica","Rickettsiella popilliae","Non-spore-forming bacteria","Rickettsiaceae",NA,NA,"Fat body, blood cells"
"746",1,"Phyllophaga anxia","Rickettsiella popilliae","Non-spore-forming bacteria","Rickettsiaceae",NA,NA,"Fat body, blood cells"
"747",1,"Phyllophaga ephilida","Rickettsiella popilliae","Non-spore-forming bacteria","Rickettsiaceae",NA,NA,"Fat body, blood cells"
"748",1,"Rhizotrogus majalis","Rickettsiella popilliae","Non-spore-forming bacteria","Rickettsiaceae",NA,NA,"Fat body, blood cells"
"749",1,"Maladera castanea","Rickettsiella popilliae","Non-spore-forming bacteria","Rickettsiaceae",NA,NA,"Fat body, blood cells"
"750",1,"Cyclocephala borealis","Rickettsiella popilliae","Non-spore-forming bacteria","Rickettsiaceae",NA,NA,"Fat body, blood cells"
"751",1,"Melolontha melolontha  ","Rickettsiella popilliae","Non-spore-forming bacteria","Rickettsiaceae",NA,NA,"Fat body, blood cells"
"752",1,"Melolontha hippocastani","Rickettsiella popilliae","Non-spore-forming bacteria","Rickettsiaceae",NA,NA,"Fat body, blood cells"
"753",1,"Rhizotrogus solstitiale","Rickettsiella popilliae","Non-spore-forming bacteria","Rickettsiaceae",NA,NA,"Fat body, blood cells"
"754",1,"Phyllopertha horticola","Rickettsiella popilliae","Non-spore-forming bacteria","Rickettsiaceae",NA,NA,"Fat body, blood cells"
"755",1,"Maladera brunnea","Rickettsiella popilliae","Non-spore-forming bacteria","Rickettsiaceae",NA,NA,"Fat body, blood cells"
"756",1,"Cetonia sp.","Rickettsiella popilliae","Non-spore-forming bacteria","Rickettsiaceae",NA,NA,"Fat body, blood cells"
"757",1,"Costelytra zealandica","Rickettsiella popilliae","Non-spore-forming bacteria","Rickettsiaceae",NA,NA,"Fat body, blood cells"
"758",1,"Odontria sp.","Rickettsiella popilliae","Non-spore-forming bacteria","Rickettsiaceae",NA,NA,"Fat body, blood cells"
"759",1,"Heteronychus arator","Rickettsiella popilliae","Non-spore-forming bacteria","Rickettsiaceae",NA,NA,"Fat body, blood cells"
"760",1,"Oryctes monoceros","Rickettsiella popilliae","Non-spore-forming bacteria","Rickettsiaceae",NA,NA,"Fat body, blood cells"
"761",1,"Aphodius tasmaniae","Rickettsiella popilliae","Non-spore-forming bacteria","Rickettsiaceae",NA,NA,"Fat body, blood cells"
"762",1,"Adoryphorus couloni","Rickettsiella popilliae","Non-spore-forming bacteria","Rickettsiaceae",NA,NA,"Fat body, blood cells"
"763",1,"Anoplognathus hirsutus","Rickettsiella popilliae","Non-spore-forming bacteria","Rickettsiaceae",NA,NA,"Fat body, blood cells"
"764",1,"Anoplognathus porosus","Rickettsiella popilliae","Non-spore-forming bacteria","Rickettsiaceae",NA,NA,"Fat body, blood cells"
"765",1,"Antitrogus morbillosus ","Rickettsiella popilliae","Non-spore-forming bacteria","Rickettsiaceae",NA,NA,"Fat body, blood cells"
"766",1,"Othnonius batesi","Rickettsiella popilliae","Non-spore-forming bacteria","Rickettsiaceae",NA,NA,"Fat body, blood cells"
"767",1,"Rhopaea verreauxi","Rickettsiella popilliae","Non-spore-forming bacteria","Rickettsiaceae",NA,NA,"Fat body, blood cells"
"768",1,"Sericesthis germinata","Rickettsiella popilliae","Non-spore-forming bacteria","Rickettsiaceae",NA,NA,"Fat body, blood cells"
"769",1,"Sericesthis nigrolineata","Rickettsiella popilliae","Non-spore-forming bacteria","Rickettsiaceae",NA,NA,"Fat body, blood cells"
"770",1,"Sericesthis ocularis","Rickettsiella popilliae","Non-spore-forming bacteria","Rickettsiaceae",NA,NA,"Fat body, blood cells"
"771",1,"Melolontha melolontha  ","Diplococcus melolonthae","Non-spore-forming bacteria","Neisseriaceae",NA,NA,""
"772",1,"Holotrichia consanguinea","Diplococcus  sp.","Non-spore-forming bacteria","Neisseriaceae",NA,NA,""
"773",1,"Polyphylla decemlineata","Streptococcus  sp.","Non-spore-forming bacteria","Streptococcacceae",NA,NA,""
"774",1,"Lachnosterna sp.","Micrococcus nigrofaciens","Non-spore-forming bacteria","Micrococcaceae",NA,NA,""
"775",1,"Allorhina nitida","Micrococcus nigrofaciens","Non-spore-forming bacteria","Micrococcaceae",NA,NA,""
"776",1,"Phyllophaga vandinei","Micrococcus nigrofaciens","Non-spore-forming bacteria","Micrococcaceae",NA,NA,""
"777",1,"Strategus titanus","Micrococcus nigrofaciens","Non-spore-forming bacteria","Micrococcaceae",NA,NA,""
"778",1,"Oryctes rhinoceros","Acinetobacter calcoaceticus","Non-spore-forming bacteria","Neisseriaceae",NA,NA,""
"779",1,"Phyllophaga sp.","Pseudomonas aeruginosa","Non-spore-forming bacteria","Pseudomonadaceae",NA,NA,""
"780",1,"Melolontha melolontha  ","Pseudomonas fluorescens","Non-spore-forming bacteria","Pseudomonadaceae",NA,NA,""
"781",1,"Melolontha melolontha  ","Pseudomonas septida","Non-spore-forming bacteria","Pseudomonadaceae",NA,NA,""
"782",1,"Phyllophaga  smithi","Pseudomonas  sp.","Non-spore-forming bacteria","Pseudomonadaceae",NA,NA,""
"783",1,"Costelytra zealandica","Pseudomonas sp.","Non-spore-forming bacteria","Pseudomonadaceae",NA,NA,""
"784",1,"Melolontha melolontha  ","Serratia marcescens","Non-spore-forming bacteria","Enterobacteriaceae",NA,NA,""
"785",1,"Oryctes rhinoceros","Serratia marcescens","Non-spore-forming bacteria","Enterobacteriaceae",NA,NA,""
"786",1,"Popillia japonica","Serratia marcescens","Non-spore-forming bacteria","Enterobacteriaceae",NA,NA,""
"787",1,"Strategus antaeus","Serratia marcescens","Non-spore-forming bacteria","Enterobacteriaceae",NA,NA,""
"788",1,"Diloboderus abderus","Serratia marcescens","Non-spore-forming bacteria","Enterobacteriaceae",NA,NA,""
"789",1,"Phyllophaga  smithi","Serratia marcescens","Non-spore-forming bacteria","Enterobacteriaceae",NA,NA,""
"790",1,"Melolontha melolontha  ","Bacillus septicus insectorum  ","Spore-forming bacteria","Bacillaceae",NA,NA,""
"791",1,"Melolontha sp.","Bacillus melolontha  ","Spore-forming bacteria","Bacillaceae",NA,NA,""
"792",1,"Melolontha melolontha  ","Enterobacter cloacae","Non-spore-forming bacteria","Enterobacteriaceae",NA,NA,""
"793",1,"Pericoptus truncatus","Escherichia freundii","Non-spore-forming bacteria","Enterobacteriaceae",NA,NA,""
"794",1,"Plecoma birticollis vandykii","Escherichia freundii","Non-spore-forming bacteria","Enterobacteriaceae",NA,NA,""
"795",1,"Polyphylla barbata","Clostridium  sp.","Spore-forming bacteria","Bacillaceae",NA,NA,""
"796",1,"Holotrichia consanguinea","Clostridium  sp.","Spore-forming bacteria","Bacillaceae",NA,NA,""
"797",1,"Melolontha sp.","Bacillus sp.","Spore-forming bacteria","Bacillaceae",NA,NA,""
"798",1,"Melolontha melolontha  ","Bacillus hoplosternus","Spore-forming bacteria","Bacillaceae",NA,NA,""
"799",1,"Melolontha sp.","Bacillus cereus","Spore-forming bacteria","Bacillaceae",NA,NA,""
"800",1,"Phyllophaga anxia","Bacillus cereus","Spore-forming bacteria","Bacillaceae",NA,NA,""
"801",1,"Eremobothynus cornutus","Bacillus cereus","Spore-forming bacteria","Bacillaceae",NA,NA,""
"802",1,"Oryctes rhinoceros","Strategus anataeus","Non-spore-forming bacteria","Enterobacteriaceae",NA,NA,""
"803",1,"Rhizotrogus majalis","Strategus anataeus","Non-spore-forming bacteria","Enterobacteriaceae",NA,NA,""
"804",1,"Holotrichia consanguinea","Bacillus cereus","Spore-forming bacteria","Bacillaceae",NA,NA,""
"805",1,"Melolontha incanus","Bacillus laterosporus","Spore-forming bacteria","Bacillaceae",NA,NA,""
"806",1,"Anomala corpulenta","Bacillus laterosporus","Spore-forming bacteria","Bacillaceae",NA,NA,""
"807",1,"Holotrichia oblita","Bacillus laterosporus","Spore-forming bacteria","Bacillaceae",NA,NA,""
"808",1,"Cetonia aurata","Bacillus laterosporus","Spore-forming bacteria","Bacillaceae",NA,NA,""
"809",1,"Melolontha melolontha  ","Paecilomyces fumosoroseus","Deuteromycetes","unknown",NA,NA,""
"810",1,"Costelytra zealandica","Paecilomyces fumosoroseus","Deuteromycetes","unknown",NA,NA,""
"811",1,"Costelytra zealandica","Nosema melolonthae","Microspora","Microsporea (Microsporida)",NA,NA,"Fat body"
"812",1,"Leptinotarsa decemlineata","Nosema melolonthae","Microspora","Microsporea (Microsporida)",NA,NA,"Fat body"
"813",1,"Popillia japonica","Ovavesicula popilliae","Microspora","Microsporea (Microsporida)",NA,NA,"Malpighian tubules, fat body, epidermis, oenocytes, pericardial cells"
"814",1,"Oryctes monoceros","Pleistophora tanzaniae","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut epithelium"
"815",1,"Costelytra zealandica","Vavraia oncoperae","Microspora","Microsporea (Microsporida)",NA,NA,"Muscle, Malpighian tubules, gut caecae, midgut epithelium, nerves, gonads"
"816",1,"Listronotus bonariensis","Vavraia oncoperae","Microspora","Microsporea (Microsporida)",NA,NA,"Muscle, Malpighian tubules, gut caecae, midgut epithelium, nerves, gonads"
"817",1,"Oncopera alboguttata","Vavraia oncoperae","Microspora","Microsporea (Microsporida)",NA,NA,"Muscle, Malpighian tubules, gut caecae, midgut epithelium, nerves, gonads, fat body"
"818",1,"Wiseana spp.","Vavraia oncoperae","Microspora","Microsporea (Microsporida)",NA,NA,"Muscle, Malpighian tubules, gut caecae, midgut epithelium, nerves, gonads"
"819",1,"Planotortrix excessana","Vavraia oncoperae","Microspora","Microsporea (Microsporida)",NA,NA,"Muscle, Malpighian tubules, gut caecae, midgut epithelium, nerves, gonads"
"820",1,"Melolontha hippocastani","Adelina sericesthis","Apicomplexa","Coccidea (Adeleida)",NA,NA,"Fat body, subcuticular connective tissue"
"821",1,"Sericesthis pruinosa","Adelina sericesthis","Apicomplexa","Coccidea (Adeleida)",NA,NA,"Fat body; Blood; Subcuticular connective tissue"
"822",1,"Aphodius howitti","Adelina sericesthis","Apicomplexa","Coccidea (Adeleida)",NA,NA,"Fat body, subcuticular connective tissue"
"823",1,"Tenebrio molitor","Adelina tenebrionis","Apicomplexa","Coccidea (Adeleida)",NA,NA,"Fat body, epidermis"
"824",1,"Heteronychus arator","Adelina tenebrionis","Apicomplexa","Coccidea (Adeleida)",NA,NA,"Fat body"
"825",1,"Pericoptus truncatus","Adelina tenebrionis","Apicomplexa","Coccidea (Adeleida)",NA,NA,"Fat body"
"826",1,"Planotortrix excessana","Adelina tenebrionis","Apicomplexa","Coccidea (Adeleida)",NA,NA,"Fat body"
"827",1,"Spodoptera litura","Adelina tenebrionis","Apicomplexa","Coccidea (Adeleida)",NA,NA,"Fat body"
"828",1,"Cetonia aurata","Adelina sp.","Apicomplexa","Coccidea (Adeleida)",NA,NA,"Fat body"
"829",1,"Maladera castanea","Adelina sp.","Apicomplexa","Coccidea (Adeleida)",NA,NA,""
"830",1,"Rhizotrogus majalis","Adelina sp.","Apicomplexa","Coccidea (Adeleida)",NA,NA,""
"831",1,"Cyclocephala borealis","Adelina sp.","Apicomplexa","Coccidea (Adeleida)",NA,NA,""
"832",1,"Popillia japonica","Adelina sp.","Apicomplexa","Coccidea (Adeleida)",NA,NA,""
"833",1,"Aphodius fimetarius","Klossia aphodii","Apicomplexa","Coccidea (Eucoccidiorida)",NA,NA,"Fat body"
"834",1,"Aphodius contaminatus","Klossia aphodii","Apicomplexa","Coccidea (Eucoccidiorida)",NA,NA,"Fat body"
"835",1,"Oryctes monoceros","Ophryocystis oryctesi","Apicomplexa","Gregarinidea (Neogregarinida)",NA,NA,"Malpighian tubules"
"836",1,"Costelytra zealandica","Mattesia sp.","Apicomplexa","Gregarinidea (Neogregarinida)",NA,NA,"Fat body"
"837",1,"Popillia japonica","Actinocephalus sp.","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Hindgut"
"838",1,"Geotrupes stercorarius","Didymophes paradoxa","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Gut"
"839",1,"Geotrupes pyrenaeus","Didymophes paradoxa","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Gut"
"840",1,"Sisyphus schaefferi","Didymophes sisyphi","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Gut"
"841",1,"Cetonia sp.","Didymophes sisyphi","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Gut"
"842",1,"Costelytra zealandica","Euspora zealandica ","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"midgut (anterior, near gut caeca)"
"843",1,"Melolontha melolontha  ","Euspora fallax","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Gut"
"844",1,"Melolontha melolontha  ","Monocystis  sp.","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Gut"
"845",1,"Hoplia sp.","Monocystis  sp.","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Gut"
"846",1,"Hoplia sp.","Pseudomonocystis hopliae","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Gut"
"847",1,"Melolontha melolontha  ","Pseudomonocystis hopliae","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Gut"
"848",1,"Oryctes sp.","Stictospora kurdistana","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Gut"
"849",1,"Rhizotrogus sp.","Stictospora provincialis","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Gut"
"850",1,"Melolontha sp.","Stictospora provincialis","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Gut"
"851",1,"Costelytra zealandica","Stictospora costelytrae","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,"Gut"
"852",1,"Schizolachnus piniradiatae","Zoophthora canadensis","Zygomycetes","Entomophthorales",NA,NA,""
"853",1,"Lymantria dispar","Acremonium berkeleyanum","Deuteromycetes","unknown",NA,NA,""
"854",1,"Hypera postica","Acremonium furcatum","Deuteromycetes","unknown",NA,NA,""
"855",1,"Empoasca kraemeri","Acremonium roseum","Deuteromycetes","unknown",NA,NA,""
"856",1,"Lymantria dispar","Acrodontum crateriforme","Deuteromycetes","unknown",NA,NA,""
"857",1,"Anoplolepis gracilipes","Aphanocladium album","Deuteromycetes","unknown",NA,NA,""
"858",1,"Hypera postica","Aphanocladium album","Deuteromycetes","unknown",NA,NA,""
"859",1,"Lymantria dispar","Aphanocladium album","Deuteromycetes","unknown",NA,NA,""
"860",1,"Nilaparvata lugens","Aphanocladium gamsianum","Deuteromycetes","unknown",NA,NA,""
"861",1,"Aglaia odoratissima","Aschersonia aleyrodis","Deuteromycetes","unknown",NA,NA,""
"862",1,"Dialeurodes citri","Aschersonia aleyrodis","Deuteromycetes","unknown",NA,NA,""
"863",1,"Dialeurodes citri","Aschersonia goldiana","Deuteromycetes","unknown",NA,NA,""
"864",1,"Megachile rotundata","Ascosphaera aggregata","Plectomycetes","Ascosphaerales",NA,NA,""
"865",1,"Apis mellifera","Ascosphaera apis","Plectomycetes","Ascosphaerales",NA,NA,""
"866",1,"Megachile rotundata","Ascosphaera atra","Plectomycetes","Ascosphaerales",NA,NA,""
"867",1,"Megachile centuncularis","Ascosphaera proliperda","Plectomycetes","Ascosphaerales",NA,NA,""
"868",1,"Megachile rotundata","Ascosphaera proliperda","Plectomycetes","Ascosphaerales",NA,NA,""
"869",1,"Anoplolepis gracilipes","Aspergillus flavus","Deuteromycetes","unknown",NA,NA,""
"870",1,"Bombyx mori","Aspergillus flavus","Deuteromycetes","unknown",NA,NA,""
"871",1,"Anomala cuprea","Beauveria amorpha","Deuteromycetes","unknown",NA,NA,""
"872",1,"Adelphocoris sp.","Beauveria bassiana","Deuteromycetes","unknown",NA,NA,""
"873",1,"Anomala cuprea","Beauveria bassiana","Deuteromycetes","unknown",NA,NA,""
"874",1,"Anthicus floralis","Beauveria bassiana","Deuteromycetes","unknown",NA,NA,""
"875",1,"Anthonomus grandis","Beauveria bassiana","Deuteromycetes","unknown",NA,NA,""
"876",1,"Araecerus fasciculatus","Beauveria bassiana","Deuteromycetes","unknown",NA,NA,""
"877",1,"Aromia moscata","Beauveria bassiana","Deuteromycetes","unknown",NA,NA,""
"878",1,"Blissus leucopterus","Beauveria bassiana","Deuteromycetes","unknown",NA,NA,""
"879",1,"Bombyx mori","Beauveria bassiana","Deuteromycetes","unknown",NA,NA,""
